n_harmonics,base_freq,magnitudes,instruments
9,3.0170822365739474,"[-0.96313604  0.27821008  0.14597549 -1.54372515  1.09020894  0.88359901
 -0.84818986 -0.33133901 -0.47799923]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9954459509475617,-2.722413464150545
-2.9869774933092073,-2.5715635270833097
-2.9665790534775134,-1.7776580933508472
-2.9587942398319935,-1.3304961500776507
-2.9546606070359656,-1.2030305830156958
-2.9536960009520503,-1.0780220890745016
-2.9503435777279816,-0.9409979942439295
-2.9468635581432636,-0.7225853084189513
-2.9299239088895854,0.27278246068583406
-2.923518082700001,0.5727838467297942
-2.9180018459687247,0.8148366456245548
-2.914172584713767,1.0281474213890083
-2.9097565401678898,1.269670892115337
-2.903688622649949,1.520582237234153
-2.898569061103665,1.6528074669747326
-2.8964816059252687,1.726900484878009
-2.8963012344096537,1.773924411103124
-2.888493705238628,1.9487681728768802
-2.888424010541393,1.9299105162935866
-2.882733818669399,2.062813959262915
-2.868924791020521,2.1247634061676193
-2.868079444304615,2.170078315365168
-2.8648946022156245,2.1003434590590397
-2.8513540841109517,1.9475432221890974
-2.8483722220282264,1.9332203777525432
-2.8392063997965487,1.689370006444561
-2.8386248274016355,1.6634698406116009
-2.834839567602121,1.5527966776512965
-2.8029858761388904,0.5703810212308845
-2.794446770781575,0.34401534349288876
-2.775787623316833,0.12548833045961777
-2.7756798038054127,0.0995597418814402
-2.7630258549214304,0.024725491482620682
-2.7619066162054393,0.03924153827614501
-2.754521177362565,0.07053308495348797
-2.7420767278273352,0.3245578779736987
-2.7417203732053954,0.2679921368459054
-2.7381961837756763,0.41141747788350364
-2.728108023850579,0.693993544463639
-2.725685486572438,0.764885108249366
-2.720130177112315,0.8362108182674174
-2.716225396779689,1.015808090023901
-2.715850085445034,1.0576879821829333
-2.7089868328960196,1.2698422550807433
-2.6993733382332,1.5783115173436142
-2.6975135700031245,1.6197508029103829
-2.6969160049694567,1.672599381017474
-2.6916752488676874,1.759393148508463
-2.6899043089061303,1.841814381147974
