n_harmonics,base_freq,magnitudes,instruments
8,3.8921206231575916,"[-0.966265   -0.79305755 -0.28905559 -0.22196373  0.67811689 -0.71204324
 -1.65713728  0.16713007]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.995082876998078,0.21953795185045802
-2.9740487988993287,0.7992409343669441
-2.9689987185990407,0.981072044779248
-2.9525362927327476,1.5952433060303663
-2.943312509289682,1.9033382687245757
-2.937860994479804,2.0562679891525533
-2.9360733926060276,2.102408308903957
-2.9273835204517393,2.27516647388477
-2.919335534049394,2.345504042546912
-2.91506522410811,2.3464284145874674
-2.912757905988382,2.356867319761328
-2.9059719424601576,2.2844487069305184
-2.9021993454939135,2.230992868829016
-2.89628110943275,2.101924367029711
-2.894556100500392,2.0632972341762237
-2.8884153831203374,1.8718635199956466
-2.8770305773315075,1.4218226104537268
-2.8728580768332685,1.2335971050907661
-2.871416036225094,1.16613780127123
-2.862988689468237,0.7673641706836863
-2.859657201871883,0.5994784637209313
-2.8451478251235005,-0.06616359480912194
-2.839210688229544,-0.3028110788131554
-2.8368256873687665,-0.3849421406103051
-2.8355155138207238,-0.4327421991760315
-2.823046024647486,-0.7507726518996019
-2.8227294400515275,-0.7526626276110866
-2.8158519402813695,-0.8357973141262194
-2.7841111867702466,-0.25837412831930573
-2.781192466029346,-0.13747479021892786
-2.7772850180656907,0.04767376536546933
-2.759444630786693,1.0299848637810964
-2.7552743464823344,1.27783858129187
-2.7541197948160194,1.3480879511917065
-2.747757621897879,1.724255470642666
-2.7472693733801314,1.7564890364152925
-2.7387899726743123,2.2373310952925936
-2.735764656835986,2.3911315709446472
-2.718403974794044,3.112666097694347
-2.711844131596265,3.274343250214512
-2.7071688004112637,3.3543734710818716
-2.70632110602346,3.359485991308405
-2.701539262749918,3.393377953966183
-2.674583639920302,2.8662134963039216
-2.659913595398808,2.1656648890878425
-2.6411802843148164,1.0911450853976303
-2.637398402812122,0.8600249680892509
-2.633829762399207,0.6667966732103433
-2.6319822975466907,0.5585927798578664
-2.6312991181063112,0.520196823312716
-2.623154749392955,0.10411977267472439
-2.6213610733723085,0.017168573667434347
-2.6191353533150252,-0.0816831311919409
-2.617421952000341,-0.16248414948937
-2.6161113475009246,-0.21616102503903706
-2.6105867112864356,-0.4099878540064805
-2.610388022106613,-0.41840380972499464
-2.6089936023371907,-0.4666994094272033
-2.60168546378599,-0.6549869563789924
-2.5978406835364476,-0.7193855619219859
-2.5966514146594477,-0.7395183929562962
-2.5878510660888407,-0.789595310876482
-2.5857001679562686,-0.7832694585775779
-2.5778733663025086,-0.7063451028087488
-2.57267367326975,-0.609300263102783
-2.5673079111934367,-0.46282424912617887
-2.5672224774678427,-0.4593275014269451
-2.547508325206395,0.3174413539399271
-2.540197855615844,0.6550250074246605
-2.534708164856225,0.9239702007855567
