n_harmonics,base_freq,magnitudes,instruments
8,2.3867862957003965,"[ 0.3422167  -0.60639878  1.05042472 -1.59948389 -1.36959042 -0.37659464
 -1.08710598  2.89957396]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9987754684955927,-2.7445396170411667
-2.993663527822096,-2.68778537510954
-2.987374155333611,-2.5989095378826015
-2.9859019083867393,-2.5600882754758216
-2.9842886980324392,-2.5431520900974975
-2.978222633930665,-2.390912923196583
-2.9700632110449687,-2.187807276943524
-2.952999194751127,-1.6038352795691138
-2.949183425215286,-1.4371665447874307
-2.9420413983481115,-1.1361278036801994
-2.9241487230555085,-0.35714604058720095
-2.923986465853598,-0.3220514390662915
-2.9201665248639164,-0.15627804852590443
-2.914746816669254,0.08502946486388861
-2.896463723549216,0.9156596322201888
-2.880711078245687,1.5183976013962108
-2.873774044908327,1.7455883433435724
-2.869896270807982,1.8706449023722713
-2.859868174323397,2.1215147208500356
-2.8545024452548167,2.241883711522844
-2.8494321973969106,2.315484001663475
-2.845803179331591,2.371997107316727
-2.842394734407214,2.40178665875068
-2.840000210230613,2.42301764189173
-2.8381422180070652,2.44698357090918
-2.8356511504724717,2.4572313278845237
-2.8330142311113153,2.4441576051447047
-2.832115574255932,2.4538696253734957
-2.8309016924817607,2.466551033732505
-2.8307825550802157,2.442278181925866
-2.827247162649598,2.457978083087531
-2.82356390587387,2.4345049986335905
-2.8131728665639466,2.3158744554682325
-2.8074388789200784,2.2108911790512673
-2.805258172071087,2.1787296526055147
-2.803133492528179,2.1156073955764203
-2.802711047581808,2.121418492406536
-2.7912908680235677,1.7972987191349505
-2.7903162332174896,1.7815949565527844
-2.7855697272866484,1.6187457287988198
-2.7808123342470363,1.4360932532583406
-2.7772314069753796,1.2977977736209227
-2.774838970984134,1.1916648589931995
-2.7687758797406863,0.9302083392765419
-2.7656622352839717,0.7990710470785253
-2.7625533961565134,0.6631266134966507
