n_harmonics,base_freq,magnitudes,instruments
9,2.5146846648189602,"[ 0.04990385 -0.22210939  1.12051995  0.47404875 -0.2402224  -0.53861363
  0.7626359  -0.84930958 -1.24481265]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.995886498516166,0.5405801717023733
-2.990458331627067,0.7472742890936754
-2.9853353413441157,0.8960145550795676
-2.984700382729393,0.9182904998929317
-2.970693584946001,1.2459156791454487
-2.969330664273425,1.2903017753998174
-2.961890237922745,1.3512092768505137
-2.9397993103651694,1.2981615268432305
-2.9386490892638086,1.3068057432727598
-2.9326038430234345,1.1367904136926796
-2.9317176035240013,1.1350309245476962
-2.9273317245511503,1.0297155420096962
-2.9263355366640296,1.0327029720186849
-2.921375829921069,0.8821203381727554
-2.8908497517547107,-0.13385405417274038
-2.885760886467673,-0.3767426047365145
-2.878835987698175,-0.6010928652558415
-2.8776579572559315,-0.6204581933538305
-2.876038453887718,-0.6615827554412747
-2.8625648623320314,-1.143985614014568
-2.8596876250329264,-1.2308394969094238
-2.8450782413866613,-1.5598934347445992
-2.84268824273445,-1.612822842335138
-2.834115641144211,-1.725061419166975
-2.832441218253571,-1.7391399309278095
-2.831655641403316,-1.7651113580309472
-2.8290112096904227,-1.798946475066893
-2.825193124651049,-1.819356065307672
-2.815941202617208,-1.7672740480953495
-2.8157302353580853,-1.7687725035820607
-2.815648133808488,-1.773030357514794
-2.800439193225226,-1.5693127493436765
-2.7910431397529987,-1.3668979786683924
-2.7909019605123975,-1.3555947799160641
-2.790591532252885,-1.315234032880626
-2.784372759081424,-1.153953018711397
-2.784241550781818,-1.1326656375672284
-2.7822088119319535,-1.0860944007517281
-2.7816587820271086,-1.0519564364621314
-2.7758432664448955,-0.8666728782046113
-2.772951398670893,-0.7734711680225527
-2.7636899542782563,-0.3666688751865204
-2.7631153819961596,-0.3401601566477907
-2.7506630377002796,0.23767461254755753
-2.7348795886921367,0.9883740708117545
-2.704260471592031,2.3013815955214043
-2.7031853721629533,2.3587762400096963
-2.703009733499438,2.349067819273751
-2.69925301880739,2.4923082321327907
-2.6905850245915914,2.7658610021193644
-2.682540994360526,2.9358425238650705
-2.675515313375452,3.1470481412911346
-2.6613363565321935,3.352151163189965
-2.6558467920799655,3.4066677729620003
-2.6557178829361954,3.404439131259148
-2.6553409269513666,3.3640180863317934
-2.6440288548494015,3.4146462120577583
-2.6352634195729996,3.3837969072872194
-2.627106705909954,3.2917003977505574
