n_harmonics,base_freq,magnitudes,instruments
9,3.28424568434876,"[-0.3863864  -1.61562746  0.97333989 -0.06293243 -0.72110453 -1.15848049
  0.32179013  0.95456035 -0.69423747]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.997947136121211,2.620708275299891
-2.9932860087485533,2.3314633926656536
-2.991463676770403,2.208744117903788
-2.9910844598735613,2.185251072291684
-2.987889759959815,1.9672080993879364
-2.9837763313434875,1.6772669357308003
-2.9691952982338443,0.6485351440520636
-2.9689568260338546,0.6238096498354032
-2.9660528491084532,0.43293519586224566
-2.9609437577486535,0.09049620428032441
-2.9593635856120994,-0.0033034917041936535
-2.954625101304506,-0.30855765156769394
-2.9534152801449434,-0.3744797155287255
-2.9490905016061646,-0.6240631665094858
-2.947033715003171,-0.724908031413917
-2.9469205751153194,-0.7392067178608807
-2.9450902059951867,-0.8236085194593348
-2.9445033545899486,-0.8503027815134
-2.938159896449501,-1.1297152201503147
-2.9343274208475334,-1.2626940034544167
-2.9306372750025993,-1.375558031030038
-2.925435454777586,-1.5009903270428275
-2.9249098946803516,-1.5029593628067552
-2.921558236885537,-1.5582917682948998
-2.9021073153989283,-1.5351944664107655
-2.8868879940233168,-1.1450677792937878
-2.8834265562143737,-1.0164571413123882
-2.8796609650685863,-0.8874579903657169
-2.8791639970622436,-0.8646247697927637
-2.8710005321418652,-0.5356691286453091
-2.863226331769517,-0.17943633809763893
-2.8583840203712993,0.03474778563287101
-2.8561943669840044,0.13401910497679645
-2.8517171665352943,0.31097979039393875
-2.8423620013567588,0.6941412815663454
-2.817432225497629,1.4085770434200815
-2.7978171717808236,1.573582041354775
-2.7868957726955914,1.5323597438872605
-2.7820372870507657,1.493934454565169
-2.77930709230405,1.459777988902462
-2.7766264817580124,1.4287440550249
-2.7744110237500728,1.4080551734450721
-2.770718446340309,1.3472224433591256
-2.7698270838701724,1.3412978356643932
-2.7629054191859925,1.2364445573540677
-2.7613988102674014,1.2132009393871765
-2.7583735872682746,1.1844863391639255
-2.754839011263841,1.1306415993071492
-2.754534548789164,1.1257919013832303
-2.7401148240628688,0.9842153741440827
-2.739792319490081,0.9708944673348492
