n_harmonics,base_freq,magnitudes,instruments
7,1.993457617383266,"[ 4.94705066e-04  3.03917321e-01  5.80567595e-01  7.21106175e-01
 -1.66623080e-01 -6.53800457e-01 -5.95860924e-01]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.999292127800569,0.6864660455950015
-2.9949762948590823,0.8493510407204055
-2.9844278087074807,1.28433720876169
-2.9734423024391745,1.682273774999636
-2.966631469221081,1.9932480000474713
-2.965679421945071,1.9772987594833054
-2.9517313332266237,2.5865132858451854
-2.947343759158182,2.721268057274619
-2.935748610821408,3.167150767998434
-2.9309828373665363,3.3649746389076847
-2.929182411670509,3.404291817497988
-2.927722815531519,3.4604584533376674
-2.9256258209339925,3.524046980584681
-2.9178215123791444,3.841014185750991
-2.911877052184627,3.9616916537674456
-2.888485898632508,4.575558890961297
-2.8883712158421915,4.569724519090229
-2.8744210372024694,4.872744047154426
-2.8578622477903193,5.130893846866998
-2.8558364083110606,5.13932935654755
-2.8495887936466042,5.144794726199825
-2.8467246165965707,5.213726759032158
-2.8463771748642985,5.172756964510536
-2.8434159274391426,5.168021791287762
-2.8386031531621865,5.22597852606146
-2.837727766789558,5.217926296855915
-2.8296551167626673,5.187550447159748
-2.825923164181714,5.135545190901828
-2.8192568941224456,5.063009924837911
-2.8147742506160505,5.038552748888202
-2.801186252582099,4.884028568891325
-2.7920137782423096,4.7215814212388665
-2.78388599253214,4.594057739962903
-2.7800265646706013,4.422608530867889
-2.7742020144076123,4.283017811029199
-2.759709373395048,3.869053006243805
-2.753698516343343,3.728645932323538
-2.749654518023892,3.5815259106175263
-2.748348902862772,3.523689628072611
-2.7450857825219965,3.3582372043831374
-2.7429544065239617,3.3235667286347397
-2.738962307208401,3.191109808837202
-2.736866887981531,3.0770251349328945
-2.736575662763779,3.1206553854118475
-2.731382838369652,2.9093496090413615
-2.728531039288316,2.786644110639628
-2.703590644019453,1.8064423431674954
-2.703259153634457,1.8239939345996112
-2.7007927444040303,1.6730696199524087
-2.698406046925595,1.6705540376382535
-2.6942587010770236,1.4736956510439503
-2.6895820549671097,1.3046656726879673
-2.681277393571713,1.0022212767311671
-2.677279991657925,0.7844518348604811
-2.65773880590784,0.14727527053910697
-2.6513013162822423,-0.04987195344729522
-2.639447063645879,-0.4077688636533698
-2.631572541124414,-0.5426800823741974
-2.6262242375791423,-0.7319525746007869
-2.6219255656855616,-0.8210111681837156
-2.604491191325115,-1.0683058529417444
-2.6016065112504627,-1.1500723428101949
-2.5847260959986267,-1.321571804924204
-2.584397559087553,-1.3153805842475639
-2.583023759305537,-1.33287180610723
-2.5783616498909527,-1.36088582625791
-2.5776413889153114,-1.3252326858065693
-2.5701202326056567,-1.3426710756897762
-2.568621554923314,-1.390365110298485
