n_harmonics,base_freq,magnitudes,instruments
10,4.162490761573123,"[ 0.43815961  0.33353955  0.93563813  0.06045784  0.84701946 -1.22081282
 -1.29932755 -0.46320312 -1.34150429 -0.01434655]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.999067634005135,-1.3859422904211838
-2.9924897998233835,-1.5858184082273143
-2.986199256919138,-1.912535058934651
-2.9801989730562877,-2.2244566685778033
-2.977350069570097,-2.40790475179566
-2.9744074741461275,-2.5705937266460355
-2.972689540476547,-2.675023248695643
-2.968562931826737,-2.913001339306754
-2.961609293259281,-3.341413003501719
-2.9557115062052035,-3.6260859711350997
-2.95439784585335,-3.683289780679492
-2.950074585297367,-3.847919633722003
-2.9466674355346347,-3.917305986812757
-2.936976643815079,-3.996748672684749
-2.927839682673304,-3.7725638024848545
-2.92531182447554,-3.6382274360800304
-2.9237524716886654,-3.534706971161931
-2.9222769833406774,-3.4570069974889512
-2.9178543318880483,-3.171875657927013
-2.913255235471397,-2.7826744787666025
-2.906591396507777,-2.154914406936917
-2.904986604600995,-1.9625841642928537
-2.8971077894565163,-1.0678694598536522
-2.895033083076031,-0.822618768592105
-2.891520039935324,-0.3699475245752989
-2.889151714337366,-0.08015071491205754
-2.8868144429303744,0.18312533151792618
-2.880197609721993,0.9784296375387627
-2.867829558341481,2.3310380954211483
-2.8633721411119546,2.7241366360396064
-2.86046262902263,2.9566710022535254
-2.8592582299496314,3.0512719624242552
-2.8587363612027596,3.0637903998699803
-2.8393043690475652,3.878598255534102
-2.8267446246049444,3.7537761399778704
-2.8219772685883373,3.593161270922084
-2.811096320877961,3.1462607865758923
-2.8009097892419503,2.5909473531546787
-2.7996645943808964,2.5374908944809285
-2.797634586181398,2.41693989452129
-2.7968009977797736,2.3784870972005363
-2.789270851388454,2.010146172882099
-2.7887072070001326,2.0114756908629605
-2.767976376365996,1.3895153505110365
-2.7610342338998457,1.356700306257252
-2.7589485507911666,1.3794970921519247
-2.751978054275246,1.4542236917234972
-2.7507003898182805,1.4454170503506942
-2.750069155321256,1.4674625003738944
-2.7455509627817247,1.5648995065535451
-2.727213948650089,2.0661285950198836
-2.7220590914789042,2.2369060277057096
-2.7109460703592463,2.468133331312309
-2.701812965472202,2.5683056891375555
-2.7017785805165424,2.5905415581872018
-2.700559566778513,2.5967106515396012
-2.699376430360312,2.580819506831587
-2.693045660740691,2.5457403122019926
-2.6917818813127847,2.539754116113423
-2.6864235751043735,2.4557011329911607
-2.6863220093900178,2.4428821745955367
-2.6845031501978145,2.4060464659633425
-2.6746978894224185,2.088360414770174
-2.6657941469573623,1.7004467241710037
-2.6653730970875205,1.6992916233747126
-2.660772308297532,1.4758169290485683
-2.658758655090267,1.358942927737882
-2.649609012144793,0.8661251520950877
-2.649289524248889,0.8720886903436259
-2.643256800622706,0.5603501126441706
-2.6410376910909807,0.44907424936470797
-2.640935540354013,0.4305220513794181
-2.6403223780082534,0.4229153458263392
-2.63079822119107,0.0163251241117066
-2.6250169457620416,-0.21799232912068334
-2.6206520199488423,-0.3376692923985859
-2.6194175903857735,-0.37219109593711885
-2.61115032870382,-0.5244301084057967
-2.6086773010330253,-0.5194133805526122
-2.6066198046331768,-0.5536218469334416
-2.6061792299457376,-0.5564442917143648
-2.605171588011114,-0.5691139310708299
-2.6031627003026583,-0.5785789408462378
-2.6003717081211946,-0.5662478383287294
-2.5786420938321144,-0.21627858271795833
-2.5689944699468352,0.03914339243227648
-2.538211772263276,0.9699498735427929
-2.5381358829397263,0.9853767035782979
-2.5341599857069905,1.083344792409099
-2.523845248592248,1.3113862174880544
-2.5220781069971165,1.3250867334688943
-2.5166320923234133,1.3985872776804138
-2.5158604317641107,1.4400728028782899
-2.513455623642076,1.4848488603408638
-2.5082416800117437,1.5435870651485308
-2.5000717983749396,1.58132043278547
-2.4966109816571644,1.5850450647557879
-2.4896573195083,1.5754456821670164
-2.4814747889152784,1.5244106478474018
-2.4789742192310524,1.503959151428311
-2.4781917385076566,1.4946366939038134
-2.4636768602560783,1.2240138795868083
-2.4541845000386076,0.9507665627632264
-2.447433944039382,0.6838545927381378
-2.4430711084324965,0.5066303788663984
-2.4286077438171754,-0.25384843823497033
-2.4129080762957096,-1.1937795319401188
-2.4113836979840704,-1.2806597462589844
-2.4007497262409343,-1.9108880464984732
-2.3931774083934787,-2.3076359265389734
-2.386614226243351,-2.575007182984717
-2.3771134435616323,-2.860695466293652
-2.3756550062701844,-2.883947603845236
-2.3744411046942826,-2.893575423110437
-2.3735046272315126,-2.9219148740630456
-2.3700717802514166,-2.9478751128449
-2.3614067596538932,-2.851607773622748
-2.3593930203183744,-2.8162529478513867
-2.3549474589621826,-2.6503289405281283
-2.3473620537323914,-2.2998902322352843
-2.345689480158258,-2.1996533334520465
-2.3414026254852773,-1.9222135648236696
-2.326646383304266,-0.6221508127688303
-2.3255133919293662,-0.5005508378571033
