n_harmonics,base_freq,magnitudes,instruments
9,4.180448978562115,"[ 5.09738539e-01 -2.51832988e+00 -1.08231180e+00 -2.07884262e-03
 -1.72436071e+00  1.22895731e+00  1.87640919e+00  4.35336465e-01
  1.00078003e+00]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.990256364019144,2.7790844751104284
-2.989036573531812,2.7694696969684833
-2.9872956778436413,2.913632494802892
-2.9769364618378935,3.243501351329612
-2.9711767910734643,3.358123414842975
-2.9695955404997294,3.36804388496253
-2.9693298524146936,3.3564939296131864
-2.963991203848149,3.377140476928195
-2.9586398365976185,3.287648471019984
-2.9562547258953638,3.2755232547177227
-2.9456972709097258,2.867843742372576
-2.9425727921958673,2.7018308845767893
-2.942189299954663,2.6676695276583717
-2.939184362985935,2.4638678472429767
-2.9346315098684257,2.218046940969175
-2.9295318528155194,1.7768652085331924
-2.9243059940258367,1.4222109437405257
-2.9239362627595735,1.4111888138772135
-2.9108548072831315,0.3232150100676577
-2.9107898738635996,0.316512810992815
-2.9083130770823207,0.08906738716991591
-2.904888309729748,-0.08542395617631583
-2.9030623277521945,-0.2597377476765102
-2.897502038275017,-0.5942617155979326
-2.8957737510171038,-0.7368411869933262
-2.8931728616879564,-0.86994456692323
-2.8814280970750823,-1.3364641655481864
-2.869000508844386,-1.4387813395127635
-2.8664038434333063,-1.4161511800865305
-2.8663182454959273,-1.4172165651045359
-2.858989359946375,-1.2491459127689912
-2.8521888643055444,-0.968570849334087
-2.8472571017178554,-0.6633951301341737
-2.846627548416456,-0.6381119475688678
-2.845935739709367,-0.6027356402610509
-2.837652084092946,-0.03751101806023649
-2.836283582249841,0.09059885728165445
-2.83302506847416,0.3341142225256576
-2.822056510079465,1.1633511566598078
-2.810057632678517,1.9870164672152582
-2.803048759847754,2.4047171388365567
-2.798614834983397,2.618061413481809
-2.791465566267722,2.862850737039462
-2.7912338358790323,2.8326485213984594
-2.7911881574780883,2.865220568453835
-2.788792266528443,2.8983372246990284
-2.7737667058728976,2.8804637866398504
-2.7618277050421014,2.4479626685968534
-2.752439951134905,1.8976656365240854
-2.723320506110461,-0.20104472071489515
-2.714665477251156,-0.7200262763632046
-2.709570951457927,-0.9269079875086665
-2.7053071616845585,-1.08509208584398
-2.6969525715151126,-1.3247097229276334
-2.695333877567925,-1.3423853418664475
-2.6866198845514555,-1.3515912255985645
-2.667272869390654,-0.6799603162587489
-2.6349550083979247,1.167964957442835
-2.629754709911075,1.4236804069448386
-2.6284305105316035,1.547024834791423
-2.6273580100850085,1.5597934261033382
-2.6229830590503025,1.7281046320624887
-2.619750947836976,1.8383271525294624
-2.6104049236901905,2.085316585930701
-2.6090990407650896,2.0886427233036127
-2.6025725602392358,2.115487811356536
-2.5892482587895183,1.9685405045451
-2.5864193353089076,1.8790421829889752
-2.5810475877931536,1.7406597726733983
-2.5742061697185035,1.4982018849935002
