n_harmonics,base_freq,magnitudes,instruments
9,2.231028567368307,"[-0.32695066 -0.54258762 -1.36894486 -2.32667684  1.65843017 -1.20186031
 -0.43452044 -1.0006993  -0.44199308]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9996438828339707,1.5569641009395405
-2.9976267551459577,1.5138956461965798
-2.993931292464685,1.4012895450369829
-2.991359880052583,1.3562379593938327
-2.986913034194546,1.2373887738939573
-2.9846026396185863,1.1491114940545923
-2.9829431358301273,1.0636188544408394
-2.9814985634583575,1.087903041580957
-2.959270886215111,0.3919785618693095
-2.9537861245489676,0.22442782264616676
-2.9415241644548473,-0.1887944838128148
-2.938977594524287,-0.22926831683118767
-2.9302228928198666,-0.47758081190669477
-2.930171830868459,-0.537378999231115
-2.9241093552211987,-0.6697304688000272
-2.924086586786954,-0.6641460232109463
-2.9180160448718846,-0.8396294256508869
-2.915773439419336,-0.9063714254335441
-2.911855138060551,-1.0284519036683057
-2.910819010659719,-1.0822651113818265
-2.90618963652724,-1.2148062524520393
-2.9002234248545284,-1.3708895043366953
-2.8896301419105344,-1.6332005590324659
-2.874578927778513,-2.0595954682855013
-2.8719897287312572,-2.0903775570934386
-2.867707815963389,-2.207006885386243
-2.8673166882458165,-2.227929237970328
-2.865731612360472,-2.2430416472835537
-2.8643453568339066,-2.2953182013842883
-2.86433516065671,-2.281145759736332
-2.862263951569844,-2.3266824677650004
-2.861820667022222,-2.342703332871973
-2.8471639408220852,-2.6733389120461903
-2.846741526003563,-2.65900613518445
-2.8369585397642982,-2.9006226320271935
-2.832569558660488,-2.967033216082667
-2.8319547409944974,-2.958073699347046
-2.8120558924481704,-3.3029150509703604
-2.8025840492707843,-3.470056737068276
-2.8008689779555827,-3.5108781837828444
-2.798176579156711,-3.521862215623955
-2.797544396191653,-3.5140770300233504
-2.7909647271095057,-3.6433172695769724
-2.7881013875656073,-3.6814985358686174
-2.779914987174477,-3.7546779898153613
-2.7565654375467084,-3.905396563472816
-2.7403876334595836,-3.921464416497522
-2.738998087221539,-3.895095390682255
-2.7337892199245006,-3.8803483891926196
-2.727624242313528,-3.8648803152106854
-2.7127947414133526,-3.7442447628801303
-2.707260216800085,-3.6617252125752304
-2.7031668110637765,-3.6203040995327065
-2.6844809743761524,-3.288976041120028
