n_harmonics,base_freq,magnitudes,instruments
7,1.0574154552164536,"[-0.92625627 -0.36787602  1.569387    1.26419779  1.63455603 -0.41506195
 -1.17889691]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9933003388744512,1.8842952190375093
-2.9928564385473893,1.9892927430621086
-2.9905054709854175,1.963986966262967
-2.98942201776702,1.89405549633146
-2.9843809449695264,1.9107058623630624
-2.9778747758221984,1.8656596413128508
-2.9630439179736565,1.806024859156022
-2.9578214418387385,1.7843955566834997
-2.95677592172572,1.7866261233306227
-2.9533831223189235,1.7338061434508323
-2.952773086525549,1.7352227211136002
-2.93648344273835,1.7208638614201286
-2.9335703871513195,1.6799488666110889
-2.9190171008686128,1.6205280015520849
-2.9130749782094805,1.6029623562519577
-2.906273954574959,1.5666419233611502
-2.9012841050651605,1.5264668509647814
-2.885821877625026,1.4153535564950346
-2.882725414065166,1.4472662412212451
-2.8797512656769673,1.395492711774425
-2.8716916728001953,1.3573678648326488
-2.86553476702808,1.3330829211257402
-2.8598307828339005,1.3188892912149814
-2.8520093772665702,1.2995708321825334
-2.8501923046268525,1.2928708198203622
-2.8466292001873077,1.3149626339763563
-2.8131757521672514,1.0846325740037523
-2.806561561572479,1.1197299192461228
-2.8039335575392363,1.0705275633877462
-2.7983496905522287,1.0552507913793197
-2.7957790508973472,0.9893323599025156
-2.7953596483798178,1.0120588340111656
-2.784268503345711,0.9425035833294746
-2.783645267510165,0.9431630612491559
-2.7818032522633738,1.0012245698967064
-2.7817940542884827,0.9905034030495528
-2.7690989017172356,0.866626087797152
-2.7520697415683015,0.796042292750333
-2.7435767302929515,0.7822638658605245
-2.743309016605575,0.783115443266973
-2.7252605250944053,0.6939560218145945
-2.720354547974958,0.7030461698943131
-2.716203524765273,0.6222477725254508
-2.7115115414335555,0.6375587888955413
-2.705289391884222,0.59137446433431
-2.6966763675794057,0.5398052040823442
-2.6914627355141247,0.4883212333708383
-2.666789659995385,0.30773529247209813
-2.656451131188754,0.3064184206888984
-2.650131860328516,0.29826697197324736
-2.6422894204929563,0.21194229090825484
-2.6410331104532165,0.1831956619595435
-2.639600421933782,0.21761301986655623
-2.6386704567181183,0.11160122758112587
-2.6336980724474133,0.14103959808576166
-2.632184847628259,0.13930577039589137
-2.6318361664151144,0.11025698295755085
