n_harmonics,base_freq,magnitudes,instruments
8,3.126602560671964,"[-0.00421956 -0.14381914  0.08112672 -0.97938969  1.68214517  0.58054866
  0.73238919  0.46288937]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.994579982201086,2.207629086333954
-2.990618468390898,2.338744639278364
-2.9831058139772324,2.634481104528088
-2.9806897503411536,2.7267803722028354
-2.977855251381488,2.7777110314847815
-2.9699647571133454,2.975977570101855
-2.9655403587460425,3.0610151369656093
-2.9567908078351746,3.150457898386536
-2.946415068847802,3.178963203427013
-2.9457855602024825,3.1957652946868036
-2.939453673006489,3.1737892387548183
-2.9371610716530414,3.0886391621358773
-2.921296350455658,2.697334691682282
-2.919916366441546,2.604131538046831
-2.9182911861123824,2.5705455914827007
-2.9078055124686863,2.0654084922435514
-2.8657752796431115,-1.0008430657290608
-2.862546667270726,-1.2478593636477793
-2.842298861869578,-2.9030287575841442
-2.826776617919173,-4.034767921478036
-2.8224063327394697,-4.319315875706225
-2.821207564731605,-4.375668494192591
-2.818981687253502,-4.511587500107787
-2.8019065395619274,-5.261096992787287
-2.797969406143105,-5.375106950615784
-2.7898074458808972,-5.523601535130957
-2.7890121600298996,-5.533260410723449
-2.7884059240555334,-5.600676384987559
-2.7844307213337953,-5.616849972157258
-2.7803403467667738,-5.636100444621384
-2.778691852010196,-5.608530615949024
-2.7701914028378534,-5.549624093536353
-2.752870314566742,-5.016372514947703
-2.7466687173248205,-4.752717435143665
-2.7452321080693043,-4.621072812190031
-2.7446339997476934,-4.625937807354337
-2.7441890107832414,-4.613597558891618
-2.7388180036198917,-4.326069705336281
-2.730310848978913,-3.809627533010026
-2.718268748189594,-2.9838931847610963
-2.6960902768066344,-1.353853625254933
-2.695472381804895,-1.3037533604704492
-2.6933702835356437,-1.1527847909791098
-2.6809224887377185,-0.3471493839345561
-2.677791031662086,-0.12751019008594874
-2.675003048700387,0.03747362420480839
-2.6670022491793115,0.47746688387684005
-2.6664160502831913,0.4864889042997233
-2.6647725612353437,0.6034726700216181
-2.652880970075247,1.1233302074801743
