n_harmonics,base_freq,magnitudes,instruments
7,4.040087711763379,"[ 0.87954891  0.99452502 -1.10331323  0.24676951  1.01865004  0.94754211
 -0.368651  ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.991813107510028,-3.999567168558817
-2.9915353978410972,-4.061005464093233
-2.9899746433142766,-4.072430341391353
-2.986199905966047,-4.088739243796105
-2.9817747352557507,-4.024686856781558
-2.9810882017590306,-4.091745420840564
-2.9803719654851593,-4.075867465293314
-2.957326658600832,-3.5884502416213993
-2.9525193500786933,-3.4928481222438266
-2.951510315196174,-3.3658110671229697
-2.946337584527736,-3.132605398191843
-2.9463350558225505,-3.1568425724044027
-2.9340628297464564,-2.551837876855972
-2.9226536671110543,-1.806669869557906
-2.9213871802477662,-1.776513156330598
-2.9062169578044683,-0.7903447856461325
-2.9061630633868702,-0.7576764928555502
-2.905660461583645,-0.7307774390946853
-2.892246756099584,0.10639529283138413
-2.8894391630117404,0.2703611178776515
-2.8792055937837393,0.8066771964805177
-2.8782176060569964,0.8553602488739502
-2.8722139574701684,1.1372268014970968
-2.859380867185952,1.4441951795747276
-2.8523328276246835,1.5088593311751877
-2.851935484035314,1.5588229598350387
-2.8390715105993554,1.5112802017677056
-2.8390239198547786,1.5307502399142656
-2.828482545593335,1.2894915483955132
-2.8231174045417746,1.145809704070282
-2.817194192444136,0.8939277675916558
-2.7927002083967656,-0.37250782396710624
-2.788984943829561,-0.574245269163257
-2.7813784853768997,-1.054255968891961
-2.779156970036915,-1.2063760093134157
-2.7666962323968503,-1.8400677993171735
-2.7585974372632815,-2.2160711300762292
-2.7569476451899853,-2.249059785089103
-2.755713987473299,-2.3259305006501085
-2.752332506822367,-2.398443210865961
-2.735101347705463,-2.7891028366335133
-2.7140009218804853,-2.5595681343591554
-2.7130544166406385,-2.524548205093243
-2.700212760991299,-2.0802340150116905
-2.693774642186824,-1.7366890688900574
-2.6854275971213086,-1.2334040924430232
-2.6833609601999995,-1.0915603621133896
-2.675750443704314,-0.5892958364565067
-2.66025103499513,0.554882548399589
-2.6586209350538734,0.6143985550044184
-2.64627003780887,1.4848297023412043
-2.6405367036746643,1.8394003372458116
-2.618112528860043,2.7641831450906036
-2.61400982601862,2.8541398440108026
-2.607710743505426,2.916522738974291
-2.602802685594142,2.949182795729442
-2.601508948672879,2.9855354241888947
-2.5852572458099528,2.6945623677766584
-2.5817961233236995,2.5446766685582523
-2.5816340589492226,2.6087674989805465
-2.5808700603724817,2.5452168723208994
-2.575419310240574,2.3550232734477983
-2.5698070813230656,2.0949364502429777
-2.567020355796973,2.004673575107339
-2.5637743282545644,1.7779659635361083
-2.5533038750433334,1.158244913555217
-2.552903511917017,1.123007741387948
-2.5457403927635234,0.6329792717119282
-2.5414408953797416,0.323893540739994
-2.5229618883230387,-0.8504748946871106
