n_harmonics,base_freq,magnitudes,instruments
8,2.8158613668884134,"[-0.09042031  0.21715638  0.95169588 -0.38449735 -1.43083988  1.34437854
  0.87595777  0.55952578]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.995798309172521,0.47121222604110247
-2.9941763948788847,0.45285007145625894
-2.9902446131383282,0.4544159489209252
-2.9797571034808947,0.30820032216640453
-2.978259844684392,0.40782988764863715
-2.9770289514985238,0.37408937808723836
-2.9683259241390134,0.31707675992353246
-2.9642264984252433,0.26120103717216436
-2.9444706229236353,0.31334091035325023
-2.931493620759579,0.3796630902402058
-2.920681021542528,0.38354654302820196
-2.915094311449219,0.4209889997476426
-2.9051069349686216,0.4626578094497056
-2.903600008778354,0.49190864825925446
-2.902740726823011,0.5073811159775277
-2.9010316574563086,0.4725100455418363
-2.892951977943432,0.5082914646366425
-2.882929631856989,0.5297199542375376
-2.875995289580402,0.576285071929636
-2.8727801931103913,0.5637051772222196
-2.872626139871021,0.5602914393223194
-2.870632460990392,0.5638676327739958
-2.8574604160203716,0.36892227502398894
-2.848584914666283,0.2869829046000979
-2.845836405238922,0.2062923490977131
-2.8425909014726214,0.15436240878737809
-2.8308888081886945,-0.1283115898190298
-2.817304976151078,-0.5502507197326281
-2.8114383080494596,-0.7662124294895445
-2.792771595256504,-1.4760481667348042
-2.7918598268359274,-1.5729864316832431
-2.7805839980031815,-2.0180708490177355
-2.7723623465515392,-2.486150324040546
-2.7667723820395644,-2.6223839867903003
-2.756120913853813,-3.0997519589710696
-2.753359955516994,-3.261521174520611
-2.749698550625798,-3.3958047791533064
-2.749037038608545,-3.3671041846645586
-2.737922116426188,-3.750343479289715
-2.735799136650504,-3.8306425186784487
-2.73118586475673,-3.973813236338123
-2.7306356329730557,-3.9791180865899345
-2.721044445601278,-4.18091397561472
-2.7195615330600376,-4.197443012570895
-2.715451298768334,-4.249204447083493
-2.709638115221944,-4.375108382938437
-2.7029971861719666,-4.356042709141798
-2.6983419144250576,-4.3314044023848055
-2.694160207172331,-4.277979633290913
-2.6919030167396505,-4.300435786094925
-2.6876805635719077,-4.159966818548313
-2.680249411616056,-3.9765993674732694
-2.6760683765145803,-4.018030160100984
-2.6753367664521672,-3.856879919748007
-2.6744672509832355,-3.923848326863153
-2.6700621929719173,-3.6795923324201634
-2.658098721081041,-3.239205395312408
-2.652412218051178,-2.928625148577208
-2.650264987846759,-2.8334211407655383
-2.6417071131620276,-2.200943372047293
-2.6409368194604133,-2.212251515746797
-2.63160550431143,-1.6661368866041264
-2.625383967572936,-1.1428175205674869
-2.622636520999951,-0.8985308958734131
-2.6218677645972424,-0.9857780981940839
-2.596677970228041,0.8819258121364012
-2.587839439090466,1.5282782608290126
-2.5872125181572345,1.4592835855887503
-2.576773498221545,2.1706723230304386
-2.568523532841056,2.5865773433344996
-2.5641736530926895,2.80832420602479
-2.563142492070071,2.8894695955513243
-2.5551598466368803,3.231189076357957
-2.5403241352245587,3.613983210941137
-2.5345551990322086,3.743716823445323
-2.530711761459446,3.7749898122577563
-2.530542652233252,3.779336321331702
-2.5262938493817684,3.777330387158505
-2.5240464158905818,3.772818168643107
-2.5178248415144955,3.6827666220916355
-2.5115416192828626,3.622318853379526
-2.5048621497378507,3.48529130722992
-2.4933042142065327,3.1093997043198036
-2.4895330890713954,2.911778302799844
-2.488671400551378,2.8925901352594323
-2.4883540411412195,2.8382530957820165
-2.486251914390613,2.762264669952747
-2.4837794372883284,2.633932185997883
-2.479887587719573,2.444486081816327
-2.479790674679064,2.439644771719193
-2.4726490360190287,2.017276801151054
-2.4695898929047315,1.857912965969547
-2.46924793353653,1.7938575741844194
-2.468354278353682,1.78673162030962
-2.45681382772201,0.9822481649879582
-2.4555697448134945,0.9362250392167591
-2.4516892284415395,0.6258491408195067
-2.445072837886367,0.20543818225250343
-2.444670294956878,0.22862970129471435
-2.44263480538119,0.06155086529510742
-2.437664635673527,-0.23561671999194914
-2.431226622018672,-0.7560921266274249
-2.427533670938872,-0.9585433182643761
-2.4259693625217107,-1.130755465824019
-2.425409226848294,-1.1455986325111767
-2.4208265683573904,-1.428383736037964
-2.411818469530923,-1.9732879438568935
-2.3836225074795863,-3.191590924046833
-2.3824505855825846,-3.227571978731677
-2.3579478647854177,-3.6431113848189582
-2.3537988396287606,-3.660744645431775
-2.334730937122317,-3.4282830695289292
-2.3204536495583854,-3.0076092244469756
-2.3201864194967223,-3.0940581239206075
-2.319667165388039,-3.025463003608362
-2.314442337631728,-2.8791905366625112
-2.3117401341139154,-2.7848785282224715
-2.3089122486591256,-2.669090223905922
-2.306331130306607,-2.5811362949986965
