n_harmonics,base_freq,magnitudes,instruments
10,4.563797584758612,"[ 0.8709925   0.65833124 -0.76065095  0.97346583 -1.23163998 -0.21524333
 -0.37169691  0.0287774  -0.07993799 -1.16984463]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9992194187122108,-0.6798641256764202
-2.995219897177382,-0.21146741145650783
-2.994632549529495,-0.15147649082362438
-2.9918611366929837,0.18172505101883452
-2.984580611720748,1.0310808412343266
-2.9641137121903656,2.703040651163511
-2.960459428182495,2.8276767749212732
-2.9427775315639533,2.4328050564870614
-2.9405034489141757,2.270221078637964
-2.923474115862951,0.4428173467541688
-2.911005641365322,-1.1840022247775313
-2.907981350485339,-1.5575090375207798
-2.9033014681678484,-2.1159240488698265
-2.9012861519721813,-2.3278278690224554
-2.89734164888657,-2.717923675450475
-2.8923262620228796,-3.119402965821462
-2.887044613022937,-3.4182213085063924
-2.886272083571791,-3.464527576622723
-2.879873782346471,-3.585059362198435
-2.879770212102635,-3.5892119448344033
-2.8696209525561516,-3.3655551937794494
-2.8427725896180185,-0.6300876355574349
-2.835245339760033,0.3812019733112481
-2.830485307769735,1.000326188391946
-2.825219907220125,1.6442415292827255
-2.8246070459162596,1.7214290532126633
-2.816800297050329,2.5170642661094034
-2.8153590131012094,2.6459454376740332
-2.7993883736252445,3.4210521384484256
-2.795959095551548,3.4456322402646715
-2.7868376623997273,3.2307608629853
-2.781961634793321,3.0001871515618115
-2.773029500703092,2.3700154604144967
-2.770425095112908,2.1620903050999782
-2.7586963582354818,1.0914596369575038
-2.7551958706025115,0.7621642016564957
-2.744880954032414,-0.13761656372184294
-2.7384122355066918,-0.5978084844950053
-2.7376618859520923,-0.6484227884514546
-2.737615572509299,-0.649919592457224
-2.731856887859701,-0.9672345323596511
-2.727549880694899,-1.1613306729934552
-2.7267388601091698,-1.1903987461389318
-2.725336807662581,-1.238854758022417
-2.7207993061778035,-1.3597189308607485
-2.693596926152027,-1.232899602059611
-2.675670218845154,-0.9003984811979606
-2.6717960610583384,-0.8607188210428128
-2.6627508249769316,-0.8415427922543814
-2.6595015957113217,-0.8555944474805565
-2.649226704584485,-1.026293105392991
-2.646796082740373,-1.0848243461470417
-2.639461086273003,-1.285308070078966
-2.6343195394249297,-1.4609698941197915
-2.6273343221334344,-1.6893436789274234
-2.6245093177019543,-1.779519845314341
-2.621847636299747,-1.8601717386822398
-2.6122819996443924,-2.1170895885164254
-2.599402165274089,-2.282150088837104
-2.5953445893219556,-2.2930743838946666
-2.5952925814733687,-2.295073981256604
-2.5847908889498115,-2.216763588532494
-2.5639968978365504,-1.7668146627030392
-2.5618056926192456,-1.727332024560926
-2.552607727089816,-1.5366995665972827
-2.5439646666830944,-1.4195973839052
-2.5346175607874155,-1.3879073716573682
-2.5308331809618423,-1.3984560342025727
-2.5263396767819035,-1.4495322789295113
-2.525519516453403,-1.4618961304951776
-2.523476627916647,-1.4944277407960063
-2.515837984697325,-1.6449515416543476
-2.5126359779210654,-1.7158935878465245
-2.4975863060467813,-2.110474398920435
-2.4911613718493024,-2.24418130831292
-2.485599114857026,-2.3313835601265054
-2.4847253995078065,-2.3312358907820783
-2.483970532016232,-2.3332698018271025
-2.472885021874216,-2.3316760612077485
-2.472528714891224,-2.326311746621144
-2.466590392391991,-2.224550526488291
-2.4618733765024294,-2.082263085901803
-2.45535000381664,-1.831805049858097
-2.45381311737425,-1.7600087499393482
-2.448411464148294,-1.478774411869126
-2.447855113703361,-1.436159893344272
-2.4372807151260223,-0.7769303402361539
-2.4316803304487324,-0.3958995733110709
-2.429431949441536,-0.23997403684686627
-2.423444733708746,0.18870032100458933
-2.418887828414332,0.4687205147745924
-2.4168505088762133,0.6134290062249131
-2.411735542206807,0.9137157633242596
-2.408562259890683,1.073255577414936
-2.400518659261553,1.4356883260827538
-2.3979215278855146,1.5183681747219013
-2.394837794401562,1.6061240841548157
-2.38225254013854,1.7574992395126134
-2.372730859450421,1.6689990992900097
-2.3720744951416775,1.6677924309479868
-2.362570630050058,1.4408043061053009
-2.3552194359218728,1.208957279753288
-2.3522139064017615,1.1063475931844553
-2.3495724852734345,1.0130958849731575
-2.3456033894817603,0.8710295803219956
-2.3455828504218226,0.8720680461404482
-2.340124929393757,0.6808181824348981
-2.3268216556404955,0.2914264460303616
-2.320617786757353,0.14885457069563582
-2.317757599772346,0.09915313764029005
-2.315584985882899,0.059714032171609324
-2.3055546974827212,-0.05319050388056977
-2.304702565064125,-0.0629244730619997
-2.2999074558008203,-0.09600116263246708
-2.2900860524479905,-0.12671437294919202
-2.2874104374688953,-0.14057440239824132
-2.2744900660162672,-0.1639698350339518
-2.260322288422438,-0.2429614969461916
-2.24814606083718,-0.32655995674731386
-2.244539318535378,-0.35040981228855655
-2.233921501110273,-0.39957327286203276
-2.222099114866809,-0.3711226411115499
-2.2091256474210588,-0.18282896147114186
-2.199352934015195,0.10128173407700927
-2.1991820593888636,0.09946765537583287
-2.183114285095045,0.7450678304594107
-2.1826628644798265,0.7655261559570289
-2.1784412718740933,0.9476751895704328
-2.1775921135549394,0.993105084590087
-2.1769824335584866,1.032632211659042
-2.1753282414013264,1.1040128885642266
-2.1742898955752548,1.151450871882155
-2.169414350860304,1.3630513702118707
-2.160171026275225,1.7267945692859716
