n_harmonics,base_freq,magnitudes,instruments
10,2.422341252235952,"[-1.5428022   0.4276406   0.39389529 -0.08225844 -0.09144182  1.85093774
 -0.26032362  0.32634969 -0.36875068  0.34223285]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9949474106554357,3.19756142960453
-2.986416411603577,3.167563954467188
-2.982667998964187,3.1323885081793903
-2.982084886120853,3.1267307888532274
-2.960611367156535,2.6840801247935984
-2.9583321998052616,2.618640690318716
-2.9577900627801816,2.6019922678949157
-2.950690042928003,2.3735452466748965
-2.9462145636419255,2.2176365083726908
-2.9416867540544014,2.0519629865886926
-2.94039826771312,2.001544231796203
-2.936997997719577,1.8704270758399841
-2.920077324248341,1.1998536704727512
-2.910741148805789,0.8349211391351646
-2.9099839884349636,0.8068718259562367
-2.9020134505413395,0.5146624365254344
-2.8970001029540517,0.346085020381899
-2.887061066147729,0.04760358703631751
-2.8817321730161276,-0.0873890370594348
-2.8741487845886997,-0.24594112300344018
-2.8654067504333236,-0.376877311502849
-2.8648683088219604,-0.38213495158307687
-2.8615393616735023,-0.4146717856030191
-2.8521226600945737,-0.45726325898138065
-2.8511881415442137,-0.45811769083764803
-2.8490435574678603,-0.4556210674706096
-2.8273982453254183,-0.23610200550091653
-2.81450749133791,0.05043763689866765
-2.8122174842194614,0.10968484540914168
-2.808163645335413,0.2248673129305777
-2.806798373796427,0.26510485990468924
-2.801781841541387,0.41882624759924586
-2.8013026325828982,0.4342247095616307
-2.800903713016486,0.44565023697672135
-2.797596760389375,0.5539153429189146
-2.797469802168068,0.558373974356177
-2.783653176805438,1.0364365430272071
-2.7791163248897317,1.198851303659498
-2.776405490406275,1.2961540033037824
-2.7724881954165643,1.437144700121858
-2.766124875847034,1.660793571950021
-2.763263965426679,1.761400303936074
-2.7469014955207873,2.2821530858777614
-2.7448379447920734,2.3423681065066164
-2.7431839726839087,2.387498031244995
-2.7399317551570688,2.4739829998420824
-2.712553949132925,2.973443006920462
-2.7032784698889936,3.039236608521971
-2.6991652780480733,3.051789467298106
-2.686164751009607,3.0180942377245317
-2.684049774230928,3.0034662385421007
-2.6777871725235918,2.9412743385254565
-2.6768556185310124,2.930577810149038
-2.6737492587512186,2.8924062357454288
-2.6710816175487073,2.854331989099871
-2.66528360624772,2.7595887321150743
-2.6576424003913273,2.6105878114884287
-2.649953406468687,2.437930920445132
-2.6468630507594058,2.3608462556224397
-2.6410679165340083,2.2095913582875015
-2.63403223340951,2.0148642903417566
-2.631501087932614,1.9423170857656957
-2.6256293322348023,1.7674503301827649
-2.6164859794216953,1.4881486456908917
-2.614719735087875,1.4345656170714438
-2.6137845587208046,1.4040034770334955
-2.593511502413313,0.7670332014547386
-2.5903954987333924,0.6711103892319643
-2.5889112330220105,0.6257228270077005
-2.588367207475387,0.6093873394018644
-2.585500281251214,0.521510357425595
-2.582741450457718,0.43672853407393786
-2.5771652609498994,0.2703848837591527
-2.5652602318892503,-0.06984283160492291
-2.541160667253163,-0.6887656880843748
-2.5223668260006047,-1.0940197573945207
-2.5186248105487863,-1.165904860191534
-2.5084129707437404,-1.344905630928453
-2.5040000845126196,-1.4173545887725356
-2.494961308387731,-1.5466488516328643
-2.4677150254364704,-1.815687800074466
-2.463256332452752,-1.8380830473646337
-2.450227722143495,-1.8737806670807253
-2.4500843889361463,-1.8752203038611652
-2.4497564711063813,-1.8754586081754063
-2.4358153143233663,-1.8498069289505314
-2.4323766607215154,-1.833793938993784
-2.428921011415892,-1.814869984546567
-2.428184971388352,-1.8101029697503304
-2.427754906550197,-1.8065344619048518
-2.420261515914987,-1.7464721764458695
-2.40602802787539,-1.5794518331392469
-2.4038981114475373,-1.548454463633473
-2.4027994700041373,-1.5319450028319948
-2.3963111618221262,-1.4296905616724074
-2.3953985811127576,-1.414817525585457
-2.3849933775191925,-1.2243320980320713
-2.378688274374436,-1.0986503878544407
-2.3674996997708044,-0.8573186442163919
-2.3660290844635172,-0.8231043982648599
-2.350220502134343,-0.4687378937214479
-2.325344674834552,0.04062650400030773
-2.3239128301592613,0.06642659259163458
-2.3153809908931677,0.2006347731574875
-2.313966096954602,0.22155090588548934
-2.3136927798878135,0.22503150997684937
-2.302905038013157,0.3457883591085801
-2.297546682394742,0.38731686123855513
-2.296903473862395,0.38956632784988243
-2.296067244228226,0.39516464375804544
-2.293383532080551,0.4067837956900011
-2.2721091973063254,0.37242934638032144
-2.2597350220457164,0.23616604117612797
-2.2501168953412662,0.07953469800012632
