n_harmonics,base_freq,magnitudes,instruments
5,4.717138333964034,"[ 4.88136004e-01 -1.45073031e+00  1.89012567e-01 -4.18997110e-01
 -8.01258939e-04]",[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]
x,y
-2.996071668856073,-1.446527122695776
-2.995561784845,-1.4313939847923185
-2.9908295613590408,-1.340942749357181
-2.9869710588080496,-1.2558701940186785
-2.986086671891689,-1.2366645198564656
-2.977172536975813,-1.0575915176502428
-2.9742531179528857,-1.014918096968699
-2.9686726098222973,-0.90359251843246
-2.9680091291892747,-0.8941209899437802
-2.9672870587835396,-0.8858910177020732
-2.966675741459996,-0.8514900283872416
-2.9615014524140273,-0.7972443050535265
-2.961180289626814,-0.7805012646227295
-2.943882477389762,-0.576263015961107
-2.942765730973089,-0.5634040373911471
-2.9406408912452924,-0.5241003939906227
-2.917252036245224,-0.3117970181730137
-2.911183441165156,-0.28610016655730247
-2.9067361718539315,-0.23221497291961543
-2.9037390981408766,-0.20007774029349412
-2.9009688754524476,-0.16643963976331458
-2.8941840561591397,-0.11719476611833483
-2.886588632686915,-0.06523306646695826
-2.886345840319959,-0.04927826238592159
-2.8827631921713346,-0.023818980636106286
-2.879247567383163,0.01769316751600308
-2.8766368066545267,0.058367824479769195
-2.870935584716997,0.13087934502193016
-2.864122405276783,0.19235718185225906
-2.8610237990629783,0.25133078945045806
-2.854967268794147,0.3353858040302309
-2.854175354837606,0.32642986669478835
-2.835257756630847,0.6545098378362058
-2.835220778063537,0.6452538081441567
-2.833894157927464,0.6768308788288842
-2.8322315530127105,0.6989249597178531
-2.830855075276527,0.717388410278082
-2.8109646684821064,1.093098189870436
-2.795663063615046,1.374038159070908
-2.7854948519403324,1.5149609477487704
-2.771621357290706,1.7257292463497966
-2.763148746582102,1.8171423171984302
-2.759983396141151,1.8503515298228923
-2.7559044973648703,1.8668370611326626
-2.7375193872607726,1.8556435571255911
-2.733310929233439,1.8496999356177124
-2.730641138871094,1.8449074180144107
-2.7035302004068598,1.479884392327692
-2.701819332842011,1.4312919100525918
-2.701258132023877,1.433138907025312
-2.7009600473211157,1.4185470071900954
-2.6967419380148634,1.353533442466875
-2.6855738606728785,1.0814106671519117
-2.6819685600706005,0.9926630807833244
-2.6770570408312153,0.872085457914321
-2.675785160173467,0.8545551974956006
-2.67271802784105,0.7647055168264739
-2.667520746870821,0.6230166395725414
-2.6654315328826215,0.5604573878019363
-2.66479440014996,0.5759758173678265
-2.660782307662982,0.45339333251255504
-2.657232732637981,0.3921189152916047
-2.6526484673670567,0.23789214649598386
-2.6368338369862583,-0.13526869691147536
-2.6347297310393047,-0.16485802543598044
-2.6261295017175366,-0.3293291874246124
-2.6235642268180848,-0.3767088170724078
-2.62189353554143,-0.3907989540274113
-2.6212988094836405,-0.40857561596945086
-2.6191776102559237,-0.46270513542084674
-2.611542434604387,-0.542205602528452
-2.609247998002682,-0.5803299246965482
-2.6025019247151744,-0.6352714295341476
-2.594696647751248,-0.6731255672425777
-2.590257618285544,-0.6812465962311186
-2.5890031244382574,-0.702556767006679
-2.585433403628529,-0.6873760039934015
-2.5617716645929605,-0.5829359767474203
-2.5523335026132887,-0.4836336574950083
-2.552300651829464,-0.4854957233799382
-2.5504659078186083,-0.45333918697801684
-2.544549196506269,-0.38906504055961166
-2.501313997343605,0.17681692324843684
-2.4999362685343782,0.18541919562660264
-2.4971223721070377,0.2058975257143864
-2.490827438805982,0.25925846648942624
-2.4888382659470922,0.279873532083873
-2.484390204875721,0.26872347318715584
-2.480734693500301,0.30210841468791266
-2.47882936413604,0.31468965797939674
-2.4614322446233636,0.29481444064320067
-2.4510579680566047,0.2484027489728024
-2.422459708711624,-0.09167343074091222
-2.4144930113548466,-0.16383265949110298
-2.40713123799262,-0.26498156039351795
-2.4027298878741785,-0.3049819053965146
-2.397407247646568,-0.35339173813857183
-2.391145238632527,-0.414105612996418
-2.369452319021022,-0.45780602966321815
-2.3634380935303687,-0.44182854733798477
-2.3612041938994355,-0.4287650817558126
-2.3574114375015975,-0.39750117109876865
-2.3522691443989876,-0.34735402639527574
-2.3385228313951854,-0.10189150185352457
-2.3384028539885224,-0.1171440872628525
-2.338397583438285,-0.11105930187106186
-2.337305802866261,-0.08124134584418803
-2.3233325084158194,0.27254652260314005
-2.306468455016595,0.854447972380317
-2.3064081355616937,0.8519633626560768
-2.301970425937663,1.0300635499324526
-2.2971252648800182,1.2285439600765233
-2.294569711048119,1.31883149331161
-2.2895582592009855,1.525309876302714
-2.2865283556736182,1.6820298744745932
-2.2820561800215344,1.8512210558096354
-2.2665781422400695,2.481483179799461
-2.2597931087075915,2.75012435019212
-2.222503324950861,3.6793037891532263
-2.2204989848359458,3.697960683906796
-2.21910689815906,3.682537069227101
-2.2184518546045746,3.6905698970675687
-2.2110623039132067,3.7001699173246316
-2.2053533010701565,3.673013536212682
-2.2050459259972346,3.6935818059833476
-2.2047438276827656,3.660723784913826
-2.2022660795206814,3.6426207717443666
-2.1682985254568274,2.715484553776499
-2.163872769036751,2.495691569929634
-2.1630085172056464,2.457004187757729
-2.1589743116215407,2.276980197660821
-2.1479857702976206,1.6836109381946815
-2.138535684713012,1.1441567667737202
-2.1333844023010857,0.8258143497936665
-2.129489611791649,0.603097055045385
-2.1285600250256027,0.5420646782233391
-2.1033189289250984,-0.9110784692546833
-2.0904349810670357,-1.5235055543890461
-2.087278766102444,-1.6777425633552623
-2.0729339170001237,-2.194798519528482
-2.069680940040542,-2.3057877677213754
-2.0625660738474796,-2.466452258451142
-2.051018545861969,-2.602263759855214
-2.0499353964150933,-2.6034318501096942
-2.042132877153406,-2.5967778029559443
-2.041906862750297,-2.6193020101979037
-2.0330763607382893,-2.5568157435757435
-2.032816948184932,-2.5631372183425722
-2.012923527458157,-2.136583949520488
-2.0119597604656736,-2.1156033436991573
-2.0093887004898328,-2.0514630931129982
-2.0087164531900426,-2.0287534727171344
