n_harmonics,base_freq,magnitudes,instruments
10,4.670395289905997,"[ 0.47103114 -0.06584577 -0.10025595 -0.81745669  0.32089026  0.01095675
 -1.77721461 -0.33718716  0.86712606  0.32680809]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.999932303007536,-1.1138217814066098
-2.9985395538522406,-1.241340467476898
-2.9955323400608647,-1.5737758845217675
-2.9881218977806343,-2.102341606575775
-2.984866360785624,-2.205312739693038
-2.9701249759277926,-2.0600498798078406
-2.97000062204555,-2.046253296342091
-2.9616212454872928,-1.3698429429214571
-2.9603232758990536,-1.2260364890082431
-2.9579350606479275,-0.9622625880337546
-2.948927246259255,0.1403966082418046
-2.948233142411021,0.23460121387159832
-2.9471738339430487,0.388653375693778
-2.939878152682457,1.492449368561167
-2.928087830255438,3.090802495050759
-2.9235366287691322,3.617525200681629
-2.9143928469411375,4.465156517109732
-2.9116408022735136,4.670873379118974
-2.8947934215557463,4.805493704236175
-2.892941954525404,4.674478287213509
-2.8892113167224127,4.49591157793867
-2.8870783507857896,4.351683343449576
-2.8838111204754626,4.1019452258173335
-2.8638759341167095,1.8100433935061564
-2.860834388156843,1.478195491833464
-2.85895518112125,1.1903757215723292
-2.8563645679180047,0.9091079214323504
-2.8557124666690417,0.7867185650461657
-2.8540137036629845,0.5939264492993557
-2.840636061971926,-0.7973753267793836
-2.8375303582973475,-1.0317805441688914
-2.83645731654336,-1.1787399455890442
-2.835628242607544,-1.1877061817840233
-2.829109638483636,-1.558054196069207
-2.826080863826596,-1.687793825331601
-2.815629883710709,-1.8582271808691933
-2.7984990147285167,-1.5041499614126077
-2.7939480100841028,-1.3585623187684814
-2.7821715089326196,-0.9033285775067423
-2.781346655802733,-0.9030942335078139
-2.774166743469409,-0.6931470211650077
-2.7724811461089827,-0.6580511770632188
-2.753970984562997,-0.39741002260681096
-2.7409760165287422,-0.529930510273975
-2.71823860881507,-0.9885826502702852
-2.714228583554391,-1.019337879187345
-2.6997769972983203,-0.9964686343723875
-2.693129415212647,-0.8742861958630889
-2.6835551276343814,-0.7187848213589317
-2.673785794449901,-0.37556687062871336
-2.6720490235277836,-0.2895436728865257
-2.6680167102256656,-0.16825734879465007
-2.664208414182598,0.0016920841491440963
-2.6606777185884187,-0.0007224691699797871
-2.636463491787027,0.14464405138838668
-2.6231424179756413,-0.1831616931632748
-2.616604754757544,-0.472257057673059
-2.6104584037396434,-0.7602130217171147
-2.601190448861968,-1.2584219303656556
-2.580768991575281,-2.2348591934968662
-2.572318402621818,-2.4560953811867705
-2.568824637553064,-2.5926020845138598
-2.5670204500945655,-2.6381727586260815
-2.5633795687055976,-2.6701505102406218
-2.5496185055095104,-2.6866567210253156
