n_harmonics,base_freq,magnitudes,instruments
9,2.6864256302436447,"[ 0.6760546  -1.2181209  -0.91783514  1.27543771 -0.76811433  0.28791673
  0.54003573 -0.54137505 -1.12160627]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9993586962294705,0.2749672154451871
-2.990225573974075,-0.11881792769342135
-2.987930682860238,-0.23637126669141614
-2.984788934713184,-0.35011417412204293
-2.9831282779925887,-0.36887389928342285
-2.9788148986975034,-0.6015077251190336
-2.975064888925494,-0.7460870486161012
-2.9735925092785664,-0.767398922821012
-2.9732340388622607,-0.7394917595733594
-2.94017230083019,-1.9242869871321224
-2.9396267819039665,-1.9346396558505539
-2.9254342815278847,-2.2588182292310552
-2.9245475122601388,-2.2312987630627523
-2.9222283192878447,-2.286045966608128
-2.909130122144901,-2.4464258060513444
-2.904040250513425,-2.515662601962915
-2.9006826798869905,-2.5060774630534253
-2.8848248886838075,-2.4781248783929315
-2.877228405527985,-2.455674905261339
-2.8749959009715225,-2.398202829635113
-2.87306516281227,-2.333296825230187
-2.868042007275796,-2.2788786028251935
-2.8642025955117725,-2.222754122541904
-2.862463278824417,-2.130112960962757
-2.861674598516679,-2.138267491165932
-2.8555166797136877,-2.041335293348472
-2.852309598752222,-1.97301200459602
-2.8487921119710693,-1.937490654731906
-2.8403145603327125,-1.7592809998405698
-2.839788037256422,-1.738096198293894
-2.836654711185584,-1.6457403083483237
-2.8288050201640726,-1.5281138311917453
-2.8275201447229588,-1.4304016379278477
-2.823913436693169,-1.3793448932840946
-2.823662984979844,-1.4065203314897403
-2.817995692629225,-1.3064214636785862
-2.8152291889945005,-1.2281568594834107
-2.814921740916892,-1.1959815304606125
-2.814036643569967,-1.2297813934948276
-2.808805271650324,-1.086273369329963
-2.8023956554314102,-1.0742249302830496
-2.800964992384971,-0.9921384159685293
-2.797102338629288,-0.9611858275650483
-2.7956767691695013,-0.9648521366554716
-2.7900518710087203,-0.9084526774372781
-2.787112648700572,-0.8725173030627126
-2.786195952684464,-0.9111283177120464
-2.77860729344998,-0.8254973962896219
-2.773116635016102,-0.8714526387041066
-2.767958444551322,-0.8167001924589795
-2.765847998488303,-0.8885571908304463
-2.7650722380620567,-0.8921211713202374
-2.7643732525148454,-0.8847928812307209
-2.7627221782492106,-0.9147660543949016
-2.728725372780074,-1.2375267300807422
-2.725617162948132,-1.3033788724396096
-2.717852492413715,-1.461328783991772
-2.7139424636158918,-1.4468133018479754
-2.7052345471069073,-1.5505594161693903
-2.7047858273067615,-1.6386285481043774
-2.687700617215888,-1.844464214383278
-2.686569107214389,-1.7734293576917761
-2.6844997998726488,-1.7631194582362428
-2.6765782712929607,-1.8260224168499581
-2.6757386677999433,-1.8875921157916256
-2.6737350723616835,-1.851165043633841
