n_harmonics,base_freq,magnitudes,instruments
10,3.399647732451124,"[ 0.43611076 -0.10376375 -0.81810958  0.37619343 -0.09440159 -1.75566278
 -0.26625346  0.013588   -0.87345984 -1.33642122]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.993453520242264,1.7245707564103676
-2.982092996332582,1.6903316683284206
-2.9773149522575615,1.671596297170531
-2.976675455039009,1.6641272483931269
-2.974314470579805,1.6583866304979042
-2.9742093583959672,1.65456120575641
-2.9665464599930664,1.6164107570716264
-2.964612174715245,1.6102952665586978
-2.9486501567182852,1.532794871565145
-2.941958643448902,1.507530350408721
-2.939352900022892,1.4969475874754457
-2.927060187175087,1.4650422059575408
-2.9193539389587633,1.4495450004561474
-2.9190215481713055,1.450333497116706
-2.9086121891318193,1.4555391796978971
-2.899984185092574,1.4653143813300926
-2.8969384177430295,1.4704888123298836
-2.889048585352909,1.4902476744456938
-2.886083653381881,1.4966351491194323
-2.8728405681464118,1.5081928430293887
-2.8711665976477834,1.5090301453599906
-2.8680722942338903,1.503976217650359
-2.867862428870123,1.504279970396047
-2.867509033537063,1.5008830979593977
-2.861530348086868,1.4788516529990503
-2.8601844899870255,1.4782302318566125
-2.8527502523627613,1.4223914132104962
-2.8525823833460433,1.4232448302602154
-2.8462560191473245,1.3504933620315127
-2.845862132678892,1.3467858788036022
-2.8434569460734958,1.3106190174469958
-2.8319216666031286,1.0849786411993634
-2.830276802370578,1.0374038723210552
-2.829629928518477,1.0199891987922551
-2.8184653487097853,0.6767635031407793
-2.8175938781857175,0.6458083960886855
-2.814964112135889,0.5469359104701657
-2.8109977017211083,0.3938117685104622
-2.7976464040982485,-0.21075386712605707
-2.792452071432165,-0.4706133045695434
-2.7919837744439695,-0.49661226044296264
-2.791438049821938,-0.5232106421224823
-2.781973972955122,-1.0079068900511032
-2.781067311358618,-1.0562505356372751
-2.776774797788417,-1.2761990203212266
-2.7651268624678793,-1.8300007239883413
-2.763078382232616,-1.9184447487589118
-2.7563755465983055,-2.1801467005607407
-2.7557411048715093,-2.2060725421374596
-2.754073697118427,-2.2563027358356664
-2.7463388210454123,-2.478770742706702
-2.732904727561014,-2.647500034385065
-2.721464409820335,-2.5364052774466184
-2.7178615749113795,-2.4593813239240463
-2.716863479137423,-2.4338601698827556
-2.715837635769822,-2.4047377335727793
-2.709160855996413,-2.167057256100518
-2.704187020042591,-1.94821128678894
-2.7038449704564123,-1.9271994151122278
-2.689421865253634,-1.0671433038389857
-2.680738783617865,-0.4476450421184834
-2.675456717803679,-0.050439420479618455
-2.672367075945792,0.1846560092534794
-2.6721604367444955,0.20264306216244504
-2.664352809240272,0.7904399005038042
-2.6595689498451076,1.1430277799843194
-2.6463378598026046,2.0128874072014176
-2.64075350923323,2.3103209899579444
