n_harmonics,base_freq,magnitudes,instruments
7,2.4142612399981234,"[ 0.98286012 -1.41590727  0.24748728  0.65900473  1.55037535 -0.20036343
  1.54978134]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9867729690945346,1.4933450542785984
-2.9857376417406574,1.4853325590727537
-2.9773313932351932,1.4971681126776728
-2.973766503440623,1.5007125373063126
-2.967229189204531,1.4983016741445092
-2.9663713290448612,1.5141434301646466
-2.9451989247619013,1.562310569702537
-2.926558601850318,1.5848821951366892
-2.919194407017781,1.5787488758649102
-2.912763614210161,1.5799002319033653
-2.9057532128284813,1.5776981557710497
-2.901066967642774,1.5746827165697224
-2.8957036333067463,1.5420058225858557
-2.895614356244137,1.5777780980476062
-2.880089870574602,1.5301437076520619
-2.877009727814839,1.5068240939607884
-2.873110260116926,1.5308949401294596
-2.872029560179681,1.4850861384547538
-2.8706469196165423,1.497163092340696
-2.8570058078489646,1.4435698620370598
-2.853724327142648,1.420946732097726
-2.851260140415532,1.4029183576435182
-2.8495253817861643,1.4044147632946056
-2.82996936768022,1.2669254395850027
-2.8290694034394237,1.269281345693163
-2.826880362504335,1.257565950040888
-2.8260690802741,1.2067272399818172
-2.82263717454735,1.1602860051751107
-2.8216484210038404,1.1783091192004829
-2.8166801806250312,1.1361903222143412
-2.814132941981841,1.139585633773916
-2.8041648235313428,1.030358440276564
-2.7967736102447063,0.9503941908354755
-2.7898870694326696,0.9113850687284041
-2.7887313709681347,0.9027617597944487
-2.787670353670113,0.900132522328722
-2.787029242239765,0.9119695865820849
-2.777134580845976,0.8080218197318394
-2.774619899425245,0.8115798181751079
-2.7680390003747037,0.7423788649600909
-2.7595012549354627,0.6751192655932412
-2.7585170579817655,0.6988332003158317
-2.7523942338824505,0.6821108921266685
-2.7514569831822184,0.667748593829244
-2.738052183558934,0.6061642137582406
-2.7376871799007017,0.5930195666671163
-2.734540631763716,0.6134493889093068
-2.7298757260204205,0.5811124161644039
-2.724556952147992,0.6014903279151722
-2.724048764063704,0.5785192989280973
-2.7096468586356437,0.5950091952105658
-2.7050226284580896,0.6153672620746897
-2.6972491552612414,0.6516914761717991
-2.695472208574486,0.6799079895423232
-2.6872704850676747,0.6903931025547219
-2.6853768853010562,0.7037060169544329
-2.6578814998054514,0.970895899328291
-2.657029754287091,0.9888910733161972
-2.6522314315381434,1.0232244725170698
-2.6517848610422137,1.0481957847720833
-2.64885640611836,1.0774610966170404
-2.6386600215625973,1.2146184715679575
-2.6301475154765726,1.3335681722198534
-2.6270535460342197,1.345714137774316
-2.6175611704400588,1.4662082407334025
-2.6157712146884533,1.5085187560592652
-2.6106249415250993,1.589401423478981
-2.6048167474571913,1.641019706290099
-2.603984546297013,1.671180495191206
-2.6018724383561347,1.6797114205550039
-2.599130065334904,1.6958027898810089
-2.5678872825780257,1.9771303640068705
-2.567757364000399,1.9758425160892303
-2.563391648962989,1.9893699463391745
-2.536193556056102,1.9591940037553934
-2.535621724519686,1.9258648072690863
-2.5314539341239826,1.8905229542148698
-2.528567524675723,1.8888147007357527
-2.513895695691619,1.7202956984962794
-2.5071925744928576,1.598992838837653
-2.505668840907255,1.5435799308248361
-2.5045529735360264,1.5172190813577926
-2.5030108876632737,1.5017016842162771
-2.4923938826872387,1.2603384359740348
-2.4872838606573113,1.1310331066586168
-2.463340499551584,0.4018217436018413
-2.4525337865973906,0.011937070425635165
-2.449731878363604,-0.06919585179788211
-2.447771118671376,-0.18641645646885435
-2.447178262775396,-0.1939313448907363
-2.445707680987296,-0.24974389180625794
-2.4292895064376507,-0.9091240810713975
-2.4185599436972725,-1.354604543455192
-2.4067612705112893,-1.897548121160477
-2.4062612192414914,-1.8502253814816085
-2.404373413784025,-1.9805488729270384
-2.395496037819968,-2.30448059888418
-2.3901464592508757,-2.550578007896972
-2.3895962164560984,-2.5510610616416476
