n_harmonics,base_freq,magnitudes,instruments
8,1.080189012818345,"[ 0.12434271 -0.7599629   0.80775592  0.74554575  0.26496991 -0.55916435
  1.35741668 -0.69522367]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9985667498573987,-1.4821363837319639
-2.9975538481367012,-1.4914007456680074
-2.9972286968898727,-1.479426859470293
-2.9952383069387376,-1.4456550489240834
-2.9917521810253915,-1.435102240758023
-2.9862465224767787,-1.3971309998575265
-2.985016747803882,-1.3989311363216776
-2.9753893559263096,-1.4031838655366249
-2.97420827119526,-1.3754052394278222
-2.967118063383955,-1.3528360575481935
-2.9632903350505173,-1.3059310009450207
-2.96242146988168,-1.3629422834832643
-2.9615441659965356,-1.3074018463207093
-2.949121738832611,-1.3192926983591582
-2.939329748559916,-1.269890823561029
-2.931331404785648,-1.2625978679292815
-2.9277289554194112,-1.2557867134533613
-2.9245775776082814,-1.2650247556422236
-2.911990672365782,-1.2109225616662218
-2.8993348043104286,-1.2387647319716133
-2.892820999118305,-1.2138261165218962
-2.888212887274572,-1.2271364928384358
-2.8821012515835065,-1.2235693323117498
-2.86496263082287,-1.1642972347533922
-2.8608898046281377,-1.1914725465820257
-2.859402361589017,-1.1586954748402145
-2.8579998794035113,-1.1873816764452936
-2.856929421164248,-1.22463914067734
-2.848533269747281,-1.1397404717330353
-2.8443042023193903,-1.0953708915008538
-2.839543014026932,-1.1138938432086076
-2.8318270769203773,-1.1414517093110215
-2.8307830319754252,-1.1194219201653282
-2.8304521644573484,-1.1514261639025372
-2.8231672429030166,-1.0470850748818037
-2.7998074299770237,-0.9945757344422517
-2.7967253991309495,-0.9704674608881524
-2.7907265551230402,-0.9248183549892147
-2.7903432844744565,-0.9540613142801648
-2.781483273432264,-0.8574722865149939
-2.775577041301946,-0.8682080949355956
-2.7701169510977603,-0.8426862902889106
-2.764040004010694,-0.8127273549255297
-2.7555287007375022,-0.7446123080543351
-2.753275135647576,-0.7397165478307449
-2.743315298498654,-0.6393031746150702
-2.72810259360629,-0.529884527485596
-2.7223007740055394,-0.4983915528138076
-2.7188301251597666,-0.4513689456664263
-2.7145807833962845,-0.4064559209725974
-2.7139464776736513,-0.3954572783536996
-2.7099261119684863,-0.35195986646047095
-2.7075250714087473,-0.3782944046275422
-2.705362875477296,-0.3699890240685253
-2.7021157184814495,-0.3009770683278097
-2.686098005210308,-0.14237600998993316
-2.683089642231013,-0.08926980742266785
-2.6773890021548903,-0.03643161662726606
-2.677273027518696,-0.028989987843164883
-2.6705908252400414,0.021663574525889354
-2.6667955799237997,0.05159471042998604
-2.6654215665316987,0.12563355916731597
-2.6642239073672993,0.15537037930402317
-2.6550720236061705,0.28162945897215363
-2.6534285840760754,0.2082067226857885
-2.6500226607845256,0.3190341871731205
-2.6414029811156388,0.39406100075735373
-2.6370934270800763,0.4218909991918831
-2.6362753835920447,0.524088172980258
-2.6341652955106007,0.5049163350079721
-2.633830080995078,0.5099102214726192
-2.6320389330944813,0.5374774226647828
-2.616682654618809,0.7848575031631331
-2.609657365842308,0.8857462024120195
-2.602646980375593,0.8805561405931924
-2.600952185530609,1.0155729171021906
-2.5925888838112403,1.0598252281428726
-2.5729956537540826,1.356288811301
-2.5700782114090144,1.3579587588442914
-2.5467640637319073,1.769874672585101
-2.5457883284298477,1.7699201704040264
-2.5409896594103074,1.845970025465171
-2.533055063281222,1.8706863015816582
-2.5267135417263065,2.0407505235015138
-2.5229738267395923,2.0256164551420754
