n_harmonics,base_freq,magnitudes,instruments
8,2.046628133951428,"[-1.41119746 -0.64780551 -1.16055065  0.42080478 -0.5721427  -0.74616217
  0.41414671  0.05971726]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9991070576073042,1.1997609873459234
-2.989660042776066,1.3114299932973912
-2.9828408892018183,1.3911763212724988
-2.9711883559279535,1.3498574804931625
-2.9623189025909236,1.3223246863270737
-2.9516102254162933,1.1572803328798877
-2.9489028604558403,1.1123059134928794
-2.9402185269642684,1.044365289043976
-2.9398404322893006,1.0405954020139276
-2.9360624366128256,0.9337285599745963
-2.935690073237984,0.969272377814072
-2.9347186091716075,0.8980915872074449
-2.9246806958180547,0.7279950517778105
-2.912472664810714,0.4437968257162841
-2.903423176278078,0.23983350755968152
-2.9025437136615087,0.2004632298258789
-2.9009086166714253,0.13154267224018107
-2.895142760794914,0.01272490580182778
-2.886470709718366,-0.22734542218510992
-2.8831447402042345,-0.271884731618534
-2.8799552384119913,-0.38193522542793923
-2.8741684185868466,-0.5375713635110346
-2.8728166837724363,-0.552197846540045
-2.8696450626195364,-0.6619651546038625
-2.867255800721744,-0.6766069356714604
-2.864068948534962,-0.7747965895560567
-2.8630139021050605,-0.7563920283911018
-2.8584511381163322,-0.9036418073596177
-2.8411448211860995,-1.2827861815087922
-2.828280595754669,-1.56868550246804
-2.82762243239333,-1.5194864576403415
-2.8168648655213016,-1.6546975322834085
-2.815548865627629,-1.6667538258412016
-2.811777169500722,-1.708848646283723
-2.8099570876375894,-1.744835847850286
-2.8046627848879924,-1.7810761416574306
-2.8034669880376395,-1.771696711768478
-2.801682213481776,-1.7416922998115267
-2.801243090328744,-1.7472989401944001
-2.796647709490406,-1.7992839334614674
-2.7934301525169625,-1.7996662265255605
-2.7901560172020554,-1.7233444455006586
-2.787912169272838,-1.7751844945584183
-2.783427928256555,-1.771555479843398
-2.7758881697165814,-1.713467214217753
-2.7757149550863263,-1.7891611188214853
-2.769131801794264,-1.702871822745308
-2.7573920078984697,-1.5853879633628467
-2.75721917895794,-1.5358944199082603
-2.7510384753743047,-1.4732420538373912
-2.749661187735522,-1.4506211092215187
-2.747300219085493,-1.4537204586847328
-2.7460546003318047,-1.359038408914867
-2.745554523121084,-1.3346290462557036
-2.7309484097238212,-1.0622779760385426
-2.719078819898038,-0.7842249148222513
-2.7115370690568223,-0.592103648908207
-2.702248619572377,-0.2671972994970728
-2.686296189900916,0.1719201663876234
-2.683931761369421,0.18066878406089285
-2.6725665374049816,0.5515213353958708
-2.6667450008543536,0.7487653474251182
-2.666492880503667,0.700375011360365
-2.6478915346681253,1.1679987145668707
-2.631020382389722,1.5408492853844922
-2.628295668232549,1.60627454002449
-2.6230549661650744,1.7362559304533371
-2.619285690734624,1.759780605137011
-2.610640119594027,1.858451498955773
-2.609404768822998,1.8634668845673628
-2.5980220090665735,1.8610605515979135
-2.5801987186851414,1.898829220821694
-2.5798610495653174,1.9074988212002177
-2.574888953359218,1.889875716747055
-2.565669034317762,1.7603248915378207
-2.561654497646246,1.6992848134507952
-2.558434457612357,1.652973067163923
-2.552263772347904,1.5645019289451607
-2.5515043640772372,1.5591718216024686
