n_harmonics,base_freq,magnitudes,instruments
9,3.9529274812578787,"[ 0.0125042  -1.2715809  -0.06816364 -0.07895432 -0.75611    -0.32924756
  0.84080186 -0.63662095 -0.06213119]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9988139907658207,-0.6733039150732167
-2.9891479146988678,-0.876327732606704
-2.988372772078926,-1.0050585631044344
-2.9844002055259864,-1.0616178232110258
-2.982399587600968,-1.0895533989543775
-2.981539594540828,-1.097003684344474
-2.98095961244176,-1.1311013877326848
-2.975571485421603,-1.2506524865142434
-2.973793032969877,-1.286354342599061
-2.972233256390125,-1.315957343552098
-2.9689946185460876,-1.3451941509335776
-2.96482841182378,-1.325253812708162
-2.9643244239280553,-1.3790601757520369
-2.9632368527799398,-1.4191631049613809
-2.9630170193484946,-1.3523184495828988
-2.9525756077686847,-1.4352221210593221
-2.952022393174964,-1.3129323644445567
-2.9468258105888308,-1.3530013725957803
-2.9450612153342424,-1.2970865400265426
-2.9311581456523466,-1.108692413357414
-2.916323896339608,-0.7684398219330948
-2.9153139535181842,-0.759402256943347
-2.9003783585242067,-0.47105883599207726
-2.9001263505668082,-0.42753433524589657
-2.8925392249243624,-0.3282864549568604
-2.8739765364982572,-0.2681136342886559
-2.8696734621184126,-0.3198930630232731
-2.8688332869412028,-0.26436900531357055
-2.8684927492912378,-0.30145391972752444
-2.8573512051402252,-0.4020081919932407
-2.856915245666848,-0.35976166529459525
-2.8564613084603927,-0.42756140573094886
-2.854651350855523,-0.45872834772001403
-2.8447461329809434,-0.6084491898104427
-2.838822627350828,-0.7332681738967415
-2.8375191226210656,-0.745533906353813
-2.811743717622745,-0.8371712705842302
-2.811606822202793,-0.8540447468626537
-2.8050096825880537,-0.831047485480446
-2.786141502896305,-0.23503144995361958
-2.7807937045075035,0.008172086441555855
-2.772380177418939,0.5004517566843438
-2.7688831773861677,0.7249590997122503
-2.7538140607731343,1.7107140087087898
-2.742736050800186,2.4287377267231163
-2.7405977934674146,2.485899493322403
-2.7390023160470225,2.5825704478654345
-2.7315591991218673,3.012647358945908
-2.727405117649088,3.1496833176706853
-2.7262739462328844,3.204639910060596
-2.7210563827436136,3.294378760824823
-2.7192804558318473,3.3076763372094033
-2.7185032720409246,3.288978557929396
-2.706766316232386,3.2294560032906077
-2.696519444336798,2.8484438701324115
-2.691949632511464,2.592992582914021
-2.6894647575890724,2.3928186900546105
-2.684822088121373,2.053274482133905
-2.6803023485859216,1.6823898431216615
-2.661505851321367,-0.41628475227248807
