n_harmonics,base_freq,magnitudes,instruments
10,1.5924489131621753,"[-0.35643387 -1.1377155  -0.93242897 -0.90892069 -2.14473692 -0.3738142
 -0.77185429  0.29879931  3.36220696  0.35494404]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9870655287997563,-3.193602137074533
-2.9768810784222923,-3.3106948688727833
-2.9694791925412507,-3.371274491284685
-2.967008291884759,-3.3698063867793344
-2.9634989631480506,-3.386066384886402
-2.9472887077455603,-3.434285825880093
-2.9331917788492428,-3.4922179746108166
-2.9286498264149268,-3.4336489497917597
-2.922007573784911,-3.456071647858929
-2.918075746420179,-3.454877685644061
-2.9170908171435475,-3.4196955210597135
-2.9158809532926013,-3.4296516449448173
-2.915569975129101,-3.408440573423756
-2.915466123180317,-3.458094902411973
-2.9125539768986233,-3.4180273320581285
-2.9003703824666878,-3.330937782306609
-2.899128840460885,-3.3188995234801357
-2.8988949444593413,-3.3172396995056634
-2.882951403990474,-3.1739107102210578
-2.877888412864521,-3.1289442250929573
-2.8634171567320394,-2.955559829245681
-2.8622435881850476,-2.9565283038564445
-2.861273347853061,-2.9764071412085658
-2.858928933812501,-2.9158877651878314
-2.847408392623792,-2.7855757198994056
-2.8374811221561433,-2.628953562193231
-2.8365094345056074,-2.6117685045664736
-2.829517497979074,-2.531667711192041
-2.8294254209939957,-2.536320334782789
-2.804020433549778,-2.1349818680937025
-2.7887095773989303,-1.9053357244160025
-2.78618810241578,-1.8117786851359385
-2.7837862268988336,-1.809558943819561
-2.7781232695681375,-1.6951065935211072
-2.7771089940270404,-1.6800608492465166
-2.7616029154220954,-1.4053420377067058
-2.7611509605645566,-1.4115839047715624
-2.7594546483896822,-1.3679320707606963
-2.752981465202687,-1.2591962589409404
-2.7433808785619105,-1.0661454603037102
-2.7346813532376277,-0.9028753928366777
-2.730511872037657,-0.8554053938668129
-2.730349639367046,-0.8428156255601849
-2.712495433263161,-0.5057276226005246
-2.7024319030913473,-0.30305783574416545
-2.7009072045001563,-0.2470518949762348
-2.6997469676817625,-0.2585155126422542
-2.687037293666243,-0.029277741682388385
-2.679745953062747,0.16442291793057276
-2.679303200362517,0.19774985970738784
-2.6709758863995807,0.34234272323641285
-2.670859240842212,0.406096501494181
-2.638955022267363,1.0982148910870364
-2.638826545567099,1.109269020754513
-2.6351506001553986,1.1923311939637058
-2.63211286917746,1.2814815247162614
-2.629530268999087,1.3459981214302912
-2.6282402861655565,1.365388386801188
-2.624273842471496,1.4287411161253487
-2.612949965664801,1.726663673221475
-2.6119299456067178,1.7591808854891438
-2.6108729742111487,1.7825989910127016
-2.5900946854929403,2.2501178139396654
