n_harmonics,base_freq,magnitudes,instruments
10,2.5104805350871433,"[-1.25570262 -0.53639426  0.50829974  0.75082686 -0.15148903 -0.33355494
  0.00733621 -0.4443173  -1.96061291 -2.35004898]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9961564404921495,0.4730425035137581
-2.9950008790750777,0.4898169494963135
-2.9918649210590065,0.5449123269599211
-2.9915476032254666,0.5509247145243391
-2.989849594558753,0.5917172082679384
-2.984724878771493,0.6772578936379444
-2.9782856811598295,0.8280080363782388
-2.968011865247596,1.093487897233155
-2.9645058819326353,1.2008618731482004
-2.9611778035398295,1.2894306688973305
-2.960855077850952,1.2953993310282164
-2.9464736486237033,1.7189733650110985
-2.941773225803046,1.8475823833432872
-2.927181018880039,2.2142904467813036
-2.9215202095381603,2.3190725749612167
-2.9166672711921686,2.4140047896123797
-2.9130516656306282,2.4464334756012796
-2.8982679912659464,2.523390713441172
-2.894005029925646,2.4947953115564934
-2.883523078155336,2.382077384344891
-2.876629823419001,2.237800473944594
-2.8757682407493164,2.2062207017044275
-2.8751783754630784,2.208235886819998
-2.874898966911977,2.208306891456411
-2.8742923610620172,2.2044662129432537
-2.8732557868422677,2.153793570283581
-2.8644743694248107,1.8973366455230711
-2.862707531549645,1.8295254191317276
-2.856949918197401,1.6104196757658673
-2.8565841383608896,1.589693686369997
-2.8560277496968487,1.5704599965232007
-2.85486109882366,1.503998986063603
-2.8495796629465318,1.2721554574838623
-2.8443154626767635,1.0163936840014025
-2.843099954237152,0.9583465603208233
-2.8358973039051243,0.5701060885302954
-2.82207187722163,-0.20401266245891267
-2.8065162513133055,-1.0659522420560361
-2.8058832753013214,-1.089549119528056
-2.804066458242275,-1.1826796261024102
-2.800045348150965,-1.3871952606008935
-2.798458765132272,-1.473295855699636
-2.7939636083970396,-1.6872026856664768
-2.791179168991441,-1.8127227972466116
-2.7893838257265395,-1.8870616541823915
-2.789085109410559,-1.9051276374333024
-2.7887988235882304,-1.9086713005967826
-2.7847114758548033,-2.084233940314343
-2.78274536354498,-2.1478378916456595
-2.780825511537066,-2.221132954874474
-2.7785766678221098,-2.2809603654807686
-2.7780188022412817,-2.3037501791998456
-2.7767335671742015,-2.3448511937765364
-2.7730668094436144,-2.4404439614891325
-2.7584198401789637,-2.683405998913204
-2.756423795412927,-2.7146988795684015
-2.7513145048075662,-2.709818147375288
-2.74681330506632,-2.7000702355616215
-2.7327066953304993,-2.4506013842210366
-2.7274394290766235,-2.321364010323249
-2.7252572200909464,-2.222177049629351
-2.7244839893157042,-2.215461623092345
-2.71353037949687,-1.7676954335681752
-2.6804497603326904,0.0722837702656655
-2.6784063723904046,0.20050270006073537
-2.6657274475757617,0.9362934223593941
-2.662995638516999,1.0722781653784317
-2.64490953426622,1.9353614579976632
-2.6444488396144945,1.9499905380277833
-2.6437467308315723,1.9622396941492806
-2.643048275201245,1.9968213463926954
-2.6291974565106098,2.4091481393762417
-2.6235063981056754,2.499236446532309
-2.6232250804526727,2.515448015901273
-2.6105769346620322,2.553787546704238
-2.607660295165708,2.5343569069817957
-2.6001965261063065,2.4285445044526908
-2.5973084642092568,2.356419271629015
-2.5933081830746936,2.253394843274641
-2.591473889398658,2.2011849402731927
-2.562412884106659,0.793480724973935
-2.543301686914785,-0.5025825088225887
-2.528803670746189,-1.5451175395728154
-2.5205976390895297,-2.117283242494931
-2.5189214829577184,-2.2338659178037648
-2.5107713782518015,-2.7665269155286505
-2.50372747901526,-3.1749743863621664
-2.4871655049460903,-3.9877697040513533
-2.475208439969172,-4.402305197466985
-2.463824654436125,-4.618033670898587
-2.4578771909018453,-4.675677968676465
-2.4406123368198998,-4.594483975971903
-2.438376362037869,-4.539951107154777
-2.4370883368435807,-4.528538690684257
-2.4254661799349932,-4.246431269467437
-2.4145684489907913,-3.883358861444232
-2.4114131380918553,-3.768564416332223
-2.408108161201981,-3.615539076178345
-2.3869050756945636,-2.703574668343377
-2.3735183039111094,-2.0710385573756875
-2.369401546873558,-1.8883678212296706
-2.366474171342386,-1.771301304307662
-2.363795155558881,-1.6438947831726038
-2.3614409715230433,-1.5299533637477645
-2.3457954242842884,-0.9307108599782542
-2.345318595558642,-0.9291761691128726
-2.3376691068761586,-0.6565649459485209
-2.312383361200993,-0.10215167475384168
-2.310623151030102,-0.0920817509115488
-2.3051671188109113,-0.021385580914758534
-2.2972845551135523,0.04472717795561604
-2.294621542744367,0.044255925401783
-2.288067293444041,0.06495114357724492
-2.285296994894666,0.06389995690066474
-2.266320119794565,-0.0026861408952332144
-2.2607438241726983,-0.04358561820442716
-2.2578149076431266,-0.07142617722033394
-2.2488196126223334,-0.13957676009023956
-2.2439181795960232,-0.19861742066977742
-2.2361440698797006,-0.2874187041596637
-2.233863489719517,-0.3222903608179795
-2.22774517659078,-0.3828495038322885
-2.222145460670369,-0.420396168863452
-2.218169504391925,-0.47569096148269735
-2.2172507443370493,-0.47728025464165147
-2.2138585724520574,-0.49880436414330304
-2.207330258587164,-0.5887972513412467
-2.198934514177284,-0.6558523539148334
-2.1961781944741112,-0.6879738586223763
-2.190950375292662,-0.7111718386617008
-2.187281818306979,-0.73432898220738
-2.167000101695067,-0.8700112211567562
-2.1658868506192923,-0.8730770512996947
-2.1556241547524575,-0.9594132581535854
-2.152098495670071,-0.9336206984073392
-2.1344989960980367,-1.0542119577116393
-2.122964758473618,-1.1185835404666098
-2.1220386897272,-1.1277333993816316
-2.118580186808309,-1.1602527265643807
-2.109126251723759,-1.2324860365558976
-2.091780930578567,-1.3509924177338508
-2.0905584307097596,-1.3583711102481395
-2.083821887535557,-1.4093975620646153
-2.0832194631172625,-1.4036016027889082
-2.0671255464605385,-1.5233515852938768
