n_harmonics,base_freq,magnitudes,instruments
8,1.3198942545104724,"[ 0.96276645 -0.21404301  0.9599984   0.87451109  0.23365765 -0.41569241
  1.60233766  0.05991771]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9719298069578417,-0.5609187789909704
-2.97007500613296,-0.5263885147091713
-2.968355148354311,-0.5241304632822106
-2.9660166184779535,-0.49555301318205225
-2.965915314175951,-0.5473739077668961
-2.961918915749284,-0.5189514507311349
-2.9587848165762844,-0.5417328589890461
-2.9501375107830254,-0.5680561300406044
-2.9400820630896485,-0.5275162425562157
-2.938164454734897,-0.5583104626930808
-2.9261506850679715,-0.5012012432603483
-2.9227383134761107,-0.5226345639190682
-2.9224362202340384,-0.5350249698686041
-2.917659365359737,-0.4846271910166534
-2.9173379106917703,-0.5161759432031425
-2.908206089436536,-0.5078035710226434
-2.899422535621228,-0.5124854486852751
-2.889568723896084,-0.4833049368892871
-2.880426798186491,-0.49239392589247805
-2.8734060109417343,-0.4809251694194768
-2.8691762002744294,-0.481056726277865
-2.867251289813872,-0.45896477031814353
-2.8663224093787214,-0.45498623249828046
-2.8585345478317805,-0.44840220502423334
-2.8220769757644275,-0.46452468130307684
-2.7980798314418536,-0.555824858068584
-2.784561427679175,-0.5616690762509576
-2.774484202283833,-0.558363319078494
-2.7590255827748367,-0.6346177715786736
-2.7549392675985453,-0.689728861806004
-2.754647423632472,-0.6396389645312472
-2.742803508237614,-0.7306282659025936
-2.732589793451021,-0.7639391498523398
-2.7243009847487643,-0.8430754445133983
-2.7228490958788796,-0.8822159329940911
-2.7154405179948142,-0.9266567147416642
-2.7126414096158427,-0.9486759897737054
-2.7102607897255493,-0.9659459165736426
-2.708415009909615,-0.961204764251654
-2.7042012083142914,-1.017408129773498
-2.6799042536514097,-1.2481438437349859
-2.6771918973932243,-1.2363473555897426
-2.672353675981664,-1.316077277577106
-2.6716479715827814,-1.307364865682258
-2.64557229948409,-1.618160814796022
-2.642160060615522,-1.660697126427866
-2.6233275268537044,-1.8715861396511866
-2.591360663472088,-2.2715845039220577
-2.585038273370346,-2.3309154344674563
-2.583771697389929,-2.391668412399906
-2.5720497177192714,-2.5593651238686594
-2.565520615838567,-2.6390742719290174
-2.560810081080063,-2.6807182697516327
-2.560534732218218,-2.6647239474050886
-2.56027429631029,-2.690540956900918
-2.555711558367908,-2.7337882043328343
-2.552249872568703,-2.769164294194105
-2.542604364758413,-2.884586109805864
-2.5392090971696932,-2.9507395057734844
-2.5339323581153486,-2.985547351228538
-2.533575243041761,-3.005079979144089
-2.5277952680805935,-3.0692944387345693
-2.527177570088616,-3.094369981614809
-2.5198497036560266,-3.150299849161048
-2.504975787433495,-3.3106943622251785
-2.4968587973970533,-3.3391924606376966
-2.494976971904796,-3.3510629656834543
-2.494831341364847,-3.3608173719941616
-2.4898229652755,-3.406593314527384
-2.4864163359703424,-3.4572644146068345
-2.4847665590363253,-3.4006697969931854
-2.471746763415589,-3.500886825298276
-2.4698280980847107,-3.543242845262356
-2.4662154772291247,-3.5460906270611368
-2.464644689106144,-3.578743007879845
-2.464510939527499,-3.542623405507038
-2.4639949261773655,-3.5869972117583324
-2.461371158424742,-3.551439486662949
-2.4587712889532516,-3.5988474390020864
-2.4554900381176434,-3.6261092694894463
-2.450202612104596,-3.6334237675236083
-2.4439166435180217,-3.6132594523456025
-2.43195173777492,-3.663454240022097
-2.4275120225812854,-3.6936577808738207
-2.426550618904523,-3.6426146107178394
-2.424197505843826,-3.705835023666825
-2.418910337285904,-3.66051531120118
-2.404690342137635,-3.637772845748949
-2.3980763631871858,-3.640208170557695
-2.39082600215544,-3.625531004631975
-2.3874382497017184,-3.657880660800357
-2.380508019701379,-3.556139748650828
-2.3785148327234427,-3.5748604716456542
-2.3750201032097173,-3.5557326697758893
-2.36338539092754,-3.479792388708484
-2.362507842612344,-3.441591487556739
-2.360052449297492,-3.4697248643524072
-2.3442848936944403,-3.3199959196514417
-2.342832721905219,-3.2796339339785208
-2.3400468118690734,-3.2799518327441777
-2.336283093003493,-3.261286573155634
-2.3334404794468675,-3.225625978997563
-2.3317550942384098,-3.2158898315573485
-2.323939837893641,-3.150237060798726
-2.323320893127534,-3.0792385927363153
-2.30339299848783,-2.8658444103711083
-2.302465328256182,-2.8429628092192396
-2.29239856136605,-2.7603577852120784
-2.2890696623591866,-2.6858054550897346
-2.2820951087016743,-2.590705531817009
-2.277340270516561,-2.531532185931224
-2.2752851466647175,-2.5483021474238563
-2.271677977039076,-2.439631811856092
-2.267500308007187,-2.4235150725789523
-2.2669154528008404,-2.4052753634036863
-2.265048585969777,-2.394245416231499
-2.237128067263028,-1.9371719219991794
-2.2362366982607305,-1.939605365293036
-2.2322235375628874,-1.9276640746071823
-2.2302757318704254,-1.8510275764612112
-2.215084192777817,-1.654333119933721
-2.2112518704846305,-1.587379865225726
-2.196060025226217,-1.348306156990751
-2.1955117132615394,-1.3399878439868484
-2.190564335663473,-1.294103527414952
-2.179231057745771,-1.1656013907740714
-2.171915046684206,-1.0551826883342101
-2.170649192544556,-1.0341323052763036
-2.164109059270713,-0.979685850509439
-2.152499055735884,-0.7845014517109347
-2.148472833923153,-0.7787298096963665
-2.1470393520104443,-0.7749503182379066
-2.1422929293403508,-0.6993919320107299
-2.1383464772081,-0.6547109619824727
-2.1354757783709215,-0.6232758915387993
-2.133509608710872,-0.6375903903215
-2.133044350840522,-0.6149338153721383
-2.1268835508302857,-0.5362474801313526
-2.1145668600805663,-0.4593021789062965
-2.1113474105019603,-0.39408359420371253
-2.1108749787539516,-0.45571035634365165
-2.1087767021575985,-0.35267067134346697
-2.0903419223626383,-0.255364896133439
-2.0856521330733058,-0.25546248534965693
-2.080193823539749,-0.1955917558862526
-2.074325773009139,-0.15585649419153497
-2.0633645861005916,-0.13667644219210812
-2.0473878346427035,-0.1157059992975533
-2.045611952773856,-0.1260779506539555
-2.043772077609109,-0.12599552725546725
-2.033725442810895,-0.06716879886765625
-2.027939540509281,-0.06890379620647799
-2.0241613588465652,-0.09796039811464562
-2.022888480465883,-0.06255622283607326
-2.017841323777283,-0.10433111861683543
-2.0148592395841067,-0.04542243050948411
-2.0079071703605234,-0.10082733264004085
-2.0064751586851584,-0.11020892845485582
-1.9997764715625013,-0.08366982691198183
-1.985264157502631,-0.1194822050336685
-1.9770807130020767,-0.14296695002143056
-1.96690858688545,-0.15715894091786256
-1.958314103562582,-0.18651133580346085
-1.957723525490452,-0.16446417264490398
