n_harmonics,base_freq,magnitudes,instruments
8,4.419864717022239,"[ 1.30369656 -0.57864069 -0.58798728  1.47706922 -1.74597235  0.48925556
 -0.38843259  0.92277114]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.992135170961909,-0.48172728201209836
-2.9869776333108686,-0.10453874308938223
-2.9759961564667847,0.5853472294498498
-2.9662075728029977,1.0219422449893572
-2.942547925878168,1.3195997260978314
-2.942373867480762,1.3165341683878777
-2.9412731237076875,1.299493903453999
-2.9400917435732117,1.2880862390272538
-2.933541669649142,1.1560599830917715
-2.9327370718261587,1.1385638687221469
-2.9271161868845503,0.972114614731948
-2.9215855965026307,0.7688818930610415
-2.9212458621096293,0.7626282978238467
-2.9203367386802173,0.7309366936431528
-2.9150983133906303,0.5173729146436846
-2.904907246264465,0.08067515747539072
-2.898208596405757,-0.18025042552369
-2.8951907182809125,-0.30615841483563316
-2.884489664734181,-0.6263396718520816
-2.869418141735131,-0.8469240131976508
-2.865752959839699,-0.8446316949472837
-2.8651460210752546,-0.8421530987552832
-2.856991939598248,-0.7460132309776867
-2.838826513441367,-0.20648471347864503
-2.8349827672783148,-0.04667533084493555
-2.834385788114898,-0.021153352233769844
-2.832127347829748,0.08429650072762254
-2.823238554116808,0.5221182647508573
-2.8150844457533557,0.9252024511696161
-2.8110795951491223,1.1229287950571918
-2.809479854183926,1.2032085304659157
-2.7961328864791257,1.7726010940151733
-2.7836622880752455,2.1525508965530027
-2.7768609161869415,2.2721273110372113
-2.7746379586169327,2.2999378770943264
-2.7483171790234335,2.1807224785433665
-2.746460463849533,2.1484046591428183
-2.744740327773653,2.1241209652849937
-2.7437050098488514,2.103549836081622
-2.742740434682821,2.0801249097292103
-2.7324253154130416,1.86971548866767
-2.7072299949143552,1.5158522029020578
-2.7068251315578706,1.5133433921157675
-2.704519789975181,1.5074943339201963
-2.7019535089237916,1.5107479107148942
-2.701478328504457,1.5127673472221113
-2.697166164580069,1.5241627990023805
-2.689129164011952,1.624455976230004
-2.685362306009541,1.6928414837596135
-2.6828974477906575,1.7378262734208547
-2.6765503263988943,1.907259434914154
-2.6693450313729654,2.1291557477658323
-2.665397280971984,2.2680977624466734
-2.6630712237328957,2.347413360373604
-2.6579368898543496,2.5420756886111437
-2.6418582503440087,3.0862848263334404
-2.640171451981823,3.124514615237915
-2.6390773463748407,3.1532592470005665
-2.62410334529146,3.3643323426686074
-2.6217092088186553,3.3617024401160447
-2.618745073402396,3.3419646845109745
-2.6182736372924085,3.3461126208790697
-2.613507221024864,3.271628952343173
