n_harmonics,base_freq,magnitudes,instruments
10,1.868592238343513,"[ 0.57319237 -0.56777241 -0.53585745  0.08714244  0.9212494   1.62904382
 -1.61968749  0.34850907  0.88580899 -0.09136518]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9915608422008098,-2.2592843882865563
-2.9785963800706154,-1.8915114601645555
-2.9755580861509006,-1.7996117391916495
-2.963440908911207,-1.4277248478068438
-2.950498209465092,-1.0210846305157693
-2.9485845753008557,-1.0004326854580066
-2.946950005105187,-0.9237388570091704
-2.9430143434745766,-0.8196895579398877
-2.941341442295184,-0.8051242860500509
-2.93505334336965,-0.6176720049267853
-2.932969239807507,-0.5758457782411273
-2.925737339366036,-0.4290858125340249
-2.916908648603365,-0.254602805253619
-2.9162756440605526,-0.2099452934064306
-2.911597182406097,-0.14734638066535286
-2.9065819784554554,-0.06056933640624384
-2.8986196799472683,0.037303859439939184
-2.8715630657281066,0.18306394580658172
-2.8714119618125094,0.20344837391069998
-2.868763291642237,0.1808869582774055
-2.868543428063535,0.1291528374528777
-2.8676789399921674,0.18597406063672564
-2.865838539585775,0.16705278794640696
-2.8636342232327143,0.1802842482968135
-2.853633579238266,0.11786451678389136
-2.848250458319418,0.08536472225765782
-2.84810050981116,0.0247610167564735
-2.847313694074091,0.09113411001571502
-2.843482736249422,-0.0011775788234271896
-2.8385011500854525,-0.08973130322983187
-2.8309995058678568,-0.13762681467508903
-2.8293451759593538,-0.12396720856298876
-2.8197211271746183,-0.23920656032727142
-2.8094153180718506,-0.38186465371629713
-2.7989326434127677,-0.5181815154455442
-2.798461026552591,-0.5537794728074112
-2.798042131576686,-0.5105293767931457
-2.7973481238620557,-0.5146709830172873
-2.795265706630635,-0.5996266888841688
-2.7856167316736977,-0.6961427130759688
-2.7838922606101297,-0.7053603058769518
-2.78383361073005,-0.6750035043553506
-2.7828478327944524,-0.7470379637793304
-2.7785929683773967,-0.7624126247265127
-2.7700679054848028,-0.8212707190323552
-2.769698870485816,-0.8586200565957336
-2.765777381745498,-0.859229501610615
-2.7521185875597265,-0.8822600128972032
-2.7430292731022705,-0.8622248037582326
-2.7396800823275784,-0.8240910199472106
-2.739363399555417,-0.8450069627399514
-2.731079225365635,-0.7933909171938232
-2.730046872257445,-0.7774952158362183
-2.7286980384771584,-0.7811346750865231
-2.7234914846347644,-0.7627374132813197
-2.7209436611595845,-0.7007303093201872
-2.710223291431335,-0.527640879713311
-2.708886306397862,-0.5332176143481997
-2.698182761971013,-0.30187128087261916
-2.69538005017336,-0.23049163281704807
-2.692665686023633,-0.18357943407543043
-2.6923122489715077,-0.12161464911684691
-2.6789909550856765,0.20377480863687514
-2.6691697065113464,0.4712829231751683
-2.658328794638839,0.770366496674661
-2.6494536677104104,1.0445826576871169
-2.646740625002194,1.1348391508481515
-2.641826269583717,1.3215681680262688
-2.638187054943688,1.3589396414017665
-2.633012872527278,1.47475482813265
-2.618252964170417,1.9269370278718183
-2.611454728315599,2.052506285252223
-2.6083788762844944,2.1620141603473817
-2.590045041514222,2.425343961621313
-2.588115622393955,2.4495585012270222
-2.578154788098426,2.5309433516202677
-2.5566895658704065,2.495931846097476
-2.5547556254823394,2.4458829347904065
-2.549324766134603,2.395575066607118
-2.5449210347575235,2.319240683680628
-2.5386365030956766,2.1989281456533267
-2.519897630444563,1.7342802535207187
-2.512718673663727,1.5215883679240312
-2.5090385868337344,1.383961603521082
-2.491151414590029,0.6956889401881606
-2.4852332373964,0.4283707329453464
-2.481989612820442,0.31634176612850573
-2.477478091157441,0.08807527471024029
-2.46906572132246,-0.25309851001942013
-2.463194259960593,-0.5557195267326341
-2.4583971942341956,-0.7296457087863717
-2.4556721495272913,-0.8321103626162604
-2.4551679228021426,-0.8664679318436297
-2.454099914808025,-0.9025935270720695
-2.453236378077701,-0.9400444990744059
-2.4495618123464515,-1.134489266144307
-2.438404522273916,-1.5698214759901694
-2.4257497633319125,-2.0091343844648875
-2.4250457058718333,-2.054817942625541
-2.423179791555185,-2.098627984826539
-2.4131982086096135,-2.4180468032569657
-2.4124104359820926,-2.447859607044341
