n_harmonics,base_freq,magnitudes,instruments
7,4.644068909842376,"[-1.24554871 -1.46727901  0.80805365 -2.0402406   2.52612543 -0.64544787
  1.00768316]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9963891356564463,0.21551053858449717
-2.991552044588185,0.4662310394121036
-2.988908832461447,0.6194328970455333
-2.9873395616662064,0.7018012498681134
-2.9799120741926775,1.0282179370716156
-2.9798709625438233,1.0400798350444977
-2.9792969699971263,1.0345426539464952
-2.975363896626966,1.2384388983962484
-2.9681552161648197,1.5480267743842087
-2.964312000301259,1.6969066600785314
-2.9574164114191057,1.9373720135329138
-2.954573458632304,1.9899000852766824
-2.9485926059769,2.1322862312195223
-2.9433896568486277,2.2061023078534916
-2.920985564126794,2.097280164936078
-2.9168674228497937,2.041527926867116
-2.9124797403563534,1.9073129435617637
-2.898048169328312,1.4517058179106506
-2.897328814264216,1.4405709237624678
-2.894410084355261,1.3078180194679296
-2.889556486042006,1.1315272081930225
-2.875693586144241,0.5909967699345501
-2.8724063125662065,0.5076181041697573
-2.86331806986583,0.17125778169718728
-2.8510921626080528,-0.13396885292757169
-2.850119258562631,-0.16051955966420653
-2.834989969892743,-0.3550409247743312
-2.8116889411105146,-0.1922741525555702
-2.8091996465785574,-0.16416684385387278
-2.7928870688398533,0.1852778674974894
-2.7698158757633013,0.6956209572341465
-2.7624557539370707,0.8139357275399751
-2.761598670273452,0.8274676783703382
-2.7609621401407094,0.8344557641242483
-2.74939251506847,0.9111864915414013
-2.747350110345936,0.9588355380401719
-2.7199935888439732,0.822649099517036
-2.7126768251505076,0.7552976580073681
-2.7099453766097765,0.6915225377166461
-2.700504473212086,0.526351175794128
-2.700348128967555,0.5427323730984129
-2.694212893903175,0.4240134101489387
-2.6919120059888137,0.3875755694994324
-2.6888797091520744,0.33643344649198026
-2.6882684668297374,0.2986721178812409
-2.6781220178177403,0.15235063633019885
-2.6700166940159242,0.06399064827113378
-2.6658923270325516,0.04262692438179108
-2.6636944993170903,0.0454608306346373
-2.6612227486064626,0.04844810626513574
-2.657085326637119,0.018883555047443046
-2.6521145392528633,0.025264745178799182
-2.650047695146315,0.0463395932987606
-2.639973495207366,0.11418675726858757
-2.6303317855600787,0.25150141239195384
-2.625590148876788,0.3122036687321046
-2.6254912359442653,0.3119276127675907
-2.624971169740671,0.34892819184306234
-2.6227789875904812,0.38775823318707947
-2.6215967325708016,0.41503805176504405
-2.619635730064793,0.4796323677504649
-2.6101944618377466,0.7005117102477183
-2.606331129464722,0.8477648004374035
-2.593346146150127,1.169018090896801
-2.5928912308362655,1.1832390039304654
-2.5807544456234197,1.5327233668663542
-2.5737392412881857,1.721517100360301
-2.5662283063338687,1.8839883125446544
-2.5656081580446104,1.905701029415055
-2.551087010163492,2.1172599530525402
-2.5483159599629976,2.1583433723426175
-2.5291947155265087,2.342640840171612
-2.5258121127252755,2.353756045545082
-2.523070277015326,2.359302268045366
-2.5229200916512005,2.3615954124645704
-2.5219123113010022,2.336366762906713
-2.5058423736696565,2.297677601154131
-2.5024930960414347,2.2972704635327066
-2.5023890717137958,2.2507930430039056
-2.501873249182377,2.2742334913091775
-2.498845806860319,2.2401217201313335
-2.4933465280659357,2.204770973359915
-2.488687523065835,2.1648609128880807
-2.48726858211377,2.1198210565518214
-2.4690169644758164,1.8641700689075626
-2.46515757699772,1.807771347564642
-2.4370245623526143,1.0426012179027915
