n_harmonics,base_freq,magnitudes,instruments
10,3.497142922029029,"[-0.25016194  0.34791978 -0.6069989  -1.76557134  0.02854233  0.59461221
 -0.16928515  0.91325634 -1.93475408 -0.51089545]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.994998911276957,-0.6439532819142938
-2.9910896737876618,-0.6584397203943533
-2.986001680913996,-0.5978619221255284
-2.983461906437862,-0.6393629345164343
-2.9829933518820573,-0.6358185752296818
-2.9825427052945925,-0.5901605522731812
-2.9816616889882166,-0.6219275303180877
-2.967743871301951,-0.5239735153085496
-2.9542685466889513,-0.5314851559554902
-2.9536600089307896,-0.5667544957312011
-2.9503253312911752,-0.556951175191539
-2.9349134052108603,-0.7829394747077398
-2.9279430317285726,-0.9846636588319494
-2.9254153855743725,-1.0151507377546527
-2.9221967441128225,-1.1121580155084498
-2.9212929483376424,-1.1436699482847141
-2.92073533204893,-1.2054832622293394
-2.9183585044922777,-1.2480677428082214
-2.917029043225322,-1.290604488578468
-2.912515553118429,-1.38989467161497
-2.9082883775647566,-1.5859329131833855
-2.9030685425258804,-1.6884194368829277
-2.8835469155355637,-2.312782491558622
-2.877739547391066,-2.4278247823540204
-2.8762887313722967,-2.4765480283018158
-2.8682354502447884,-2.5400736454257706
-2.866112663326965,-2.5172260432339124
-2.8599374839388223,-2.5212205313177694
-2.844045422599593,-2.257447682137058
-2.8107551768333128,-0.9888851736850212
-2.8106076871901373,-0.9617627230917933
-2.8070342913130606,-0.8201154622015556
-2.8010278798581094,-0.5751404965932256
-2.7986816380114776,-0.4842857273933861
-2.7977416302069593,-0.442100753294412
-2.797524472833588,-0.42639077069906167
-2.795509119615433,-0.3325279329643851
-2.7887695107173687,-0.15532993646357293
-2.7866910109904555,-0.08377901728948378
-2.7841781691796212,-0.009740447274593188
-2.783962969834238,0.014349851937678074
-2.77539532029526,0.12128989453457682
-2.7694305449332535,0.1538971084431093
-2.754303144420774,-0.04415894992315647
-2.72385868456145,-1.541465161766888
-2.718078926181483,-1.8787949644089514
-2.715239079021951,-2.0557648029090188
-2.7008398997381287,-2.952277995017569
-2.6980630370497307,-3.0506182438003724
-2.6778980068117386,-4.028614956854348
-2.672714604224595,-4.13333889583073
-2.6711262204009616,-4.163195823465871
-2.668945488293252,-4.159031677196037
-2.6557640471923447,-4.134418800191348
-2.6523020746978014,-4.078142776665569
-2.6512420197334565,-4.0846914473067635
-2.651099576765147,-4.050355559414675
-2.646442441560146,-3.8657015789493
-2.644390281710356,-3.8408375376521464
-2.6436320527880217,-3.780621697954527
-2.6358938006180406,-3.455903902694638
-2.6327510745112095,-3.3055638627278925
-2.619154728613972,-2.387708931481013
-2.6161642569586356,-2.1506981778433305
-2.61478984144885,-2.0675630329921906
-2.614554844828395,-2.0756881519781034
-2.606463398172711,-1.4547628461241564
-2.5996163174009563,-0.8887319733735819
-2.5915325526626587,-0.22618133817344044
-2.5782532568778374,0.7191829804146622
-2.5663277764294063,1.4643786599629867
-2.5569180982683353,1.8786450291353942
-2.553328975594844,2.0574231556304485
-2.5345091188029274,2.4186042007349373
-2.5309355526418527,2.41380693539102
-2.528927006247066,2.4386905779381625
-2.525296738540773,2.372103364522943
-2.4946950713921607,1.4692119649195639
-2.485634368708175,1.0491093293610532
-2.4843992777521144,0.9462918385181911
-2.4754841791424744,0.43591603744691676
-2.473944666151476,0.3358734029618722
-2.463325658695542,-0.2954226603861586
-2.4613202472806814,-0.40899566970892715
-2.4551920789485893,-0.7964203170476485
-2.4539733398629773,-0.8653537128622991
-2.4525557598464625,-0.960292214741908
-2.4506817336139237,-1.093653145062148
-2.449357560963784,-1.170286649726795
-2.449225050554534,-1.1866017318933562
-2.4245747842540935,-2.513751841749872
-2.4237608975636125,-2.5227142104267526
-2.4153541072301765,-2.856403605825234
-2.4071479340134685,-3.130991455045137
-2.4054762646088843,-3.159749826798225
-2.4053998880908454,-3.143976568361076
-2.4019308070136307,-3.2191356864484617
-2.3948176885542765,-3.297091673788253
-2.3875430318403286,-3.2878444608496586
-2.3822804389324146,-3.2537685956100217
-2.354280809712473,-2.231138972638177
-2.3512074138577446,-2.0234355067249967
-2.337741249994828,-1.2083555395756946
-2.3374967619495712,-1.1701676170521687
-2.3374572899635497,-1.1980267588207634
-2.337017441359406,-1.156117270547164
-2.3324694182498686,-0.7880702442610727
-2.326939805843154,-0.44835937340056936
-2.314003101297866,0.4229623908050149
-2.312768249870964,0.5305488803017054
-2.3084833344361595,0.7720891160657294
-2.2990636298420597,1.2357582558019744
-2.294716927543221,1.4244778375310696
-2.2938450728338258,1.4511345968728282
-2.291794193934342,1.5208868525095682
-2.2785145225563324,1.8213638691859892
-2.265709413449378,1.7651529883737331
-2.263646072817278,1.6726865249214316
-2.2631400658243748,1.684960308176782
-2.2575019301610606,1.5376206155440546
-2.2476856589925944,1.1733490303772596
-2.2463670475026136,1.1369610197052211
-2.23388580192168,0.3989539964530828
-2.2280939858528535,-0.014034803179011224
-2.227695111180511,-0.02837209383560577
-2.218215964994495,-0.5953978486857262
-2.213641000118364,-0.9267452862571033
-2.204340401666279,-1.4176902079858944
-2.1998856253918433,-1.6373733659386829
-2.1963818580091,-1.7210240472252403
-2.1949237900688665,-1.795631408755186
-2.1945238080153673,-1.795556475475709
-2.185709272876889,-2.015530231229214
-2.1834117540514333,-2.035476458935037
-2.182966205890241,-2.021170183468455
-2.1805175043870717,-2.0703326900706
-2.179651381083816,-2.0464127260137612
-2.178805851294074,-2.034607564184312
-2.1781520865224064,-2.0554064804600896
-2.175380322934723,-2.012774968376841
-2.1651979067564273,-1.7152475242051752
-2.162010255988547,-1.6140462153723911
-2.156905196491002,-1.318403228038662
-2.156250705070422,-1.2694187961649015
-2.1524691928057904,-0.987174992554113
-2.1457214093765558,-0.48566619797523486
-2.1387509523757435,0.115091937651241
-2.137140430626409,0.2631276214249404
-2.11096829898015,3.0512738130469264
-2.096773854574724,4.384831152663436
-2.0951139677315114,4.495039440147525
-2.094515897509472,4.534162820067921
-2.093452220536167,4.575586356182994
-2.0878449684433322,4.987747531721919
-2.0760906420432006,5.55226774127516
-2.074486721327071,5.6062947359613915
-2.070794643615093,5.727436983580012
-2.0670488575881,5.67743332772128
-2.059036789593951,5.657066742936983
-2.0577709590009867,5.620838154085838
-2.0541915568542946,5.523729639768994
-2.046433871430098,5.179974969663167
-2.0427316207704176,4.942536362230522
-2.0416345817569836,4.951513094344235
-2.0386055786573087,4.738474109233789
-2.0346126636982738,4.4960797983529215
-2.0311889469972755,4.215997683117786
-2.0238536139723777,3.5901372338230986
-2.0226220758615074,3.4812160144800965
-2.006108039920073,2.100129303794525
-1.9955850755508222,1.2376415530631124
-1.9924896003250798,1.0203850749128016
-1.9903373534127289,0.9328714780314699
-1.9852323710077295,0.621976161988376
-1.974570830447756,0.1687516833137363
-1.9672403620669265,-0.0604967216697268
-1.9638812843533884,-0.09393074330887977
-1.9638386744102485,-0.07859982868480575
-1.9577323602386822,-0.10679833744385368
-1.9559655905963673,-0.10117701937091889
-1.9547979162974993,-0.08353649701462422
-1.9502498903297851,-0.02364640105605103
-1.9412344692288253,0.22948128286184935
-1.9354331189160043,0.3756874617927405
-1.9328298426874488,0.5168419418196096
-1.9230152180252473,0.8520994541105352
-1.9196470772723015,1.012089958960453
-1.9180736806335916,1.0468854429538759
-1.9149627247492982,1.156050244779936
-1.9148997976675248,1.2338496476522933
-1.9147294304956215,1.2541765710319623
-1.9106295386320924,1.3752802808591704
-1.9105483437607986,1.3386877695696782
-1.9022737942681112,1.6677739466040622
-1.8996856033704728,1.7217929592137495
-1.899015433038326,1.7448098682114261
-1.8954925973321224,1.8161216230717356
-1.8925397418295127,1.8927885767377104
-1.8922851509957233,1.852688296225352
-1.8882925217821735,1.8932314607812535
-1.8795347950274301,1.9121251811272915
-1.8670651086272552,1.653891200254356
-1.8530588234746737,1.1543223200803252
-1.8507424168895827,1.0472178490773871
-1.8488005257457905,0.9269452625369489
-1.846604831101464,0.8417629089715581
-1.8399383206577542,0.4423149845086805
-1.8387322550443668,0.3846988059496095
-1.8344358637418088,0.1096616915583631
-1.8328378412502406,0.048904906655590684
-1.8272913374052644,-0.286265144656021
-1.8259187165494437,-0.3552243092105856
-1.8172597913918154,-0.7471148253906315
-1.8107751440929918,-1.0444729635720604
-1.8094996832322778,-1.0791255029135585
-1.7993147657225943,-1.3511398505077452
-1.7961018404006246,-1.3872239848047812
