n_harmonics,base_freq,magnitudes,instruments
7,3.7178801252566718,"[-2.43989343  0.20479072 -0.27782953  2.7528888  -0.03940636  0.58653388
  0.5313498 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9974642057608074,2.016756370493904
-2.9889562931860754,1.9816413070953116
-2.982881519578795,1.9623487545500442
-2.981569175807629,1.955029541353866
-2.977967258749193,1.9502661444055887
-2.976022119844899,1.9336494109599385
-2.9737853981964633,1.925756789430183
-2.9728462962384183,1.9250068512402099
-2.9679474601164966,1.9065279514308848
-2.9669936240297945,1.9062077375422852
-2.964584149015868,1.904162467666824
-2.960571389220147,1.89604956353201
-2.9527399722772767,1.8868160707689952
-2.939390459924416,1.9004094761683348
-2.931000008839381,1.9282966603641527
-2.9296272760230524,1.9460266830500292
-2.9278552387031596,1.9498996822494805
-2.924070639606958,1.9647087532833487
-2.9195849589274436,1.9935989170853359
-2.917569094285359,2.015488096475886
-2.917135203249677,2.007957722640628
-2.909195234870846,2.0835652357682815
-2.89324120759332,2.2337040478734287
-2.891209053506361,2.2590612015823615
-2.871648703203066,2.4321470536103935
-2.8612024226819646,2.4938035862079273
-2.856449149698631,2.508503757509673
-2.854166976176207,2.5193531056722813
-2.8529012985546633,2.507842626784656
-2.84135314531785,2.4714946245020126
-2.8376675081796336,2.4343250148311713
-2.833570703285309,2.394137164926953
-2.832642913248705,2.379846968203013
-2.8279169747489634,2.3036930051671534
-2.817729823371497,2.104013135015429
-2.8173933858702083,2.1010583210579457
-2.807940539377719,1.8301778518899556
-2.8066324146431483,1.790851655278042
-2.8052058351558786,1.742470678770291
-2.7950486611657706,1.3637444158402598
-2.7899499399261143,1.144314034996394
-2.788138703867534,1.0572014076520833
-2.7797989683798323,0.6564071747401918
-2.7794475259302396,0.6485624063666753
-2.776185287284492,0.48484492866849455
-2.771100513959425,0.2096978967744258
-2.760647703921695,-0.35353462955523746
-2.7560264834151296,-0.6113553202040554
-2.75390013279941,-0.7158451771070734
-2.7482806267200646,-1.0322332467971826
-2.747321686011006,-1.07921982500312
-2.746973716130551,-1.1069708496693966
-2.7469024172803467,-1.1090089063873578
-2.7432298065822884,-1.3046103691899686
-2.738508625004811,-1.5571165266927973
-2.73540904410524,-1.7125254065734796
-2.7336040139852873,-1.8031109405433776
-2.7302701383520906,-1.963998746331629
-2.7202593692306767,-2.405738249507707
-2.7198904661669925,-2.404499327718034
-2.7127054621002333,-2.6808201555463884
-2.711094661239864,-2.720762410196198
-2.6908120684071264,-3.1436318759802093
-2.6812542516478324,-3.1535567275005745
-2.678129824091897,-3.130281978132954
-2.6731681413279293,-3.083157547595773
-2.6674277631625403,-2.9860816803193195
-2.6653363149655336,-2.93864428375799
-2.6602836823165976,-2.8092093893559142
-2.6597476893551417,-2.797853950238463
-2.6566000308626436,-2.6881220666004935
-2.655058062472568,-2.6499788189273885
-2.650287499219834,-2.4618199437417276
