n_harmonics,base_freq,magnitudes,instruments
10,3.841972550395744,"[ 1.36802067 -0.03112559  0.29038471 -0.63790017  0.43814901 -1.60267269
 -0.0341101  -0.343436    1.06935945 -0.11893209]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9970069195502553,4.04019979491028
-2.9911331116082813,3.7477413584045256
-2.9851050351471846,3.4549791469996394
-2.984596451124988,3.4220507516154424
-2.9822684412725398,3.3055607051147313
-2.977341746618344,3.05444802547397
-2.9658336573497355,2.5220582243887333
-2.9507336465653315,2.0156933295265875
-2.948949497737207,1.9590448808846526
-2.947125790646832,1.9376040736735705
-2.9462609958588404,1.9264876585101263
-2.941819334201731,1.8513744847118394
-2.934169474128649,1.8036161266861805
-2.9287397994839246,1.8327115004268786
-2.920349591439985,1.921825547998314
-2.915997587479878,2.00420374206185
-2.9111997706925687,2.0920866700468244
-2.89997356429566,2.3454927660854796
-2.894113830344213,2.459597468554341
-2.8860140879488854,2.5888353646845474
-2.876045734448181,2.6558334700073116
-2.858539911041287,2.3435602456039306
-2.855028545015313,2.2410693025619928
-2.849822950564314,2.0180485559245214
-2.8486565098496377,1.9614064087824639
-2.8469483294886544,1.8839015204441636
-2.821638550117125,0.32384864396462665
-2.8207642016865155,0.26226484140153133
-2.8183803370226936,0.10870680555383377
-2.8143268834536297,-0.15791117826580497
-2.8124020072044393,-0.2676495083204002
-2.8112027179415557,-0.3483528152596438
-2.8037385911821975,-0.7702552215546619
-2.7992600705924726,-0.9855068194247125
-2.7859184889049766,-1.3564623636069657
-2.7821293489340677,-1.4024836924189104
-2.779829845903718,-1.4000491411345528
-2.7719099984956515,-1.3293973507597694
-2.7698338665107043,-1.264862670475019
-2.765761095035648,-1.1511118578658797
-2.76091284892633,-0.9545316024072382
-2.7575463293374947,-0.7835764496012814
-2.7571200138676573,-0.7763003798688664
-2.756241029116426,-0.713146077831734
-2.7558090201541594,-0.680428466438216
-2.75519541679586,-0.6541573282569821
-2.7507863045769154,-0.38221458924349655
-2.750062183154822,-0.34526214640407615
-2.748114641879709,-0.216998687240766
-2.7433468357860185,0.11703925042564474
-2.7371140621589305,0.59183349389766
-2.734958153835761,0.7517131265011912
-2.7305011058830835,1.0934356780157697
