n_harmonics,base_freq,magnitudes,instruments
7,2.936994376869575,"[ 0.39742066 -0.28126909 -2.31008878 -0.84160326 -0.5391305  -0.34651492
  0.30307786]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9961789626338287,2.893349056561023
-2.9860221046492184,2.669705155829024
-2.9855952272897275,2.696876468268488
-2.9787156985737964,2.5028233572547687
-2.97706800014605,2.4784172149361567
-2.975266371159986,2.4096529525606476
-2.971933024295278,2.307274042634285
-2.964125228492743,2.0381875933797726
-2.9541217999208937,1.7151227776512463
-2.9429371009567777,1.2294490499351898
-2.9410043041910026,1.174510957095875
-2.9354999542390976,0.9380015808749496
-2.93394318541701,0.8696537411997699
-2.9323151702273442,0.8048864934067615
-2.9298170482322443,0.7061682469837207
-2.903896682425127,-0.38157805869050043
-2.8999848716780905,-0.5539681768137211
-2.899440784801185,-0.5388881655843201
-2.896054984838675,-0.6777501391483254
-2.859978917935277,-1.7052761622096562
-2.8588539661668935,-1.7521850079419472
-2.857086742565232,-1.7805426057475207
-2.8535969848513454,-1.8637933661198054
-2.853041664067391,-1.8700620198265898
-2.8470765513686365,-1.9173764446486148
-2.8405603053802846,-2.024054252420403
-2.824179544971921,-2.0830159626310096
-2.815995982629307,-2.032314049485886
-2.811383235011716,-2.0743875235194413
-2.809003032380555,-2.045252395593375
-2.808420354672627,-2.034879870958669
-2.806715974317121,-2.031633527876476
-2.8063768359881553,-2.02162537874951
-2.8027347327979903,-1.9887105899071782
-2.8015647620268718,-1.9992862033187595
-2.7977372471810265,-1.9436538066423812
-2.79185460826028,-1.869315994387057
-2.780233641715353,-1.7466195768687713
-2.779384935194075,-1.758311566418926
-2.7766088207719433,-1.694150402759495
-2.7684091401532642,-1.5969488978370139
-2.7474695383578105,-1.3188930737729436
-2.739491264695287,-1.229674552561028
-2.7392809112855447,-1.2254640473937406
-2.73752596864091,-1.2167013745588904
-2.7218949405296753,-1.1081463183667228
-2.718691550126543,-1.0554763900655904
-2.715798458803145,-1.0568619090945686
-2.703864886190007,-1.0268365683106644
-2.69083682900081,-1.1192362220306422
-2.682031840462948,-1.1632382651826843
-2.6788876178274634,-1.1489984072499317
-2.658192438139597,-1.4672334398108273
-2.6532265287946326,-1.5811654123700762
-2.6480238377038754,-1.6440640553152692
-2.6440499526642243,-1.7554530337722005
-2.629327493458079,-2.0826030645120386
-2.6199391370496388,-2.265300201969479
-2.614113332865754,-2.395571300341771
-2.60186178074968,-2.6457242751463474
-2.588650104921811,-2.9147785532575643
-2.581261236549119,-3.046009397171233
-2.5584618570821487,-3.302710554643376
-2.557963941670641,-3.3250953522525113
-2.5500915482865745,-3.409668526863922
-2.5174571768947946,-3.4127022477544213
-2.517328235469593,-3.3986262933753104
-2.514940749528546,-3.390603453178689
-2.5136228343193094,-3.3437797385030064
-2.509059537231407,-3.3235996226074853
-2.5019819152397256,-3.2482613576243997
-2.4990015215057193,-3.1865344077128746
-2.4914994443801306,-3.12065779534888
-2.4863649306668023,-2.9978538336281346
-2.483332806454444,-2.992404559083705
-2.469665718465116,-2.691547961138626
-2.452506380257444,-2.324673930249057
-2.4391680546328196,-2.002184827005166
-2.423708416853234,-1.6055021088510715
-2.4200409764910535,-1.5308753157019057
-2.418793894051353,-1.5035957332802152
-2.416509854237623,-1.418116006277778
-2.4103962658098093,-1.2796887361529707
-2.410150439208369,-1.27707759080262
-2.4040389455174145,-1.1279968498472694
-2.4011376678834457,-1.0289795647624393
-2.3982264696936846,-0.98171615850381
-2.3964605994383965,-0.9305550063441798
-2.3912657326423736,-0.8176052519052964
-2.379748228935561,-0.5600926734509414
-2.3683586301446553,-0.27099883324431423
-2.3637509184821166,-0.19310493320202143
-2.362979747981211,-0.15746163066993432
-2.3607669474034547,-0.1035194357114366
-2.360183515928576,-0.094832316009946
-2.3508242117821547,0.10272400560973051
-2.3480059961499897,0.13914395105353425
-2.3410733781763904,0.3049658781510162
-2.33836821928987,0.37270350712013744
-2.3337041219220955,0.452138669729236
-2.333583124810069,0.45778543889467543
-2.3214946755273194,0.6831419352092029
-2.284866010517219,1.2974960447610089
-2.284355759791598,1.327522703688253
-2.2729420891758494,1.5186016210016995
-2.25631062798565,1.7011780137865464
-2.2559099538053218,1.7021022940917996
-2.244481839576651,1.815240313230691
-2.228868896363152,1.9371331059391728
-2.2275279749729595,1.9566079341923093
-2.2239756421006733,1.9864031341000383
-2.2058116788741073,2.0027174114417337
-2.20306272417794,1.9900606100162637
-2.198902721053566,1.9834018581951045
-2.1973043301524764,1.9859504808045005
-2.196871157823436,1.9874552000209087
-2.19048385190655,1.964133582761491
-2.188890529906323,1.9390102478190678
-2.1872945314307257,1.9135090002282837
-2.1857833403759317,1.9590733624508974
-2.1830977529128255,1.9327148377794796
-2.1803018577278386,1.9160437945341517
-2.175960206256357,1.861253896810416
-2.1737601300545712,1.7784763152542011
-2.172187124326692,1.8217199648127058
-2.1708568864847386,1.7715492915616486
-2.156654115142612,1.566494824092472
-2.1499814597483677,1.4482195512159077
-2.1355924371613106,1.1957838970232157
