n_harmonics,base_freq,magnitudes,instruments
10,3.6534697667195672,"[ 0.82249871  1.65356998  0.5455549  -0.07571842  0.4678564  -0.37990616
  0.25222799  0.54591685  0.13054389  0.0732173 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9992269396152667,-2.7497955827439915
-2.995629885638725,-2.707520359820045
-2.9935847986728796,-2.71299110685902
-2.989444409929882,-2.6871900455360627
-2.9853310782323446,-2.5977600566890344
-2.984349919550682,-2.562650491601273
-2.972660291822719,-2.132852019509719
-2.9715162799598507,-2.04949120777303
-2.960523421565015,-1.415183104501576
-2.9488920966908836,-0.6649484196382738
-2.945538748127885,-0.4081211964029926
-2.9408823176157632,-0.14683778889875768
-2.9403749658785254,-0.0929163075673738
-2.936222729618235,0.20716177292132681
-2.9361887521964976,0.12344547881250918
-2.9338420660251456,0.29820736546373455
-2.9312515742089844,0.4495035566762853
-2.9312322979975813,0.4777132089991622
-2.929532085375974,0.5730717954374058
-2.919270750780356,1.035756726857611
-2.914377392898812,1.136371367850006
-2.9124626462180823,1.1970204521083152
-2.9068971831280233,1.2908759592337007
-2.897146868510253,1.2956331956935137
-2.896930316366273,1.2798939011438937
-2.8842886238119245,1.0345299812150703
-2.8831593299192413,0.9598076771609889
-2.8719642161414645,0.5720465803602192
-2.8714454825746136,0.5536459615846123
-2.8658208226926196,0.34530855121149745
-2.860361961885639,0.03956815823501286
-2.856070221797661,-0.13952777411489792
-2.855157461911646,-0.19960820270467705
-2.853144085698269,-0.26075140840668315
-2.8523285859451217,-0.23020775798883397
-2.8408180387707844,-0.6931844055412976
-2.8386129804047657,-0.7381841508147019
-2.83252655607731,-0.8336060812448
-2.8273052037217252,-0.8945371493546328
-2.826960097379179,-0.9188339276716125
-2.824124654292685,-0.8207636402834261
-2.820337532252542,-0.8405238376485806
-2.817200933953099,-0.8129990374612837
