n_harmonics,base_freq,magnitudes,instruments
10,1.3250576709468236,"[ 0.27619389 -1.04197443 -1.27468881 -0.03058551 -0.14400548  1.345338
  0.22541783 -0.55686886  1.29276849 -1.12476891]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.993708773461292,-3.2822576085843256
-2.9908901237583647,-3.3263246283741057
-2.9893117161304117,-3.3044660616345936
-2.988940198004499,-3.386872741052519
-2.980744216315761,-3.456593886198878
-2.9785361827004495,-3.5007890159108412
-2.9774111589548373,-3.4705436466359783
-2.972627618946285,-3.548241113815982
-2.9723443875724826,-3.532155053053056
-2.965978888467182,-3.551157790472715
-2.9511869873342054,-3.551113435299203
-2.9505481171316124,-3.582712494055871
-2.9498260343266516,-3.6389476115503596
-2.948316406076741,-3.59820173002123
-2.926194800083749,-3.3546656944495066
-2.92392809300907,-3.3693802883868322
-2.9170791188481306,-3.235480564611424
-2.913869336679114,-3.1606104796225782
-2.890354725299277,-2.5946075637964574
-2.8821421883521072,-2.4061860214616426
-2.8751973492750684,-2.1705298667557824
-2.8701179627405873,-2.014213164215821
-2.8687066631507783,-1.9952389470761074
-2.849058954500719,-1.2722965282602499
-2.8362988568082854,-0.7896292812402774
-2.833376387724215,-0.6724153352969069
-2.82891004319544,-0.48802047730286874
-2.8288446522779194,-0.4918234553230274
-2.8207716995685646,-0.17514790222729093
-2.816462165471147,-0.007110770936977241
-2.8091526755950462,0.26467955075074556
-2.7908034044615118,0.9797914354449211
-2.778852344017975,1.3653602495556298
-2.7652299041552766,1.7796508082914153
-2.7594252513710655,1.9248273675073182
-2.7504859741299352,2.1997965367145134
-2.7451292346010545,2.323750445044453
-2.7425066852196025,2.361648478386118
-2.733538347804517,2.580109023048014
-2.7311223878561885,2.6140752279368487
-2.709091206115087,2.9354905401061187
-2.6989019376857186,3.0157925462802107
-2.6902680814979507,3.023253328703713
-2.6843537670271713,3.015213584208156
-2.674165406048777,2.998470654113128
-2.6607459686714785,2.8634915904810327
-2.659741404456897,2.8328015065744685
-2.6580895742958432,2.8145517924117196
-2.657544377779038,2.8390832202593863
-2.651797786578126,2.7671023302154363
-2.6460147111752965,2.6799256885154885
-2.6393051432321033,2.524393675293876
-2.6302740262992246,2.2937826826132657
-2.6222296739224413,2.0806972988586026
-2.6211520517966482,2.075157809565856
-2.613981865763317,1.8213640612799964
-2.609110344497412,1.7206572279334893
-2.600771096547081,1.4662797301625945
-2.596925061826995,1.3256510488183513
-2.5957386642289606,1.2985954434172877
-2.595374089228932,1.3046257498709612
-2.5933068401659605,1.2359004184936668
-2.5894353452335714,1.0945184379678106
-2.588615984643097,1.0604635189687555
-2.5858309454009074,0.9507570113612351
-2.585047003125722,0.9242640657864967
-2.5791538372219858,0.7210178791432524
-2.5650762354081076,0.23368829193895158
-2.5525828126992907,-0.2763857160975271
-2.5506849780715193,-0.35124044827657264
-2.52866942860455,-1.154045523536579
-2.527089106210811,-1.1861421426464023
-2.527010386687746,-1.1598517635618386
-2.514767788460004,-1.6524956354262361
-2.5136004903660853,-1.6925964691666975
-2.5105624180834205,-1.7883084014952197
-2.4957531677654847,-2.2748062246948546
-2.4900320030370144,-2.4635043700856403
-2.485085218959533,-2.528113934401631
-2.484214078936323,-2.5316583187818305
-2.4768128035426473,-2.783573956514979
-2.4642899179019686,-3.0142541328534653
-2.4488728642985826,-3.3066182190999536
-2.4469136561562594,-3.361277740526169
-2.4383527694886253,-3.499614882773255
-2.4345750295766457,-3.4779095758498175
-2.431864686840056,-3.5206999363117237
-2.4232932077783578,-3.59446598518329
-2.411791251636429,-3.6709538804882413
-2.4049184676273776,-3.6370364538397033
-2.399064596427303,-3.5823313511143478
-2.392580223614572,-3.57742264147241
-2.385265948255992,-3.568157591385666
-2.3848161515621342,-3.585535849439681
-2.3827996267067206,-3.5743684429923843
-2.380695047752891,-3.5205731169398913
-2.375251616914,-3.426832286923911
-2.366938255549984,-3.3952060112923377
-2.360097366042691,-3.3003636668273146
-2.3534730169101628,-3.155384303159675
-2.3514326700643493,-3.140635165685353
-2.348734810347789,-3.1387581647291714
-2.335367820163611,-2.859748756739106
-2.3198893340704134,-2.5379414450763926
-2.317930648124967,-2.4759881647642703
-2.315387380485949,-2.466734486692239
-2.310422141833077,-2.294849831211483
-2.3103730306618546,-2.333321109214422
-2.300979144231962,-2.110225106006308
-2.290271506539325,-1.8105123103696878
-2.284453715240055,-1.7126603795012953
-2.2696402610014603,-1.3910121673087097
-2.264046571865873,-1.212330796483975
-2.262814575816291,-1.179721654821953
-2.2464406480731833,-0.8966173126661582
-2.2445777939396336,-0.8200882385467059
