n_harmonics,base_freq,magnitudes,instruments
8,1.2048468269694452,"[ 0.34186836 -0.23063761 -1.29083034  2.01847407  0.95045159  1.04386612
 -1.75225999  1.64753533]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9981437512175058,-2.8333331787082976
-2.9955539023786635,-2.837051390397236
-2.990366100482717,-2.847941681907048
-2.988510956505498,-2.848452999090365
-2.98810888651251,-2.85305768252174
-2.9865763717048917,-2.8570530649437798
-2.983800441665141,-2.8588702895298947
-2.9796304415684083,-2.8638722124731837
-2.979015395325307,-2.862254304412339
-2.9764500505339186,-2.8545109239190922
-2.9761692215324205,-2.86210601314683
-2.974391215975521,-2.8544923138867406
-2.972796635856561,-2.846412498563564
-2.972113727999881,-2.8524115358797286
-2.9684190063538956,-2.8457042196279176
-2.963866387515166,-2.8425643024798166
-2.963557099649292,-2.8385645262052255
-2.9620583841673085,-2.838497077011151
-2.955190406344744,-2.820107431088002
-2.947054092490127,-2.7906318143807103
-2.9357565350757193,-2.740957655866417
-2.932573070192979,-2.7166844903839715
-2.9300781799778126,-2.7078701430637837
-2.924208871301827,-2.675452819117308
-2.9181100467055243,-2.6232997211530495
-2.912803323363771,-2.576993054524868
-2.9123397497197736,-2.584360966194494
-2.906014920587239,-2.5253786994633405
-2.8992202663661155,-2.471615160015136
-2.892056948801424,-2.399013074845381
-2.8896837550359633,-2.380692597977397
-2.887615648679899,-2.3482962632780597
-2.881501742313988,-2.289034547467389
-2.8768587647345836,-2.235996010080014
-2.871394845249268,-2.1724994629945202
-2.8691280486029695,-2.1397133454393504
-2.8646604120284813,-2.1017888986956064
-2.8638325905042317,-2.0801578619987318
-2.8609836841421314,-2.0652199741256885
-2.8585325441393756,-2.022954621312919
-2.8554874268383075,-1.986109314785454
-2.8485215564088886,-1.9014240930301014
-2.8444478356712772,-1.8493505728030357
-2.8265019916809426,-1.6094168858070173
-2.8165584306811695,-1.472618403779673
-2.8142291981499303,-1.449237735178425
-2.811631071655918,-1.4101361458392874
-2.810049962672881,-1.3909128825731738
-2.788745919374428,-1.1024635728944918
-2.782432698628111,-1.0171687756046048
-2.7812397230342887,-1.0048578119168996
-2.7796240772288714,-0.9760807731230012
-2.7791830078441806,-0.968599911616831
-2.7763716195016057,-0.939155799977972
-2.7746123330705563,-0.9171053679774338
-2.773335041148248,-0.8984701663137892
-2.7649625138923626,-0.7885368600536382
-2.758212032095485,-0.717643075304018
