n_harmonics,base_freq,magnitudes,instruments
9,2.46869918096217,"[ 0.86141089  0.18784644  0.37710678 -0.45588915  0.32563256 -0.2547228
  0.33873965 -1.17602702 -1.39629965]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9902051709313646,-0.9653301424727782
-2.9821293189015545,-1.0701537804733487
-2.9809627080087697,-1.101651467738913
-2.968698607733277,-1.2578197621354306
-2.964501746198172,-1.3186479737960746
-2.9638556866600325,-1.301049643530874
-2.9613041070836337,-1.3184612686114658
-2.959809249665662,-1.3258189300647667
-2.951308876617402,-1.3896449367139359
-2.9506232534345394,-1.4058558755478199
-2.9443324215774025,-1.4040448540915933
-2.9403641641001714,-1.406483960770445
-2.929570287072476,-1.3645666798329312
-2.9264209574545585,-1.4093594222956507
-2.9258340264013,-1.3950056550167056
-2.924366554542037,-1.391194487387328
-2.919032368141723,-1.374705022749882
-2.897192094984711,-1.1643751782229717
-2.895050697059112,-1.197739015225592
-2.889591416324964,-1.1694545450107914
-2.8867233653754774,-1.076603612236247
-2.885335909365453,-1.0544466741807794
-2.8836037442955496,-1.0917391309110072
-2.871390826875655,-0.9067147499238813
-2.866777304408674,-0.8687229896852507
-2.861738958789034,-0.8202564908889417
-2.8600064254235553,-0.7830994026312638
-2.8498670965138198,-0.614468659818142
-2.8428907078471477,-0.5297891668516362
-2.840246925091577,-0.5392188249473572
-2.833408429688267,-0.4092959437693921
-2.8310970266141005,-0.4340400717280364
-2.826090005444091,-0.36090675104119185
-2.807077055274984,-0.17476927243791987
-2.804375629006641,-0.10114434573968714
-2.796337635651782,-0.03699511475951481
-2.7845671906544576,0.013093809871042635
-2.7740706997620714,0.12107727991196084
-2.771196332746363,0.13866219355374593
-2.7708081362744927,0.12191182983003655
-2.7692859144152218,0.13963681817480514
-2.7676153281711846,0.15084418985748677
-2.7576604571174013,0.16635161181064725
-2.7545303429200754,0.2148296235563273
-2.743600180557281,0.23013174517474896
-2.7422938107861885,0.2481691688257679
-2.7309756058781893,0.28683378359592243
-2.721275284832828,0.3003622279154074
-2.7182244544407563,0.26284867799045475
-2.707765414493129,0.2712469220330248
-2.706006548300349,0.267505080859697
-2.6977018245143283,0.258195313559882
-2.6940962158603488,0.19731362986562745
-2.6859375141095896,0.17285810184699896
-2.675278476183359,0.06907268811372128
-2.66867054662125,-0.002872535067530633
-2.6626944225662297,-0.01833677715248959
-2.6585396033043875,-0.12912964087572168
-2.6568308446221325,-0.1382636403631479
-2.653606738781244,-0.15977290414668582
-2.638434808067754,-0.46549286529254247
-2.6380560314327646,-0.36907486886449675
-2.634936746603056,-0.4613882954265736
-2.63237403417869,-0.5333961578812244
-2.627101876778487,-0.6431841493780792
-2.620781663588928,-0.7519228440947605
-2.611051447173595,-0.98529189603493
-2.6108935982298,-0.9627780612967273
-2.606027678871016,-1.0270972204623932
-2.5936505169037716,-1.2910257144058577
-2.585832146740165,-1.4554853845122697
-2.5747966652343512,-1.6870315133487086
-2.573339663245804,-1.7424262739346132
-2.5717628351793236,-1.7285557170559105
-2.566601936939546,-1.7936463619885714
-2.565368913681489,-1.81896021290968
-2.560956556900296,-1.8825777588841235
-2.560352437058901,-1.923473550787359
-2.5572354971308284,-1.9327620199721451
-2.553515873242831,-1.976891260131663
-2.552976343404276,-2.004318089219163
-2.550395654185734,-2.0467227711072336
-2.549703951616137,-2.0309541840807657
-2.5386915437095903,-2.0916481484190816
-2.527257215088366,-2.098861149058326
-2.52586768570432,-2.129607277674844
-2.524601890858653,-2.1485399694952245
