n_harmonics,base_freq,magnitudes,instruments
9,1.5238184575435176,"[-0.04386464 -1.59152471 -0.09788855 -1.65706252  0.32437792 -0.80859777
 -0.52381085 -1.28395238  0.22212418]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.994678578706039,1.0883878637194313
-2.990230940895132,1.0974058180942579
-2.9850391197802084,1.1156931592088888
-2.9841554221859337,1.0852392786261984
-2.9657305343221774,1.0416978832255543
-2.9596222483057155,0.9934373516465558
-2.9571972151467554,0.9686259069316697
-2.9538228027889475,0.9410807329651928
-2.953336747551382,0.9519603952765342
-2.949270810072396,0.9116243466283865
-2.948279083555262,0.8838242955295752
-2.928430272288104,0.6769523138177441
-2.9224448544840502,0.5525397893153646
-2.9150695597232312,0.43699967968753156
-2.902815479579452,0.20638077170997635
-2.891697587534123,-0.045655469881884785
-2.887344412774811,-0.12539826990524708
-2.8853127990616465,-0.1568051858137391
-2.8779666509412296,-0.34502591481970163
-2.876227201599973,-0.3802728319311867
-2.865082499850579,-0.6736221836274388
-2.849867201971937,-1.0770919216008679
-2.8369348113088,-1.4289915147201135
-2.836538377558458,-1.4519446081062248
-2.822420381756634,-1.847943057685621
-2.811734444617798,-2.154000638047738
-2.807980589302011,-2.224755812717172
-2.7967514024239453,-2.5605582833820404
-2.796326556149224,-2.568196592368781
-2.7931983618282152,-2.6456097590043375
-2.7795774059923035,-2.989030486246165
-2.77814669615376,-3.058707740521883
-2.7739296450635176,-3.1465670450709036
-2.773480800140174,-3.140420004770931
-2.7677541513129595,-3.2950642251482036
-2.76257706584315,-3.393496587954993
-2.762285651740681,-3.4208531118427126
-2.7572513670770915,-3.5098771729151195
-2.7270246701491896,-4.078466449099397
-2.724888526184798,-4.106182977961921
-2.722342232007521,-4.153510710501493
-2.7038057123651655,-4.305093313739511
-2.683205876340314,-4.466109724149106
-2.680641595292752,-4.4750927455478475
-2.6758467680142064,-4.498924136882149
-2.6704198432485997,-4.493174596878795
-2.6663058481641606,-4.449290006885632
-2.6639908018694785,-4.473870261567437
-2.6578566879957006,-4.44137764723149
-2.6572342743554302,-4.432584339222428
-2.6514577282889746,-4.418025981023199
-2.6490044306586444,-4.398080167139299
-2.644073134614176,-4.3753736668873335
-2.641726279500484,-4.318409354194108
-2.6329567500662074,-4.272584600770217
-2.632303938747015,-4.253326715056631
-2.6322298228656402,-4.242817707378964
-2.6299948508971287,-4.225550041118414
-2.625141626428764,-4.170015460414817
-2.618649234953473,-4.081917423903648
-2.602809403603441,-3.870511745572137
-2.5993454229693334,-3.788180955187543
-2.593809904033103,-3.698496800578194
-2.5908054832962737,-3.645262661965171
-2.582908029895103,-3.4858587955672826
-2.5806089060597013,-3.439020009022325
-2.5783479186890474,-3.4134940826534654
-2.569816790341795,-3.2081612516675686
-2.5634374944128773,-3.0938459563015006
-2.563021133043632,-3.0814729512333723
-2.5579571080541,-2.987167846096293
-2.5571487373448463,-2.967455226754312
-2.5509207243840306,-2.8224212812839484
-2.539424199511515,-2.5504797441452247
-2.5361288123037085,-2.497359760975558
-2.532735200461928,-2.425883358096622
-2.531881251440638,-2.392086063475505
-2.524307247293808,-2.2586253821239493
-2.5236097584805846,-2.234462929219412
-2.5140968637547627,-2.039760140265146
-2.5082497386770206,-1.874005756059534
-2.497762410491547,-1.683683446746065
-2.491338654388204,-1.5651677520078389
-2.484893917592845,-1.427917937749522
-2.4804255671325794,-1.3451068665501291
-2.4670565030419547,-1.1265787815564163
-2.4621006770495812,-1.0365544038762988
-2.4546274488689344,-0.9323149115378998
-2.450968582439462,-0.8849101708652902
-2.439332537098074,-0.7220926593013356
-2.435751677245249,-0.6813341438522543
-2.4338443958486655,-0.6601844088979459
-2.4244378465506173,-0.5521676151789982
-2.4162327791777685,-0.5170612665839145
-2.4069040278550125,-0.4497802189482252
-2.3957009372893867,-0.3414267496494787
-2.3956061245531703,-0.3501372440595052
-2.379214827828311,-0.2951770955038193
-2.3762737076771563,-0.2744619574560935
-2.3712253758079096,-0.25661910133879123
-2.3698520954455597,-0.24860707807620377
-2.3687933342365293,-0.2494444714406105
-2.365392005126331,-0.24641962418579613
-2.36499798448778,-0.2462402042393513
-2.362222564496947,-0.24532395317589392
-2.3548860854766915,-0.24802208142618085
-2.354018111503961,-0.2169367676746721
-2.3369795900439163,-0.21803360571200764
-2.3332028490381553,-0.21666093563332314
-2.3311427220963594,-0.22661408664202123
-2.325398260158016,-0.20689024838086098
-2.321349178705117,-0.20982559543075335
-2.301268510028512,-0.18266224697475456
-2.297803539543679,-0.18695586888818394
-2.2858966078607397,-0.16525581617926602
-2.2843033918911733,-0.16028459802853645
-2.2778363853486616,-0.1375704357907351
-2.267581127097687,-0.10416328404099374
-2.2485317494353616,0.019073262518029648
-2.2427069355816815,0.016956611789446692
-2.221307603653765,0.22489177422518214
-2.2178248189742575,0.2795127651638183
-2.2128553651073064,0.3074010917728388
-2.2120829133114173,0.32650905178313727
-2.2111289518696493,0.3238148853429624
-2.2072293176957647,0.4000606224934631
-2.1981476265758135,0.4956887178285988
-2.1931819975181304,0.5800402568412669
-2.16163404537793,1.0686500254579578
-2.158322892817954,1.1290010204357972
-2.154203116047955,1.2101906400102762
-2.151256114263391,1.2554840861782912
-2.1481533370798593,1.3197046613395718
-2.1420578682022153,1.441419521260771
-2.1343687203557833,1.57980668324158
-2.1334449415524332,1.601263301415052
-2.1327837359943356,1.6089977760482514
-2.1288003894886014,1.6709105456926983
-2.1188329497949443,1.8821964001159142
-2.117507025724554,1.8986574751098255
-2.117124832173821,1.896643156640168
-2.1164335375393533,1.895201963590893
-2.1154983757968813,1.9163298974215053
-2.1030153400333553,2.163180714786287
-2.0935807849650754,2.307903217659753
-2.0709365954352825,2.669210612875713
-2.070085026201488,2.702873393974487
-2.0575175975727555,2.822375113649601
-2.0501634110657827,2.897543871115408
-2.0497611092203956,2.913537386008133
-2.043062840568361,2.9667379356067043
-2.041413206659717,3.0055189210660944
-2.0411403110248756,2.985630637763251
-2.019752138719398,3.112598281391348
-2.0084998320955503,3.1223175366452622
-2.007518760763008,3.12309775796611
-1.9867893186180867,3.0654531704614163
-1.9824500750513137,3.0418861853655086
-1.9687932688031617,2.9076461241762472
-1.9649050723269672,2.8867656423036987
-1.9466036649881364,2.644143996816245
-1.946149855594507,2.6101013768857952
-1.936282716126199,2.469259086366003
-1.9335188512124326,2.438735311913314
-1.9319269437775535,2.379591857723603
-1.9294424666321854,2.3509720627197948
-1.9239893648383086,2.2272143761621703
-1.920547182331526,2.167805794670385
-1.9165003432874432,2.0862396070067177
-1.9141775443760307,2.045626530359926
-1.9126815179048275,1.9902833043398518
-1.9021524410076767,1.7579060391092403
-1.9018773825998263,1.7663117001922837
-1.9017401837030141,1.743992610511178
-1.8930392639028664,1.5375923624816437
-1.8875446409058065,1.3970345432836173
-1.8787762875093938,1.2215890460086993
-1.8677453210584682,0.9307742464895822
-1.8644423312454035,0.8410742666580583
-1.8544533192360533,0.62601530726447
-1.8393447794314348,0.2631320610964255
-1.830572230860166,0.07119493122263515
-1.8268878430210211,-0.0023953155129055846
-1.8263650916956595,-0.029124619905883303
-1.8153243710088236,-0.24071602951050775
-1.7998452823166233,-0.5434374538022485
-1.7987448478042307,-0.5460279578476551
-1.7877772540849508,-0.712487958806484
-1.7833111460039106,-0.7858723577950582
-1.7790459234086937,-0.8388201734784474
-1.7739569740681844,-0.900239341456364
-1.764397003983127,-0.99246233159926
-1.7621263498949151,-0.9835553704454396
-1.759540424855228,-1.00552050329428
-1.7501540429513724,-1.1017714020247165
-1.7367084961682655,-1.103012913076897
-1.735945326571652,-1.1249219383127944
-1.7354630076225321,-1.1063714205464539
-1.7320868229129456,-1.1346411981671098
-1.7236736383938973,-1.1309493226966871
-1.716532851558507,-1.097825114598183
-1.712951198191223,-1.0578526537898865
-1.7064143658199695,-1.0352806924913742
-1.7010205212689873,-1.0089347389569023
-1.698353208078356,-1.0005333359352158
-1.6943392895099867,-0.942760130789496
-1.6918739156420706,-0.950411788176802
-1.6871982884835954,-0.904982507636862
-1.680286651116672,-0.8306422905970998
-1.6600813226329247,-0.5981132169421853
