n_harmonics,base_freq,magnitudes,instruments
8,2.6625397692090527,"[-3.03315030e+00  6.02801311e-02 -1.84236815e-03 -5.81675954e-01
  2.04716113e-01  2.10700063e+00 -1.55555814e-01  1.48756539e+00]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.993612833904474,-0.6114308004120139
-2.9888289285745993,-0.7381203052584917
-2.9865645855886234,-0.8169452894949801
-2.984436497893316,-0.8689603065363379
-2.9840049702459686,-0.8957372024770279
-2.981602113945198,-0.9597508070676523
-2.9638713398917815,-1.377914665769322
-2.9539936628191628,-1.5588888546755075
-2.953339487814562,-1.5753996834242265
-2.9458336780615157,-1.659496157745704
-2.9436840554715746,-1.6848630620492773
-2.9413622854138195,-1.6945453805109203
-2.941080715483293,-1.6999850368246823
-2.938141076824908,-1.7174466266919297
-2.933424898246762,-1.722416496363231
-2.9326929421309003,-1.7387983480012403
-2.9174518844962813,-1.660737814367279
-2.8977974100677066,-1.3167179987038677
-2.8880476310771312,-1.0568912563213495
-2.8760852821699716,-0.6643196094929991
-2.8726430076196925,-0.5342261694277666
-2.869027964494558,-0.39549455804854344
-2.8670359426033087,-0.3135815733480194
-2.8656155708983047,-0.2699907688836471
-2.8615850857664658,-0.10292900317757485
-2.8581669713510447,0.029811947120034724
-2.8539000485021147,0.22239338345556348
-2.8480848857201595,0.46074979177168773
-2.8383110490599597,0.8774357525179448
-2.826268114776493,1.3657558783223562
-2.8229995450422676,1.4869408415650778
-2.8167675424990266,1.7370458606070907
-2.816443351379313,1.7445368774710113
-2.8155946450740363,1.767169514003837
-2.8138916492936215,1.8301726533663873
-2.806082757074364,2.1028153717551237
-2.7701667681558204,2.832898105109572
-2.7686353095571716,2.8483053784415278
-2.768304222756675,2.8362369568593935
-2.7665090813764843,2.8502539037811423
-2.762264056772401,2.866601821892476
-2.7580483386040324,2.87767551478735
-2.7563622751742742,2.8728443170700073
-2.7561970752871625,2.8762817953490116
-2.7548068121635723,2.8643604614200524
-2.7525001178489146,2.8677675757364858
-2.7440837593325362,2.7984324320385086
-2.7327637865770447,2.643134564093474
-2.7306945581773685,2.5919779920532022
-2.721934349332864,2.4251034695238647
-2.7169060892067907,2.3050085139512957
-2.7005920510219728,1.8479282996494217
-2.698033688445072,1.7734074433277476
-2.6963882769475136,1.7174297423907863
-2.6947963127396606,1.6745347790143137
-2.6946650917379857,1.660411450075904
-2.693760644884887,1.6300029346925775
-2.6862600850522576,1.4022475580472546
-2.677633920878623,1.1289349047805406
-2.6767056442515935,1.1051199575681359
-2.6765236221359974,1.0956688012258853
-2.6734780264353475,0.9975400112801586
-2.672043698442414,0.9542922256921583
-2.661949773740735,0.6549496436378551
-2.6501374957214034,0.3379360622956556
-2.6461669584450895,0.2450799672000685
-2.639166986712434,0.09405019830709592
-2.638978336599676,0.08808642180378921
-2.63100281092873,-0.047739154959865304
-2.6307174582762043,-0.05454310409946145
-2.6301956759074248,-0.06930257700464143
-2.6286597712962174,-0.08731007157554342
-2.6247622934871,-0.13090113579315
-2.618496485575669,-0.20382248542327952
