n_harmonics,base_freq,magnitudes,instruments
10,1.5772260670081129,"[-0.66067736  0.02614219  0.77099326 -0.92064755  0.82205887 -0.31157979
 -0.92974299  0.0639583  -1.39770351  0.10009174]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.999628739000584,-3.1856385805794614
-2.995824608228069,-3.2710811080116287
-2.975229953505456,-3.6278841979972656
-2.9733132806335174,-3.6512605436736956
-2.968740076198758,-3.69872689437625
-2.963918084246413,-3.7381546047301693
-2.9616335385059087,-3.7540464628781347
-2.9605747531030886,-3.7592975933650017
-2.960436663694672,-3.7593541138592377
-2.9598074691082483,-3.7630532834214696
-2.9384443378330545,-3.7506345988797474
-2.9247291393589245,-3.614241256070761
-2.908647252996366,-3.328291941136463
-2.9043437292506233,-3.2300577362032996
-2.900570295268758,-3.136869072946556
-2.897452503424887,-3.055315478298817
-2.8786232533775276,-2.47843089429768
-2.8761911769735535,-2.393791304890769
-2.859939259818419,-1.783210339873568
-2.8478133937068035,-1.2915907682789327
-2.8268460322031963,-0.39869547723881754
-2.826642683030305,-0.38925828261151696
-2.8241237683104794,-0.28276773675027317
-2.818000352279488,-0.02190203246127389
-2.8143223534032904,0.13249708096564033
-2.8127912770847763,0.19681369352610115
-2.81244259017494,0.2115257096409224
-2.804292279863029,0.5445314801836489
-2.8023770319719117,0.6206621641031664
-2.785497353821407,1.2570410667282357
-2.7851015261476912,1.2701304464851444
-2.7679380505448505,1.818165125681012
-2.746066851659502,2.329898014104955
-2.745143533193086,2.3439020561437323
-2.7358031938890868,2.4856854641664676
-2.7305800903232,2.542956211601394
-2.727280014417212,2.572584790586559
-2.715315804006792,2.6298398435984587
-2.713093458031548,2.631298751730093
-2.7100358861885665,2.6294905202888916
-2.6996898384118593,2.584930413477118
-2.693189908792676,2.5294942314628392
-2.690372893823853,2.4977814937103977
-2.6779991253939586,2.3158004490489583
-2.6767578296178325,2.2920078739204652
-2.6753712808026355,2.267263204460877
-2.6723197525759828,2.2083016268480136
-2.659896052160196,1.928004607200165
-2.6592627316766775,1.9124091667589111
-2.656548229167923,1.8431130694806614
-2.6557431715438145,1.822530041849838
-2.6372025877600827,1.290587696260231
-2.6336189594439494,1.179354970401513
-2.6179711590082055,0.6721677030262877
-2.6087921654745783,0.3702276337460844
-2.606309238163676,0.2877193035680844
-2.603895951104404,0.20807107559047372
-2.590584913390931,-0.21547713136469696
-2.5758812474658557,-0.6442823308471628
-2.5706949278078643,-0.782992620975597
-2.546834182093437,-1.2926813647061726
-2.5340581083575273,-1.461690085507911
-2.5280687901654773,-1.5140141612728508
-2.5277252256505665,-1.516390330730006
-2.5244952514912598,-1.5356048333531327
-2.523701304930378,-1.5385675699114434
-2.5101763024942123,-1.554266071564992
-2.507655129823612,-1.5444031428084335
-2.5012073949961837,-1.506852429121236
-2.4980886722826794,-1.4804640067986126
-2.4953781843356735,-1.4537915761384752
-2.493909449244649,-1.437682282537608
-2.4897906760446347,-1.3846585853290683
-2.4873566836392236,-1.3498187042971879
-2.4844774834288033,-1.3038195455268948
-2.482744781842964,-1.2742363067060247
-2.479856761606819,-1.2202940060947627
-2.4701610430640293,-1.0131922822373896
-2.4618582912998184,-0.7971537218005025
-2.4617992049923023,-0.7950308580464821
-2.432330846095507,0.19223676477065874
-2.4322236442986114,0.19675629471550687
-2.4104088059718487,1.0854762224200258
-2.409957595476296,1.1058939492526105
