n_harmonics,base_freq,magnitudes,instruments
7,3.4763467410824394,"[ 0.58835352 -2.06919799  0.73985548 -0.16718767 -1.9030011  -2.52804479
 -0.97677533]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9668955595517272,0.8716077644708338
-2.9647805651075227,0.8447714803249825
-2.9614144243795804,0.8621880626356709
-2.950884055193213,0.9290782714895844
-2.944698798682833,0.932346300574568
-2.9391492513232302,0.9720643823556844
-2.9232138303336828,1.0782741245143859
-2.92011032204611,1.1358431777599187
-2.9156559162882516,1.1798998451437066
-2.9092140983791532,1.2460614429410422
-2.898581391716652,1.2841410290438022
-2.8761441027983317,1.2480130247872385
-2.875668553628924,1.2545443110780548
-2.8698242949930584,1.231548868977181
-2.868164324685071,1.1732849849778144
-2.8660802468785556,1.1986746170031828
-2.8465667214578843,0.8464392124825282
-2.846222838517898,0.8544065309677594
-2.8458587666013218,0.8508018994238494
-2.842942376182992,0.7848254918784225
-2.8349141051036977,0.6315576538800202
-2.834078893987374,0.600811892882574
-2.8228909782313902,0.33832546594785784
-2.817192056337076,0.22779838945724068
-2.810037966897351,-0.02062325724618358
-2.8074403403073873,-0.057272301054148
-2.80067210501229,-0.2331959654578227
-2.7899146299338726,-0.46626157910474936
-2.7872214781978184,-0.5245023509346145
-2.786213197839871,-0.5156647017344039
-2.7857354402537986,-0.5200506326434103
-2.7807215139775048,-0.6233464781401642
-2.7801514315904496,-0.6164160901960473
-2.7772755537273106,-0.707016727843736
-2.7746731044436674,-0.7165903739660262
-2.7600588113433417,-0.8307784135126399
-2.7536844757590404,-0.8358256725730787
-2.753293029333774,-0.8730554023274466
-2.7514460818130435,-0.8308724365519219
-2.744610065359801,-0.7895803024068277
-2.740778379563622,-0.7613437350874058
-2.7406212707579143,-0.7816810543577957
-2.7381210289995352,-0.7340010251243326
-2.737594055641985,-0.7329511653935336
-2.734944522399407,-0.6933670065109085
-2.7347179179723025,-0.6702006982293155
-2.7306289672842627,-0.6304155095667204
-2.730577583917057,-0.6048700911796461
-2.724415029244638,-0.49065440193519577
-2.720582961808115,-0.4235738736361938
-2.7183632347856204,-0.37499399406755257
-2.707274941487899,-0.015581612174423307
-2.7066031829361736,-0.05651691949029809
-2.7056991322522634,0.0202382129247274
-2.687421806768824,0.5959500568287573
-2.6780949482024647,0.9534091699644531
-2.6628904679214616,1.3725883020988712
-2.631105408378261,1.9512200948252918
-2.6283028422644947,1.982757961025
-2.624735074974905,1.9984696592278781
-2.6176588468597686,1.964948185814164
-2.616437393797204,1.9172406002115703
-2.613640567441407,1.9350633549176226
-2.6037868436773164,1.736000404772715
