n_harmonics,base_freq,magnitudes,instruments
10,1.2950034443384077,"[ 0.39047972 -0.49356583 -0.08288927  0.8422961  -1.96182755 -1.97130906
 -0.88013188 -0.49354999  0.30732348 -0.97217175]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.992099904589722,-3.1725079377765706
-2.988607883275286,-3.208933541049115
-2.9815106458019014,-3.306267255360839
-2.9799137589591256,-3.317460262011602
-2.9625896621454757,-3.4994193158655302
-2.9433016860502237,-3.6587370595584088
-2.936708253538061,-3.7151096569681323
-2.9347876404697426,-3.7500153899413258
-2.934231252665918,-3.733002639586021
-2.917404636881464,-3.812181596961442
-2.9103439676197556,-3.854676588784126
-2.9080749037355123,-3.858001595151121
-2.9061915311597986,-3.8437761696310737
-2.8984729530346844,-3.854541842435786
-2.8883258913570127,-3.851411850870981
-2.882604283668022,-3.832262151354723
-2.8785146477038674,-3.812487922920926
-2.8617834460323657,-3.7020539418372014
-2.8391182932552104,-3.422653895348215
-2.828881535198496,-3.269897953338938
-2.8146981921191627,-3.008793297549444
-2.812227194466983,-2.9628668380251963
-2.811356118151741,-2.923240674544243
-2.8101191985274614,-2.93422480921892
-2.7950179740418455,-2.5615750721424715
-2.790839887235868,-2.430763395155342
-2.783493536833566,-2.2502508010596673
-2.7743577874206657,-2.003552157478581
-2.7614796615527,-1.6061571491343511
-2.7427588477644185,-0.9719862813804452
-2.7396363191712796,-0.8700239044451276
-2.731847187889564,-0.5869767552068547
-2.7254082032017584,-0.3552105836693294
-2.7230462119732746,-0.269840184917947
-2.720994568742535,-0.19605943991879193
-2.72004420492207,-0.16857861855701273
-2.7183543594047483,-0.10404936825574725
-2.6946243747263985,0.7827252478659913
-2.69256342541008,0.850359706356005
-2.691905426572644,0.8714518669127771
-2.6886724086945515,0.997975328337567
-2.681407817453194,1.2576796892686652
-2.679723182772694,1.3366792547895974
-2.6765871324252832,1.4374237357028388
-2.6765053740590474,1.4366126548472133
-2.6740794013293034,1.5152307697739198
-2.665942314464501,1.7987363321043266
-2.6461827709649817,2.4615339985819507
-2.6460972310491906,2.4605835909048985
-2.643971934483048,2.5272893540754193
-2.642454288737783,2.5631893610192242
-2.6388132242498177,2.695420403964123
-2.6326578040434905,2.8635929837839833
-2.6268155370406925,3.024265375624517
-2.6106318853603874,3.438778370117962
-2.6034858764488744,3.581478129073398
-2.5954391760884974,3.74983230349482
-2.588824927952325,3.851105719653975
-2.588320254360239,3.850432543877398
-2.5802090211855777,3.9908817107589813
-2.579253108657622,3.991495218052558
-2.5720532028783833,4.085777224796232
-2.5716471810581436,4.095969853974648
-2.5687806803902724,4.126263594876358
-2.56686996503099,4.1377770678693855
-2.5651105365025404,4.162311665035085
-2.564903823418429,4.1593856114124925
-2.561823488945528,4.177521716579187
-2.560708592103815,4.198003883075914
-2.557051296055201,4.209451148131826
-2.5552380823101055,4.221112775374601
-2.553512467127609,4.219727212773251
-2.5489864865175473,4.246706235828151
-2.5440289129069544,4.253187050077449
-2.5429743885687146,4.251595593189043
-2.5415591721803508,4.252735709327508
-2.5391656568216896,4.262292883818391
-2.5379505447205437,4.237873234404084
-2.5318743418978347,4.240120419567502
-2.5286204783648074,4.2396291384038856
-2.5283698611682377,4.235381153595538
-2.518233059208601,4.179695433444581
-2.4973908473255655,3.956637638729318
-2.488395354140885,3.82767950845105
-2.4677576513261443,3.4666459782765306
-2.4644251762186555,3.399259846403751
-2.464405344863516,3.397729866906677
-2.462937555116972,3.362301022146448
-2.452393605588032,3.159335580475133
-2.4521333677748514,3.128841657246909
-2.4460749242381885,2.9910813712408877
-2.444194345007912,2.964561272428668
-2.4209452838562373,2.418102196522209
-2.414844975905959,2.259429921248418
-2.4075599957891947,2.0895179946167803
-2.401852861964794,1.9524834790780945
-2.401113665608093,1.9350964357044407
