n_harmonics,base_freq,magnitudes,instruments
6,2.144008903679842,"[-7.59889447e-01 -9.12944789e-01 -1.81766380e-01 -5.15860126e-01
  1.54950968e+00 -9.34948898e-04]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'>]"
x,y
-2.9952263984309466,-0.8200815007079536
-2.994220292361056,-0.8375473607001805
-2.9837477942784485,-1.0533241499566361
-2.97790306503619,-1.1639673905996941
-2.973800634737155,-1.249259031598617
-2.9525855719781506,-1.6626176076048824
-2.9436998092338946,-1.8148745088689948
-2.9432689009530786,-1.82365359119274
-2.942247413172344,-1.8446818204605195
-2.9394463685783894,-1.8876259279220071
-2.929468626816288,-2.0471173590251484
-2.9277639690247965,-2.06922441252804
-2.9266258227101627,-2.0945667125851375
-2.918587088974081,-2.2033701257691396
-2.91007951188619,-2.3103806239290567
-2.908062037471147,-2.324338795826589
-2.8851801833827095,-2.518727216030071
-2.8851459709743708,-2.525586147073928
-2.8791107682353454,-2.5518394305491845
-2.8678202604324383,-2.5773900017960356
-2.8658673987227177,-2.5761470138461298
-2.864662820291044,-2.5828431571753923
-2.859720660599862,-2.5836217099225656
-2.8525286222680055,-2.560441163804983
-2.8496671476763344,-2.550666309299128
-2.8469917252869448,-2.5469848953222964
-2.8403063932724244,-2.5006819814812693
-2.8384769079478467,-2.4911559970577124
-2.8362387299939336,-2.4800988369687684
-2.8146029622779114,-2.2428833404973414
-2.8114742788803073,-2.1965003744346365
-2.7915285059677553,-1.853484833562283
-2.7836001611361456,-1.7028406637885631
-2.779020552692487,-1.5896102593064776
-2.772116542109649,-1.4381501632944158
-2.7718773236018746,-1.4338950547354923
-2.763178837228179,-1.2132802341453097
-2.7602172426693423,-1.1344051496782919
-2.7584247016378773,-1.0843454527555685
-2.7535171340844258,-0.9672159192807611
-2.7481939470805954,-0.8212223731684896
-2.740706750945577,-0.6094934446471154
-2.7370077515369955,-0.49980601570120475
-2.720780950628444,-0.019136588845262054
-2.7172841366878986,0.09296484408131428
-2.7116895049428322,0.2706372173831547
-2.7068296732808634,0.4136459935650937
-2.6995115903815283,0.6361617852171056
-2.6878483956936465,1.0028345052328422
-2.685534418988216,1.0806711762982983
-2.680928929851987,1.2155151061698135
-2.6804126448312813,1.2395372623198992
-2.673831005071028,1.4265254754855594
-2.669121916510056,1.578039962885619
-2.6663958377629013,1.646306236982276
-2.6641780852272205,1.7266786063410153
-2.658018543406512,1.8914422132028623
-2.6518253968468457,2.0657153217708335
-2.6390842528487615,2.4027150969581506
-2.637446746225064,2.4307490026114587
-2.6340127615627837,2.5256343763350255
-2.6311670667161646,2.5999497670610765
-2.6310284370867683,2.6009561324477755
-2.630922775875259,2.6057119589285174
-2.6223800614989767,2.7997577725496834
-2.618958927856572,2.890714962089558
-2.6125781275926867,3.024149757862264
-2.6075272560517395,3.113960782471414
-2.5999973354501957,3.2642463480555346
-2.5965165209509817,3.3221864143648783
-2.5822776221546695,3.5506632952163324
-2.5796861001720846,3.586978520124945
-2.5767067084677615,3.6197828838858306
-2.5713389538666043,3.6823124398785336
-2.5649126112619647,3.741879431465369
-2.555420639082207,3.8209732922226665
-2.5537945933365376,3.83161725906742
-2.5412949188242364,3.8947928127196842
-2.5346404282909396,3.916136425254903
-2.525229658715026,3.923956176913388
-2.511493084212125,3.9043176340481223
-2.509647426102874,3.89357363961725
-2.5026437265462835,3.8599210116853135
-2.5023703834370243,3.8605524194203613
-2.500438754512392,3.8597785122567134
-2.49097629350546,3.78858746704745
-2.487272198637284,3.768925353602379
