n_harmonics,base_freq,magnitudes,instruments
10,2.1666605550383116,"[ 0.69280837 -0.14601484  1.13643114  0.05396777  1.69481573  0.85680875
 -0.10757726  1.72110944 -0.34256558 -0.90362146]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.999758851628226,0.08297412510432986
-2.9825416239255302,-0.5023538347980527
-2.9730941240461615,-0.8007236716903998
-2.965107321866599,-1.0722429792564225
-2.960845964106139,-1.2028405135620452
-2.9476788297162706,-1.548918401567223
-2.943089819229415,-1.68489379317986
-2.939598925307409,-1.773597536098186
-2.9365289438487188,-1.889758043600339
-2.934064745343508,-1.9403945658799215
-2.9206518368450944,-2.2257688178071384
-2.9127058468321834,-2.424658483883863
-2.911092045449166,-2.4441077215881863
-2.904517446109063,-2.603493513048981
-2.900624927209611,-2.6807781929207075
-2.9004149880534333,-2.6855065369135134
-2.890354798581053,-2.8671784599982626
-2.887697901219167,-2.892143549481439
-2.8714943623301528,-3.1441023569925934
-2.865396984324236,-3.18058487729458
-2.8503147413139303,-3.3469715387629013
-2.8466275137280856,-3.356323192894764
-2.837746733116779,-3.419138630638677
-2.831117213787925,-3.4384388492332163
-2.829753456774313,-3.4469322114404286
-2.828146911518891,-3.4807484820160743
-2.8275138965754136,-3.4723242288924494
-2.8130475778784225,-3.412033614914538
-2.812308310485843,-3.408823108900262
-2.797326222794048,-3.2437250253250145
-2.7938082859073017,-3.1984691690621667
-2.780687946796961,-3.0050850525996893
-2.766398769535252,-2.714978182267856
-2.754692013240217,-2.474670065713232
-2.7529477972880514,-2.387759915446875
-2.752775763134995,-2.3753567622096394
-2.746296726404487,-2.1679702593264616
-2.7388417231825244,-1.986566166908722
-2.7383554852711245,-1.9620409663480318
-2.7363426644878284,-1.9146320669217824
-2.735878674326713,-1.8891260094490268
-2.733643709620151,-1.8558441852774945
-2.7330062497881302,-1.8204702919962756
-2.729531283691144,-1.6800404118879837
-2.7276337978218366,-1.6724184733011984
-2.7260628574514216,-1.5712622325708587
-2.71738822729352,-1.3397068906956773
-2.717094016431181,-1.3164290712012037
-2.7158769597565673,-1.273628776817083
-2.710651685939265,-1.133810104151787
-2.705972662885089,-0.9883824110664168
-2.704851214604671,-0.9453950398175727
-2.698800404194186,-0.699408394243349
-2.698087750407309,-0.662807959457602
-2.688882376274118,-0.4151750632308058
-2.677414495080945,-0.11099996848564106
-2.6648610565885273,0.20419537575750563
-2.6624424993599645,0.27159900345487586
-2.6557007505326427,0.4452757116325876
-2.6515652454794703,0.49633131385456114
-2.6390141248059726,0.685134835851366
-2.63410438039049,0.7489744150606474
-2.632699288905119,0.7087040052534325
-2.6317942793479414,0.7707395395808432
-2.6278229554695107,0.7824497216100808
-2.6268565925512104,0.7561637827854574
-2.6225071760556107,0.8155566339913208
-2.618180601551627,0.8194918362806437
-2.606414261624261,0.8481022721411553
-2.5950407009336494,0.7285537608672074
-2.5944736685444783,0.7640502124126045
-2.5902515690171626,0.7220981316893186
-2.588634379970209,0.6939966733389683
-2.587689133656548,0.6709155944000379
-2.576803136699418,0.5277484153113421
-2.5742845858694157,0.5011657764799831
-2.5730414399991246,0.48728506400574084
-2.55567376608911,0.1657665538188989
-2.546308923418641,-0.004544004682781065
-2.5456613858150057,0.004190454426481922
-2.543627308350179,-0.11218770518168733
-2.539181488921446,-0.1564467993498511
-2.533221791688529,-0.3215020044527661
-2.5325793407201687,-0.28693645940327217
-2.5311883451653183,-0.338089070618875
-2.5223808768503684,-0.5125809918876157
-2.5055096429142876,-0.8800479246246615
-2.503998787302259,-0.863306625055326
-2.500656604694853,-0.9647013729041686
-2.5005697682795303,-0.951892907698167
-2.4983730346183997,-0.985635180482099
-2.4954037384075685,-1.0560349048469615
-2.492245444112375,-1.1412123849653073
-2.4897413490527738,-1.1237180673378881
-2.483822928687758,-1.2116176946492836
-2.4769338003055985,-1.2882713760720086
-2.471297032673761,-1.3259705700013873
-2.4647168101871415,-1.4657712534605272
-2.455902314400628,-1.4561520748511567
-2.4490864749771015,-1.5394182150541442
-2.4462960440995385,-1.5734202601109704
-2.445584296370101,-1.5654597769198226
-2.43564311810486,-1.4998439407558166
-2.426977530456524,-1.5240954703126464
-2.416657019946866,-1.541315250747689
-2.40845411909087,-1.5048572907570863
-2.4036032918096923,-1.4759986530996327
-2.3930297287814692,-1.418123427141571
-2.3895234179769616,-1.3795191248738636
-2.3871065756232053,-1.4009910391288525
-2.3824078608861528,-1.3666753276510164
-2.370345821595083,-1.263997866566344
-2.3690186488964864,-1.2627412711838935
-2.3681472319759687,-1.2910846246200396
-2.3670973519236673,-1.2687063752457473
-2.3595803359310747,-1.1846943818145057
-2.3572744961676397,-1.2009376921130284
-2.3518000547058766,-1.1494520813372138
-2.345274832974982,-1.1296147392464244
-2.338270799034821,-1.0935267763070613
-2.3163494689608837,-1.014505264905608
-2.315920736696402,-1.0330269439326998
-2.3135897222612547,-1.0268123040724046
-2.312699062457222,-1.0191649769333229
-2.309074156728676,-1.000343797345458
-2.3028231240975146,-1.0042407167242748
-2.280982326285928,-0.9167653384654194
-2.2808509288506755,-0.9650987921011946
-2.273933772443388,-0.9080042580524
-2.2670062804371183,-0.8632271768342685
-2.263817204849091,-0.8509142045694088
-2.2588015210954255,-0.8225476396415528
-2.256673278325242,-0.7829540856418047
-2.253255500600506,-0.7901911801156217
-2.244785994468746,-0.6833313386309167
-2.2260984271310367,-0.48694629399555206
-2.2003136130049987,-0.05448425208716957
-2.1973168844890973,-0.02557115854844577
-2.1917241957371267,0.08922898590086532
-2.1876616505128617,0.13893780409556322
-2.179624719469299,0.40759076725218807
-2.166221244276507,0.680460349980376
-2.1351860485824865,1.4215955751646394
-2.128627712687205,1.5519510700530716
-2.1266167746214197,1.5720417050196804
-2.120898688649146,1.7056314083815718
-2.118696159101215,1.7163953748872023
-2.1180886162276984,1.7712815940484536
-2.117175514505432,1.764713595543454
-2.098766390056099,1.981825984254381
-2.0963407782923484,1.9846063887699972
-2.0899209440933286,2.066886570896426
-2.0871317282852253,2.0864813992272278
-2.082224736167567,2.086704684276636
-2.0814988172100373,2.1023826882016197
-2.0787333568311217,2.1193852020043344
-2.0759861968875253,2.0455709714993704
-2.063770050585941,2.0393584496658548
-2.0390464944026165,1.7124321449147917
-2.0381504227139624,1.6910951439173032
-2.0351962446723055,1.6268330525654966
-2.0316341237391784,1.5522886301886927
-2.02838483424015,1.4820406191479123
-2.0261211394134655,1.4432029560473751
-2.025844172925641,1.4421025477799294
-2.0108705849529995,1.040346921658571
-2.0015615618148015,0.8206263304082873
-1.9984139278139,0.7003063266037217
-1.993904788178907,0.5182039903978342
-1.9903531850377025,0.47906675362089934
-1.9765961729044177,0.06248841107186241
-1.9764469354539682,0.08600065264749378
-1.9745396116793437,0.022148153219319733
-1.971835232531872,-0.05524518530314326
-1.9684484875201167,-0.18433123695917913
-1.9628220110245467,-0.26112485119002626
-1.962714794337105,-0.34567998493709273
-1.9615354361857762,-0.35833995791979795
-1.9535465495293711,-0.4937645185679278
-1.9506483596720778,-0.5599963657511253
-1.94637135501281,-0.6022372960843688
-1.9401479946724405,-0.7177050737292521
-1.9396235270103375,-0.7470412705528784
-1.9392717907377761,-0.7222491732660989
-1.9146962974561528,-0.9157059348058588
-1.912839969417794,-0.9352815982650382
-1.9121185544242816,-0.9181602065156971
-1.9113210503012987,-0.9270197180995412
-1.9090396157928444,-0.9496193602391421
-1.9076899489399068,-0.9417495555433723
-1.9034418549241034,-0.9428569446957547
-1.9002146997538394,-0.890318888266248
-1.8996671003562946,-0.9218763169340134
-1.898339892331942,-0.8975521344372721
-1.8982188246233176,-0.8518656483663035
-1.8959980923923425,-0.8876518220192563
-1.8836547466269615,-0.7015985895801888
-1.8813336357546029,-0.6708180483000933
-1.880932874196655,-0.6824947472727516
-1.8773074443640057,-0.602317006520081
-1.872990537719996,-0.5599512371311717
-1.8686717460308784,-0.458759335611351
-1.8472221240753022,0.012866022094463043
-1.846869441952438,0.06505109296039338
-1.845226902840554,0.0783726802417754
-1.8350036157084477,0.34565747598032204
-1.820263551994782,0.6738414588152466
-1.820087463285636,0.7333631049291996
-1.8139456259524416,0.8420588303571234
-1.8079593520533448,1.0121517257863124
-1.8023380767424524,1.1617354524771544
-1.7929328292545326,1.3196408016517054
-1.7743546256795522,1.6051268162146912
-1.760198212971578,1.7386713080904528
-1.7559241556123268,1.7473434600558202
-1.7430139762170156,1.765461311807316
-1.7394816295178008,1.7852158940843952
-1.73933859056151,1.78469145263842
-1.734838522354603,1.8114282520675136
-1.731995977936377,1.7997788580225067
-1.7318050926324795,1.7890587323194687
-1.7212236643196321,1.7087830046795234
-1.7201610878227573,1.7497176984666853
-1.7143010348393113,1.6857932285111077
-1.7107689935868837,1.6347676904130435
-1.7064223561848006,1.662077713931394
-1.7047773680923042,1.6189947582182207
-1.7040973998094846,1.7027451704501004
-1.7039359966452994,1.6215744871131335
-1.6996825747839333,1.6104055845623784
-1.680679662909595,1.4296607822192429
-1.6748187025943033,1.4319899947912675
-1.6683411292728283,1.3549648389940638
-1.6615654045740076,1.3432381315027508
-1.6584001147539829,1.366773368429983
-1.6505983497494219,1.3532829255798706
-1.649845766142709,1.395341895985711
-1.646809292300642,1.346604695341808
-1.643152948793382,1.39263515647707
-1.6417941233833757,1.3860380944904223
-1.6363968404067306,1.3934295115189947
-1.6280812358908154,1.467974647648637
-1.6254877671742038,1.515674536195798
-1.6233154469693793,1.5201415929768403
-1.6204874976582089,1.5724617643134704
-1.6204412195941367,1.5614204196033064
-1.616911073729621,1.618065137942693
-1.615568156891789,1.6243991683765935
-1.599956237714892,1.914339248033946
-1.592302628565699,2.0691038876072234
-1.5660965599196595,2.783375297713051
-1.5591849236441917,2.9326864346853037
-1.5567715982930688,3.0310431442646366
-1.5474421221657715,3.247899639510278
-1.5290486612794947,3.6304481025970987
-1.513995214019264,3.9021094834525285
-1.5035975032719406,4.010118900485704
-1.496419579150923,4.091779305732783
-1.4695099269896377,4.022311367101443
-1.4659667357670116,3.9631035938176775
-1.4551942808445264,3.795880073621451
-1.4544209289222816,3.8259657659907482
-1.4473570799353221,3.674782936758896
-1.4471558045821264,3.6490567776578655
-1.446630506956393,3.6215541124683246
-1.444898952262839,3.578210646147587
-1.4323982881848258,3.29630857964074
-1.410473122751563,2.691805591700523
-1.4089245205413947,2.6586085724004693
-1.4078970818245635,2.6410081059960775
-1.3899104764798458,2.0983920911994445
-1.3861611904912465,2.0079142212791052
-1.3856590491049543,1.9256303395572025
-1.379654749910747,1.8193418416210134
-1.3754524419356338,1.7337977335726225
-1.3583452339286364,1.3363148513361724
-1.355466032326911,1.305317211695886
-1.3473655219565066,1.1901481066816126
-1.342508023687988,1.1017582393204972
-1.3214510186930166,0.9886288893385363
-1.3092839368663165,0.9741895551958062
-1.307293308811883,0.9443271592687725
-1.3064119710701898,0.9576673694316686
-1.2956612235971772,1.0361561298217958
-1.2934943666498377,1.012220607036067
-1.2925825096931347,1.0682302677637523
-1.2910940662987633,1.0773847397936789
-1.2909554999626713,1.0779828181068332
-1.2859761763318114,1.1078252456933393
-1.2851933026932438,1.1132250009306182
-1.2840578075492393,1.117468156634565
-1.278537659099901,1.115754591523482
