n_harmonics,base_freq,magnitudes,instruments
9,2.86230853394047,"[ 0.73890689  0.92065937 -1.09268248  0.35098968 -0.05009394 -0.21836881
  0.04401355  0.67465384  0.39389347]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9912010975319694,2.363559207981239
-2.9903842176802713,2.3696532769793466
-2.985622461527215,2.4788530790253427
-2.9824918765490547,2.5397126128998306
-2.981889573802393,2.528682392690405
-2.9695462432929762,2.666001768932642
-2.9609096095633056,2.6571745207968616
-2.958613537585332,2.632968447264428
-2.9448858711715546,2.472175052143731
-2.9439280522449955,2.450160059881062
-2.9417408397345373,2.418142373061112
-2.941312218503752,2.39108627888225
-2.939346087804199,2.345159606888355
-2.9365895689299193,2.301744161981746
-2.933568273031365,2.227620955671657
-2.925033525653946,2.008843865818017
-2.9229752384063623,1.9159987803983782
-2.9200449097523937,1.8338411158636587
-2.9054965981715073,1.418387862665126
-2.9043694453129514,1.3939800287634492
-2.8986754581791776,1.2297452002111917
-2.8984361354734096,1.2208709769846997
-2.897780470938049,1.2171399416055646
-2.8862325803940085,0.9455808695238791
-2.869151729403014,0.6732738447316607
-2.86155449041647,0.6556897329890342
-2.8607830689798153,0.6638000435142453
-2.848009936668231,0.7667890988767085
-2.8471234573817426,0.7682234227615812
-2.8430837718330793,0.8410561163804904
-2.828493170998958,1.2103749741619476
-2.822173962817378,1.4581091289881403
-2.821846532390361,1.4474578230973592
-2.820695970085249,1.4755735919292639
-2.816046009320554,1.6849062892495792
-2.813688049327985,1.7847181292129313
-2.808079536180126,2.0353560723895576
-2.798142429316819,2.5305923542539035
-2.7928186706905986,2.8112100659601826
-2.7878164331212805,3.061729764725921
-2.786527069345837,3.1269828243353923
-2.7863976201959364,3.1398054097519563
-2.7711839694743117,3.9200663646434646
-2.7678218733630824,4.074158327230507
-2.7568579241638456,4.546519753218738
-2.7549819530124013,4.619181627193709
-2.747662893748673,4.856427615688968
-2.724462392033103,5.218649410007087
-2.716640513996251,5.175110759397265
-2.709941760981985,5.083178555032601
-2.7044341503092024,4.946899211800248
-2.701151909244627,4.853908660766171
-2.693611209534733,4.584320063564198
-2.6858907131445635,4.218606377577619
-2.678195911100145,3.795699629943359
-2.6763722481164693,3.6589068715953594
-2.6714760276175604,3.3503700348068346
-2.6686581693318505,3.14909624280597
-2.6682827522962844,3.1072151534902384
-2.666907148646491,3.020177199680627
-2.641228979509062,0.9612327597184742
-2.6392832093363605,0.7949843222929789
-2.6391598625926385,0.7812609383642044
