n_harmonics,base_freq,magnitudes,instruments
10,4.006768337936224,"[ 0.34484861  1.42166588  2.08150516 -1.25135632  0.24053379 -0.62963327
  1.94062985 -1.8566903   1.32497877  0.62702033]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.999742385265714,-0.18818282559449784
-2.987669657303398,-1.286793076817037
-2.9658649964816273,-2.9294778620137123
-2.9618861428426717,-3.0765755752176562
-2.959998838618702,-3.1233862910990204
-2.9479858179408813,-3.4603057918892905
-2.935249454776573,-3.2696582051865724
-2.922035373896829,-2.7239776876520128
-2.9102240120539644,-1.8957221601983343
-2.907059757167846,-1.6616798518120302
-2.903594109464139,-1.3730148564229856
-2.8994805571780247,-1.0058410287371065
-2.89392234919214,-0.598473190585168
-2.884602504635165,0.1732049655854223
-2.8811823008726636,0.4018355785675238
-2.8805045518260624,0.48960519616108805
-2.8684121098719553,1.152083383360157
-2.8656925260570576,1.3437239253800757
-2.857422356940054,1.6713628265277582
-2.8478752371166443,1.8391258122839096
-2.8467684593759777,1.8433153023766042
-2.8459845081951913,1.832598269944079
-2.8437965749026093,1.869818677180137
-2.841673184045003,1.779219687347872
-2.819025385956862,1.237421191471937
-2.812502718085129,0.993989683576088
-2.8054806984839926,0.5551646708623239
-2.7977584418826886,0.1294883048404404
-2.7951554274766375,0.014995011895447295
-2.7949235976598668,-0.052367238665899915
-2.7923231994565274,-0.21296820227337956
-2.784529959800336,-0.6549663490640164
-2.7838695506285243,-0.7047185486851185
-2.7755956945304323,-1.3356858721015255
-2.7733716693742654,-1.4312422102994746
-2.7680859615887567,-1.7529876513267586
-2.765335692043158,-1.9184475026781789
-2.7480679766715053,-2.8708955576762087
-2.745881017710377,-2.966834180436948
-2.7331137770743004,-3.4973900380408853
-2.7270684295113634,-3.6854955975461774
-2.706402962848808,-3.9371423134049928
-2.6937720774957876,-3.7752655968237243
-2.6897827763350124,-3.6605815165897515
-2.6888969131069858,-3.626906294261799
-2.68749353664559,-3.62674893688576
-2.6834022536994206,-3.3983469081243767
-2.677357156705849,-3.13561388415759
-2.6738319816482656,-2.9018074768585
-2.6619787658326732,-2.121847052962201
-2.6536791654038767,-1.3569482656518048
-2.6468158347868274,-0.7978947999612948
-2.6266016386178066,0.9735737162144533
-2.6189484908227794,1.4830084475032685
-2.6176638730914616,1.6069899330507338
-2.614859294083023,1.7307376969209685
-2.612451609032209,1.8428927762646785
-2.6007605237718656,2.3921201840529425
-2.5914387467162165,2.482059364816253
-2.583910328609166,2.4688949758141194
-2.582395823173072,2.40505179191858
-2.581804345258763,2.4058466814427404
-2.5722267479658223,2.0302090323653963
-2.572015871338661,1.9862649204191343
-2.5668652462320956,1.692906900538881
-2.561825273601282,1.4249000613983696
-2.5523190392519837,0.6751139278104848
-2.5444938597580977,0.06580502816160347
-2.5419551553399358,-0.13375553494571943
-2.5288512166128854,-1.221567391321058
-2.5245461844396386,-1.513837065626447
-2.5234627112479746,-1.5967312016749424
-2.5188109340594407,-1.9064865151282266
-2.5185192770011753,-1.870380666184844
-2.477012756983066,-2.521178886491742
-2.453952397910114,-1.279004719987719
-2.4479629703508996,-0.9093440309040993
-2.445247699930448,-0.7379737474287023
-2.4451888269864814,-0.7240914770997707
-2.4399874857325576,-0.3833623119901601
-2.4354785706910427,-0.142476601851008
-2.4195764584230917,0.7509328022405458
-2.407115721156466,1.2301880727566956
-2.3958554827135035,1.512024612943989
-2.394549102715418,1.5447768142669906
-2.3869445791259496,1.6405219063045045
-2.3813684411895624,1.7445442663445696
-2.372566619797854,1.7045315503330831
-2.3692844945042255,1.706559432813154
-2.3658313291922557,1.6704970847217389
-2.357129364323317,1.6698148454969721
-2.354097400824841,1.6330800269600878
-2.3532412435953347,1.622459403974857
-2.3523790304233723,1.6155961543529578
-2.3460738632481304,1.609171865476095
-2.3432732424579523,1.5465173729115367
-2.3405695412233074,1.5198361590250773
-2.333489734345396,1.475682972422624
-2.331334417444837,1.4433354929019107
-2.3186366141932098,1.323258519094088
-2.315144959637874,1.2497594571417143
-2.3063166248895532,1.13667116862465
-2.3061301461450983,1.1283080899425297
-2.3032948734815593,1.117919706532237
-2.3021977031028413,1.046801214814175
-2.301635999144842,1.0961079897895112
-2.298678329474307,1.0391275291163062
-2.296257927571846,0.9222347423037803
-2.2961083370688886,0.9380655478920233
-2.290942803881338,0.7789631498679415
-2.287152908410352,0.7307180894834422
-2.2735964216060305,0.22653278431964954
-2.2586284661567415,-0.36085826719209746
-2.2534664720455475,-0.7012431842787051
-2.251630732679896,-0.711027001434197
-2.2514272946165423,-0.6961734375916713
-2.2496128471405905,-0.7667510008438649
-2.2431568326297877,-1.068618857140822
-2.2278946936772854,-1.67220566426989
-2.224724695633134,-1.7709015445295553
-2.223080728268336,-1.831639270191636
-2.2194834503366367,-1.9257441066480265
-2.218897948541266,-1.8719760023405263
-2.2106415050107184,-2.008795095871297
-2.208256110945449,-2.034937137855234
-2.2038946680056704,-2.097664843247373
-2.195505396067472,-2.038472129181834
-2.1734047842641213,-1.721002596037318
-2.165653217182887,-1.497569020006717
-2.1641107065811505,-1.4663326377420545
-2.1518741686746212,-1.2536603346122592
-2.1489085025516967,-1.2639082596779605
-2.141323905484362,-1.179318876191648
-2.1372854334398177,-1.2036034285211308
-2.1338494387502474,-1.2420863113313567
-2.1260169240784412,-1.4929977516244861
-2.1229194233888444,-1.5406400303533418
-2.1226319478791753,-1.5087626595556767
-2.11902164628067,-1.6895486108827726
-2.111329189863536,-2.0088247302785716
-2.0949345735412814,-2.786899265137644
-2.0925314400255877,-3.025898771485283
-2.085305681473521,-3.3964774758454666
-2.085121072989103,-3.3493629304770365
-2.076909310705166,-3.684480490719242
-2.0744925321530987,-3.7983983516114574
-2.0724736225106075,-3.8431435249784314
-2.064185101925124,-4.011022267197081
-2.056667841896522,-4.004237396868192
-2.054869084844701,-3.9449420956322694
-2.042854889050016,-3.553630599419962
-2.0423988772876296,-3.545315260922101
-2.039822194018121,-3.366480812039533
-2.016819541748457,-1.2671166593439642
-2.01681592239289,-1.3070714641419099
-2.015081401665034,-1.0587273583792256
-2.013525250698904,-0.9216958226647537
-2.0116937134136705,-0.709317352700373
-2.0022885295902944,0.4928673306146494
-2.002155835302183,0.5172004258981076
-1.9831044254665566,2.6132463863674813
-1.9796252786691024,2.94483694222359
-1.9704018781494155,3.6534751740455937
-1.9637105554764438,3.9199594028613394
