n_harmonics,base_freq,magnitudes,instruments
9,3.6384176688888505,"[-0.31823963  0.18600172 -1.1323148  -0.65415971 -0.57448484  0.78718138
 -0.29234467 -0.88972127  0.2643188 ]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.979456276729299,1.6977598614288767
-2.9768495544915243,1.7673861833271993
-2.970462341955912,1.7280944371051234
-2.9648059112942917,1.777485310148736
-2.956619932256774,1.665302269098655
-2.951904154060427,1.6387882698312124
-2.9340430220977103,1.3187148957644463
-2.9133868322615366,0.6640252701194977
-2.9113206181984506,0.5790417186205451
-2.907361029917051,0.42846968307758765
-2.9044964385362038,0.2732372068751357
-2.8971241916109376,-0.0619122793623392
-2.8950258325271716,-0.16284628717707564
-2.8929782066969434,-0.20785581978721535
-2.8824263744627636,-0.8027591512665059
-2.8808522164734667,-0.8710434229568679
-2.865658452090673,-1.661078452836877
-2.8650133955400756,-1.6939872423118818
-2.8639354925252203,-1.7620391660321502
-2.8627254804911275,-1.8442949972914657
-2.861974246093681,-1.8716278144606155
-2.8546783037243646,-2.2206718804722683
-2.845055223058117,-2.606257592661169
-2.8406710836183953,-2.7866428048648264
-2.836860514001902,-2.8915728788311386
-2.8362010342539454,-2.8725948476587955
-2.8339945387291943,-2.9586946831080008
-2.831487012778678,-3.008464498869107
-2.8255663469044174,-3.1014459085892034
-2.81556862302506,-3.160105922610823
-2.802291142341133,-2.9619679719793797
-2.800517129982926,-2.8857769430065634
-2.7978599159259017,-2.8555027218225173
-2.7935691765199038,-2.6770253944564684
-2.787704000311046,-2.4300858378390817
-2.780149447964691,-2.0203525019944415
-2.778294719082314,-1.8872416503541292
-2.7729412414464925,-1.5764554304590819
-2.768386662595317,-1.2161467827575425
-2.757310623738539,-0.38800757388795126
-2.7563342316155497,-0.3163242190566933
-2.7446763914922747,0.6412073875140849
-2.744020335163876,0.6528319629829784
-2.7372113434525183,1.1795827430793695
-2.732954749542169,1.5354823948836493
