n_harmonics,base_freq,magnitudes,instruments
10,3.6584026218530417,"[ 1.52813811 -0.0073171  -0.16730974 -0.52443543 -0.81733239  1.2428303
 -3.03845563 -0.19007454  0.87288822  0.01304775]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.996375683231861,2.925451226855609
-2.9860947238469744,3.11318402818151
-2.9835551951601262,3.175990854911073
-2.982815315201629,3.1479539470072933
-2.976463686237289,3.1710152409533072
-2.9752615508406657,3.1648055907717785
-2.9533855831929605,2.766436468565106
-2.9455275751467007,2.438468411350276
-2.938940317897613,2.081308706003277
-2.9191575945601813,1.015158871167929
-2.9104804398497173,0.5295646919243311
-2.8938204926911286,-0.2557283416756628
-2.891328038269246,-0.3980856654443391
-2.8907433046648645,-0.35775042418746444
-2.8865452575103268,-0.5045733296626731
-2.8781557059716967,-0.6973044396992744
-2.874257911661019,-0.7779865842381005
-2.8719616065919666,-0.8210764995999733
-2.8713411092696832,-0.7986239326999761
-2.867808727831635,-0.8515538842496675
-2.8657815911234383,-0.8505398800233218
-2.8437445965674373,-0.7002184327237093
-2.839037853496447,-0.6573446968247508
-2.8326391881013744,-0.5421060835991769
-2.8289441033948606,-0.5162660111771176
-2.826754036125271,-0.4587629984388833
-2.8140252285887337,-0.4338209265430456
-2.813029071526442,-0.42417036912971345
-2.809917558652812,-0.46982231123882107
-2.800816482788239,-0.5323436315298145
-2.798968728942863,-0.5769381060833256
-2.7987944413312364,-0.5722676192940465
-2.790823033206256,-0.7592818438765937
-2.789533796989069,-0.8062520301256175
-2.7777482336144947,-1.3586993103800626
-2.7777322919998904,-1.3273247785436006
-2.77320812024937,-1.5645517960693776
-2.7468441656785956,-3.4049760023706237
-2.74035987607521,-3.90710710903661
-2.7369221016395553,-4.116112179022545
-2.7345456042983898,-4.275088090418761
-2.726831387226216,-4.748622183405498
-2.7026131320899376,-5.569891142018521
-2.6891923267213977,-5.521597799694188
-2.679176527610595,-5.239038410087231
-2.6744185498013557,-5.038956849231853
-2.671630272714959,-4.908182443056887
