n_harmonics,base_freq,magnitudes,instruments
9,2.016441907588416,"[-1.39224765 -1.59330443  0.31697306 -1.8298653   0.10470778  0.07613468
 -0.71995307 -0.64032318  0.35660995]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.993234997944084,1.113078018189095
-2.982314367234527,1.098956391715149
-2.9794211628461476,1.085339010558481
-2.977329403891959,1.0667661420034065
-2.972837896194264,1.036887133676511
-2.9701148399939044,1.0261330974282072
-2.962023368292661,0.9544963642717332
-2.9614645782289606,0.9588081374592305
-2.960784695958086,0.9501411808001579
-2.955374859051807,0.8913639232902231
-2.9528794311252335,0.8765127796648458
-2.9503434373868833,0.8418113386836499
-2.9458276399964696,0.8136510900128819
-2.944569018154839,0.7804828039487504
-2.9355182306658874,0.6888433213900511
-2.934201976436273,0.677584426238959
-2.926229255712528,0.5753633892063622
-2.916171462654594,0.4733726295325445
-2.915301597462137,0.44513993857403167
-2.912827566332113,0.4204194823160749
-2.910874409052035,0.40352837401303204
-2.905091984648509,0.3567542819423054
-2.904599777271934,0.3391457591205303
-2.898407905349619,0.28947002608332195
-2.8956347138030765,0.26504403769574914
-2.8817344117987496,0.18808238613852438
-2.8741932813807543,0.18223419667805735
-2.8692410675131974,0.16801071040945803
-2.8689856687774187,0.18518823351830938
-2.8645786128333626,0.18931837322711198
-2.8627635773240345,0.19640702805175964
-2.844976349993616,0.3347763965482259
-2.827475652890839,0.5957063714725718
-2.822600348306935,0.7077399312087189
-2.8152795133552795,0.8797053948890082
-2.808926140748089,1.0505222505336758
-2.803953446106587,1.1920852440950722
-2.793170084262867,1.533725970209199
-2.7921591746866703,1.563667610077148
-2.7915378702542704,1.5814196163831233
-2.7813676206046978,1.955113525677198
-2.780023523429591,2.0056117902159687
-2.766245851206564,2.5233822140194215
-2.7586134265763853,2.8320934922488785
-2.7553561880013158,2.9432345832423814
-2.7489676119529074,3.1928283303481586
-2.748891205387771,3.199777859499487
-2.7419960892787016,3.4695084089303094
-2.7232785479054864,4.0942501379908425
-2.7172172103223318,4.289824553531715
-2.7162206221574667,4.312366163919194
-2.7107881755608387,4.461336863973611
-2.7052985429103034,4.589026588019905
-2.7026435014538164,4.6504200746360995
-2.6925459249871926,4.808407074648993
-2.6768590335081397,4.93305159257994
-2.6722694342678226,4.923345843470952
-2.671913859342196,4.919445737111816
-2.664356610138396,4.867845128097547
-2.6602184366251174,4.831709295011552
-2.654696073709939,4.743132687409521
-2.6489557674804027,4.632978190682908
-2.6455339243118527,4.534640343575623
-2.639938903170095,4.377741575792298
-2.636936062149503,4.274774750119149
-2.635188388526055,4.220259091797129
-2.6289689376413605,3.97397092261289
-2.6132793275279207,3.2313689196555275
-2.6124889131309548,3.1754745311760573
-2.610765548243908,3.089794108964982
-2.609664957691156,3.015594732064536
-2.5878625204468833,1.612121286400728
-2.5762450111441977,0.7634389196355846
-2.573551616724756,0.5601729430182592
-2.557566277037547,-0.6744534012070214
-2.556560072506813,-0.7507670219422666
-2.554836578163287,-0.9092520615272892
-2.5529074215292398,-1.0642771510771378
-2.5521947916311074,-1.1198513542443005
-2.5467112621030954,-1.563727579359625
-2.5387665393316556,-2.1852416531549372
-2.5278044229492576,-3.0292006849445396
-2.5253781358967045,-3.1969689397879106
-2.5247112293774867,-3.239990900872594
-2.521489117860421,-3.482726749223749
-2.521054421399958,-3.523895912574768
-2.519004244260034,-3.6590937063449114
-2.5123655725241187,-4.116583464172048
-2.495601630518793,-5.139585625631152
-2.495187166526336,-5.171578160086007
-2.4849171444300877,-5.664164120333861
-2.4628044252904333,-6.4175289267926825
-2.4593459028979785,-6.492920068162489
-2.4529968390884225,-6.567825933067418
-2.4519976171728155,-6.591445629176507
-2.4512283285176144,-6.599581298128153
-2.442894067689866,-6.638018934112667
-2.439986505624197,-6.638591254390066
-2.4332470345698685,-6.588606002876605
-2.430636788061628,-6.552473153422382
-2.4179479412181775,-6.300599373117856
