n_harmonics,base_freq,magnitudes,instruments
9,4.329503687874263,"[-1.6401576  -2.21123629  0.1137766  -0.50913657 -0.84961788 -1.0414635
  0.16963224 -0.0585173  -0.84212898]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9966172267213516,3.151813892008945
-2.991616074733536,2.7857235896858237
-2.982850183669176,2.0444947436427747
-2.982549217315273,2.0411778645537226
-2.9719599870808286,1.0827577818525411
-2.9650573013455803,0.4975858773312975
-2.9551275011335294,-0.26492572434533396
-2.9543907676708225,-0.29707726132470763
-2.95196833054202,-0.37553348928180075
-2.945935385561622,-0.7689221467918671
-2.931338228821049,-1.1947223767924533
-2.9096179583448487,-1.0534435540478442
-2.900218299806575,-0.7740855619600517
-2.898197058995755,-0.6910657209289437
-2.894788094878274,-0.5957365263731574
-2.8864055233145667,-0.36437102153506784
-2.8860306162657565,-0.4250871629622768
-2.8837930804505607,-0.30874626788794945
-2.88347805055575,-0.2868429562586318
-2.8596603978377173,-0.2720378965900657
-2.8587392042425854,-0.28695465065006875
-2.856535650142222,-0.3349597663951578
-2.8555087224945765,-0.3292149218240576
-2.854120761483909,-0.3582459879934638
-2.849735828279835,-0.5220180825948342
-2.849478345556361,-0.5420688712361577
-2.8484704110960974,-0.5646734547134755
-2.841975262919256,-0.8850379660094766
-2.838134092841636,-1.0426093024851557
-2.833493924578712,-1.328002425978007
-2.833035837392667,-1.3757867174558314
-2.8321832822472497,-1.3817878392402936
-2.827180489150453,-1.7485056835139394
-2.8179554126869473,-2.363853240853367
-2.8178818430635517,-2.318850653796964
-2.817370258482339,-2.3907083049976015
-2.817225048854313,-2.3928899145919726
-2.8047727877819013,-3.1228381173011135
-2.7993641376959943,-3.357071287251796
-2.7965163745779718,-3.4420126627018153
-2.794760034899816,-3.4833614416336136
-2.7934354927855605,-3.491360925300638
-2.784882730648448,-3.6461544544921156
-2.779322271665664,-3.5901758839515434
-2.7681843626089506,-3.180947377923023
-2.767949519561302,-3.2156836578522663
-2.7654079356754493,-3.075710277376347
-2.7517315749570423,-2.01987304941958
-2.7503184222639163,-1.9189456282612898
-2.74806763094532,-1.7097434690729452
-2.7368751470732837,-0.5609303608261194
-2.736106177421128,-0.4759397548697952
-2.724937857264373,0.6573435729516435
-2.7210610850134813,1.0841040234350074
-2.7176223938074697,1.4031478142666602
-2.71258978174201,1.9245067394419784
-2.6984620332711797,2.9567429718176412
-2.697175301737076,3.035364720056024
-2.689471419400114,3.3360934030957132
-2.689084141211527,3.3596819301758334
-2.6864382334608545,3.4007632881989385
-2.682594064191324,3.450236229084451
-2.6797443870438937,3.4645209486688047
-2.677349949278127,3.459639278964611
-2.6529138189528867,2.667055754667884
-2.6469951163688483,2.3659294573039125
-2.646312506787531,2.3061865184587202
-2.6459658622081004,2.3476597808267834
-2.6444894581134264,2.2141822132044293
-2.6427484825864496,2.0990431965189384
-2.640422636966629,1.9544814287061685
-2.6311185969627013,1.4482661643878083
-2.619688493622415,0.9489400245007773
-2.6136146738101145,0.7227972313059444
-2.601735633529381,0.6203908560321079
-2.599392464829722,0.6574855044256528
-2.5867063819980407,0.8905548365278105
-2.5777052281472894,1.2333067970821288
-2.5770142761369197,1.2492025593798597
-2.5735423151496795,1.4983221317931181
-2.569926725348555,1.7131477794313479
-2.5676895427081936,1.7891783031282484
-2.56535700907639,2.0030755807966645
-2.563167709290961,2.063299981228732
-2.550406124473489,2.898639542573049
-2.5499083034468066,2.9129266321576055
-2.5477853718553076,2.9989015153670886
-2.5461002272409914,3.153461341929885
-2.5213981393323515,3.99041811978684
-2.5155658780115986,3.9867573259104776
-2.5140728891566795,4.051303331538023
-2.5073362539152297,3.946558740927426
-2.5022523892677055,3.8433699893125755
-2.501869996655789,3.8620511163395075
-2.5008220130826,3.7432632780313053
-2.500496462166466,3.7768825848063057
-2.5002432428147836,3.772750368157773
-2.496138154203838,3.6199280823313553
-2.4943598682666703,3.5350822676943947
-2.487902435320911,3.203795679517285
-2.4843918812513524,3.0290962903823297
-2.481872975877306,2.8747689430356065
-2.4746970134698723,2.4058233227794004
-2.4705773567468627,2.151032743348774
-2.4667282261073975,1.8591419078438685
-2.456177299350016,1.2160707554316976
-2.452299499751361,1.0229911379643208
-2.4486405569596617,0.7168217139943267
-2.4453262421298083,0.5689301642278004
-2.442967391293662,0.42646055823957646
-2.4372908990403443,0.20600953776895167
-2.4350164009320854,0.07929993317240379
-2.4349440539164284,0.06845915539081963
-2.429946133164328,-0.12290854267224342
-2.422577010600181,-0.365438928443215
-2.4127362748350567,-0.454749443685649
-2.3994379003158155,-0.40657810664494837
-2.395791680357294,-0.3029223449360073
-2.3950701662785794,-0.3270408274711316
-2.3828418217341767,-0.0728932135719855
-2.3819269252900686,-0.05622490150703813
-2.378070572723391,0.04855414467526188
-2.3670608195867686,0.3567619680586395
-2.3601736672436946,0.5740928073306122
-2.3558129545358595,0.6725707789769158
-2.349278851898502,0.8476639339290473
-2.345416531822953,0.8641015948578401
-2.339951309804211,1.0013823845522158
-2.3353607275799972,1.0624255857971576
-2.3176976557724993,1.1762024581463923
-2.3077968423082877,1.0587451852999052
-2.3032154685141757,1.0163651711840955
-2.3026133286074764,0.9705035363309753
-2.301814873142799,0.9671098429566924
-2.296110435408156,0.8870699149926958
-2.2915363763916177,0.7258764730204891
-2.2903953004496085,0.71702815737178
-2.283358523811808,0.48043004893986585
