n_harmonics,base_freq,magnitudes,instruments
5,4.08673661358457,"[-2.55972730e-04 -2.09623410e-02 -6.69241016e-01 -1.56120724e+00
 -1.45147937e+00]",[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]
x,y
-2.998940032787579,1.198325872323633
-2.990545515680417,0.9143252779586148
-2.9894003198691923,0.8994217283100145
-2.9879925571159855,0.866511019099526
-2.9842218844818227,0.7427485890889747
-2.9838675910094015,0.7413574368596753
-2.961110528970547,-0.17321262551604696
-2.9560635467688865,-0.3205543680055726
-2.9494482551941887,-0.6748384172725951
-2.945262227428043,-0.8305555402698347
-2.941030304602117,-1.0154871131610954
-2.9249936155592535,-1.7932287462197845
-2.923597542078533,-1.8270490299269588
-2.91309566151923,-2.235506563511717
-2.902988327504305,-2.699912810018752
-2.8991063926811855,-2.803679633780603
-2.8970574068159376,-2.8639673519364273
-2.896352105018753,-2.9598936347599367
-2.883878219702544,-3.2891201311817175
-2.883606112147152,-3.2911222709011017
-2.880885195036869,-3.3317592480212754
-2.8717547005267754,-3.504070243921697
-2.863329877175908,-3.690617187866963
-2.862741752331983,-3.6322826737669294
-2.854752169432924,-3.7950947499589947
-2.8510956666210134,-3.758581288360403
-2.849010460710457,-3.7766408587199525
-2.8442666019477816,-3.7293363600961342
-2.8387290962592964,-3.750394884957224
-2.8382950335397634,-3.710123879192376
-2.833635957335534,-3.6832448596441365
-2.831846958414714,-3.650537004144729
-2.8312766838281473,-3.6397715582752874
-2.830520690695543,-3.633606076016643
-2.827023373324713,-3.5723100421249216
-2.826494745500084,-3.586427614556017
-2.81451423491833,-3.279276396184508
-2.8134594201386616,-3.2858152092937334
-2.81126630681333,-3.227243743752762
-2.810439339132222,-3.207548529023592
-2.8023223371014527,-2.9402212143952764
-2.781065501117362,-2.0722933405245545
-2.781036917329572,-2.1128158180855303
-2.7809893615071593,-2.176445578049288
-2.7742558419819305,-1.7889121661769554
-2.7714990345365855,-1.7263834566345122
-2.770602733070518,-1.641179366955641
-2.7705871917679596,-1.636002954055752
-2.7703820780271027,-1.646763693161705
-2.7667410784003077,-1.4626662300197115
-2.766661133864976,-1.4158525955466583
-2.765803777480933,-1.413531453547163
-2.7641895685530216,-1.3501079184667701
-2.753640951305676,-0.8896802604286591
-2.7478743472952747,-0.5264615230602826
-2.7362382981945235,0.009494452959096681
-2.732912212305183,0.14771488075008607
-2.70993341597956,1.054851342230913
-2.7089289003142554,1.0159976535392137
-2.7066568006274396,1.1613586620578973
-2.695212718997501,1.4378820224604243
-2.681135782594393,1.7791469705474543
-2.6777667793205455,1.8472916789258294
-2.6777407461795666,1.803027924859135
-2.672934557958469,1.9395083088394578
-2.6694144896715493,1.9816094104528494
-2.667627726103574,1.9784828133787296
-2.6667281233329057,1.946420288201911
-2.6635676712264207,2.0260030973119636
-2.655015507047199,2.037865235408955
-2.650008713711025,2.0351587031315033
-2.6476104037898214,2.058188445000357
-2.6463655146614102,1.9888019954385396
-2.6237859867097186,1.8232222646759844
-2.6217542197617774,1.8202330994121405
-2.6143457985510965,1.6856234736526494
-2.613166270167369,1.6665200771194257
-2.6097715357380578,1.620818947389037
-2.6096114040083673,1.6369432836185631
-2.586243408500032,1.0892869116792308
-2.578307265990302,0.9549472878814832
-2.573394184068265,0.9296138312706874
-2.5689576233515403,0.7986601468002797
-2.5512147977075395,0.480618796353736
-2.5480814178852875,0.4825059669118187
-2.541689181831126,0.39907693000530614
-2.537675891142782,0.48172864487335937
-2.5368997454085767,0.39487208787234124
-2.5315567035200837,0.4519322052482902
-2.529604368507184,0.40490331918738975
-2.5184296863245943,0.37922731930303355
-2.5169573268709815,0.43133708614526517
-2.5104441545557394,0.48525146120298474
-2.504424316650292,0.531729962120401
-2.5030289988748575,0.5088052408474368
-2.499773378881886,0.6270867523663987
-2.491923981183949,0.7059379118345284
-2.490694445499085,0.6909899990655675
-2.4860321253324678,0.7824312184501342
-2.485620440959398,0.7921277905285017
-2.4743846940344523,1.0149896696137206
-2.474229059002342,1.0636490407003913
-2.47223487108798,1.085598237949718
-2.4703031941022764,1.0985270312287114
-2.4641061303990206,1.2377149896704611
-2.461585598155869,1.3335016675010192
-2.461306206478792,1.293191704393233
-2.4610021300945895,1.293853865510441
-2.460741361814095,1.2990853989727773
-2.4561813682756304,1.4383878097052278
-2.4428644414135574,1.78379887996265
-2.4401896297192422,1.841027730255157
-2.437167330318836,1.9556942745986314
-2.431132166182832,2.087026284995729
