n_harmonics,base_freq,magnitudes,instruments
7,1.0948608728125278,"[-1.10965316  0.2316738   1.24256159 -0.38414137  0.34388297  0.0749038
  0.91383739]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9996327870633,-0.34040417307046933
-2.9989886337603413,-0.3568764401422034
-2.997716801167231,-0.35280124541377683
-2.9948020189614883,-0.38369463376014507
-2.9763797500435096,-0.45342018264253175
-2.9564034894339404,-0.5311273230744007
-2.9559727514640777,-0.5368537714838584
-2.9438958978281162,-0.6000906466345203
-2.930569825217876,-0.6449570871162337
-2.9300274411317093,-0.6929420437748972
-2.9164494686414124,-0.7000079076502492
-2.9101367630642523,-0.7810418326017318
-2.903655512413615,-0.7546201252578811
-2.9030427057198644,-0.8064153492780965
-2.9012947472245383,-0.8310517480467027
-2.900694218825595,-0.7582309120717382
-2.8960921025751114,-0.8143570090762104
-2.8937351365025368,-0.8008040571560107
-2.8910688240853535,-0.8595545265675755
-2.887812583512579,-0.8340464721467825
-2.8743289426872427,-0.9204056405697707
-2.8703509098890048,-0.9318324363094547
-2.8690222225310062,-0.9290026894259621
-2.8459549776234447,-0.9983513679192509
-2.837261435589012,-1.031511419360612
-2.8293179761235683,-1.0348723273889697
-2.828721906465124,-1.0309114249565634
-2.8264272122151977,-1.0403930548896851
-2.818901916653635,-1.0489089613653293
-2.818002232383873,-1.0829258996159397
-2.8162287032706583,-1.089837355105646
-2.811044173761699,-1.0968598479172196
-2.8084219907709493,-1.0820934127365711
-2.7936622771965363,-1.1643116024820472
-2.788102219799571,-1.1749743626184763
-2.78486576167521,-1.1705844106157868
-2.7794501756748655,-1.1982397091155246
-2.7705407579994406,-1.2180869696262058
-2.769848684932941,-1.2086322125228595
-2.755444779735752,-1.2659172981288638
-2.7535481927413854,-1.3048147984776073
-2.751954323188559,-1.2881302380816755
-2.7498192029045887,-1.3026260772885045
-2.7406339658711563,-1.2880076427399483
-2.7368796099848227,-1.3240249047790578
-2.731143547220066,-1.3418944184194677
-2.728809886589339,-1.3377823249599525
-2.7217466418155096,-1.3792396899745658
-2.721548343450858,-1.3757893513811048
-2.7168643609623677,-1.3973070532055936
-2.7042345660356624,-1.397370437644819
-2.6982097188685996,-1.435013058382138
-2.6947207692310915,-1.437663872212566
-2.6904091239360053,-1.456046818739262
-2.685809574433698,-1.4536986390935043
-2.6833824875371923,-1.4747364376408307
-2.678404080531291,-1.4734380328231989
-2.6619986852185864,-1.5306811226063672
-2.658869577810444,-1.516134319490595
-2.6554355425778144,-1.5382123337302738
-2.631642117108372,-1.6070635166588543
-2.6271854983138576,-1.6364393638079069
-2.6254391379821618,-1.6432810186332196
-2.62375028541703,-1.6297345208683094
-2.614780243083323,-1.6249857579250027
-2.6143975396169985,-1.6746260469641332
-2.6091414064319585,-1.6717083184577113
-2.60784685633098,-1.6666206557619736
-2.607836852991455,-1.6887538434649092
-2.6024552267119914,-1.6631620773101115
-2.6022041229143635,-1.6886558148800055
-2.599952060978363,-1.6723843561629421
-2.590817837041361,-1.687909278794046
-2.5905400739189064,-1.7263291020906852
-2.5895273485443457,-1.6943144450160788
-2.588709562892124,-1.7060154047560872
-2.5873658919252116,-1.6770192376943611
-2.587265111132029,-1.6738040336931839
-2.5852111915383595,-1.723391693470582
-2.5809628614301627,-1.742531276006725
-2.574427404563057,-1.7517409368475392
-2.5695979237426503,-1.762138974913562
-2.5664285425305318,-1.781676778097091
-2.5625366513018966,-1.7713055033049054
-2.559088044412216,-1.78618866398105
