n_harmonics,base_freq,magnitudes,instruments
10,1.9471338714374502,"[ 1.15937157  0.89942272 -1.85517815  0.88910695 -0.05189849  0.99276262
  0.04773178 -1.46924271  0.88567962 -1.41948721]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.995876307631979,0.2424644384353803
-2.97529514320782,-0.43622202171399993
-2.973161492237578,-0.5176434940292606
-2.9647438629181018,-0.8562889971150164
-2.9621391446830456,-0.9703965329885886
-2.9322011268343253,-2.3258731791740925
-2.9289437699426157,-2.476749770191208
-2.908573107671173,-3.3734883724179743
-2.9007883990041043,-3.6817137074848514
-2.8990480782539807,-3.750339643357634
-2.8922752695244602,-3.98823124422694
-2.8841698412771954,-4.242209892833125
-2.879252962967986,-4.374702314010493
-2.862712824493283,-4.6833362903205495
-2.860798333064035,-4.707233115355598
-2.8589723361750075,-4.725302006568775
-2.858324620217191,-4.730060564211956
-2.8479935229294986,-4.773867365007932
-2.8355337676371315,-4.699285411702744
-2.831393285162605,-4.642588932468471
-2.808496106183613,-4.0566887673451335
-2.8045679394825793,-3.9118906546077534
-2.7830654554925083,-2.9180453156621624
-2.776969179759721,-2.585953513398462
-2.763251582597613,-1.7714492356578404
-2.760884080696843,-1.6245723003877104
-2.7606898974655847,-1.6153742328289538
-2.7606592934145087,-1.6124163363800679
-2.748441841141128,-0.8310874638784246
-2.74622323255977,-0.6906435555622095
-2.7330640918235094,0.1606650463184502
-2.732587015218553,0.1922316484751352
-2.7273886364775817,0.5277046567779273
-2.726273746288474,0.5949247443074452
-2.725045193648331,0.6722211350927425
-2.723490368332072,0.7687148886168297
-2.7208635738972777,0.9318266112164706
-2.7092094241290265,1.622752331005291
-2.7086373505645507,1.657124794631886
-2.7084127655344603,1.6705944521689853
-2.7002683710869366,2.110566075560842
-2.687227963877487,2.7376178405508624
-2.678653332560324,3.089619342166492
-2.6760536015354264,3.184008362789224
-2.675980035210559,3.1872911790492506
-2.673140759432996,3.282205792467422
-2.672161207403882,3.3186154058861908
-2.6721303565281582,3.3190700905598978
-2.651614938153386,3.7977229234856624
-2.6472426959770736,3.8554662615960216
-2.6458166222797592,3.8670009818688325
-2.644267619624393,3.8812759300029733
-2.628204400701471,3.897225297737041
-2.6216480310924584,3.8408781853418357
-2.619555908141451,3.813803220002985
-2.6189240208795708,3.807376065294857
-2.616575462416324,3.7736583671294754
-2.61090810244922,3.6679540614936057
-2.5985002667899435,3.3641048106227704
-2.5896550230453226,3.0842861057902935
-2.5779025113343152,2.6411345069966536
-2.576828104307953,2.600168431647235
-2.5697255549914635,2.303860536807347
-2.5645810542215246,2.0725739237821736
-2.552870007430887,1.5299928750137424
-2.547270706580785,1.2578895793733982
-2.5471324120940793,1.2508568670105547
-2.545268804565326,1.160320118193393
-2.5421782198119387,1.0105453680758782
-2.5395616603079088,0.8836280921901188
-2.5305913985430437,0.4493401349831256
-2.5114188746707713,-0.4410032806094149
-2.5068580869350754,-0.6394271382727998
-2.489362490211192,-1.3252998271991683
-2.4862771768664995,-1.4348114733608064
-2.480777935929818,-1.6134000980225733
-2.480403885801254,-1.6238928851092833
-2.467755034982091,-1.9731600976841523
-2.4658971178241615,-2.0172145025585193
-2.4593714414325487,-2.1545182051718745
-2.455080110608695,-2.2326309142957173
-2.4498380175306007,-2.307198708476791
-2.4461027104863353,-2.355330732718388
-2.4343366410274365,-2.4472205821298108
-2.4288615834589193,-2.4630962071996616
-2.42694478737884,-2.462886878067032
-2.4224227709898463,-2.4570843366728345
-2.4176742736390526,-2.4380077240548164
-2.412619477409759,-2.403316066125616
-2.4055784107302456,-2.334114884075959
-2.398183589336493,-2.234732359230323
-2.385704241330932,-2.0160875857397236
-2.3852748126181016,-2.0035806110368255
-2.3811024312638756,-1.915987726641254
-2.367371988734292,-1.5815119315017185
-2.355406066131067,-1.2496299439471052
-2.3491482793800462,-1.0620487933656597
-2.3479395685366238,-1.0254538015800014
-2.344291770908515,-0.9127253526620412
-2.3335090670460774,-0.5766827716639684
-2.3262700938905034,-0.34386759018584295
-2.3252354111818736,-0.3077377454027589
-2.3238396575599163,-0.2625016599739017
-2.302347420504574,0.41831100558966927
-2.298102757670504,0.5514823136036737
-2.297433943274077,0.5710227299976608
-2.2871855231423535,0.8752112615366282
-2.281852587165183,1.0268843025069567
-2.279800534545986,1.0851492291448797
-2.2741831539668382,1.2342073908081164
-2.2681219681212976,1.3940592545953814
-2.2587818466029415,1.6147332529562564
-2.2425614595041954,1.9442915867367871
-2.242199520121188,1.9484352957316995
-2.241612849078378,1.957484010445749
-2.239524608322835,1.9933359420607044
-2.237143397227491,2.031807213268207
-2.2332349006006655,2.1003470418920265
-2.22969542618077,2.145125262594003
-2.222449546282319,2.2451674869385276
-2.21103068376404,2.356244691918382
-2.203024257950857,2.408864443326946
-2.202824096667382,2.409230091800912
-2.1981723221031686,2.4325434083971826
-2.192159740460802,2.4460377415710215
-2.1792375806831585,2.450979590293676
-2.17765315010891,2.444920403609296
-2.170118656363944,2.4151782609062717
-2.1635657498147363,2.377819734765261
-2.1590781732299202,2.343909700964601
-2.154138379227768,2.300232935669554
-2.1525542258685295,2.28645910341636
-2.1431163074425745,2.1798512198664723
-2.142716438941198,2.1750809986259827
-2.137604899178709,2.1101393547396334
-2.130888087417692,2.010701228466309
-2.1302328591567674,2.004711462973709
-2.1181155055672622,1.8034986408898643
-2.110860914535339,1.673052641475033
-2.0846733059277183,1.150221551461795
-2.0826069265178644,1.104726103948884
-2.079954718873392,1.0485394366644216
-2.078060200461956,1.0092575294835213
-2.0741336112382776,0.9282676139236595
-2.072097134866987,0.8871094613747911
-2.0679209004734953,0.800470567122749
-2.0652204893608994,0.7474308241593036
-2.0616417704180563,0.673115067436003
-2.0615724254319803,0.6728787245149772
