n_harmonics,base_freq,magnitudes,instruments
7,4.940837579370884,"[ 0.56577261  0.2735505   0.1653589  -0.61970246 -1.84440352  1.31591025
  1.55312512]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9998169922597446,-1.7958087741739017
-2.997559353618491,-1.8539675014395747
-2.9909644855556365,-2.186443350686412
-2.9872623366232,-2.2961766086059865
-2.9791869266934574,-2.5736606683678946
-2.9724333589216427,-2.7005391445974105
-2.9699511244892314,-2.749385507757186
-2.9512801617032287,-2.546718053882948
-2.950611802240485,-2.5142576083866035
-2.9439909962654474,-2.2876946224773347
-2.9405753102472945,-2.1532070128734544
-2.9349655677063327,-1.8905379617196818
-2.9281131596087677,-1.4460626762920235
-2.921704913512415,-1.0249642075001477
-2.9150325861531825,-0.56885350942624
-2.9144435993255926,-0.4946888897053931
-2.9092518692043776,-0.1654564492023489
-2.893131160464432,0.891940076474545
-2.890497676283704,1.0648063379942738
-2.8887509820166946,1.1306682955584797
-2.888694121026087,1.160934958431521
-2.8754684244733917,1.6978447341039073
-2.8667208114550524,1.8711635996328464
-2.8650563799478053,1.854786195347635
-2.862719897768955,1.8974758077673048
-2.8621094539211644,1.9194166988994974
-2.8605415640206973,1.9027597377236483
-2.856433812478965,1.8811788006798402
-2.854458152002443,1.8220228848744229
-2.847750572591326,1.6815150013832172
-2.840769797641687,1.4226420839735312
-2.8392284924990085,1.3583532548071724
-2.835939885552098,1.1811908779868803
-2.8302538279831344,0.9086396287326175
-2.813869458723063,-0.1008062770991446
-2.8129917946011656,-0.15891393275011337
-2.8119516518758383,-0.2327368245992704
-2.8114645615341614,-0.2929356536789229
-2.787863306649604,-1.5643215133006456
-2.7846363657880655,-1.6864017071433246
-2.7818811333663866,-1.7759880008259756
-2.7812686436577243,-1.79820192814295
-2.779138746369113,-1.8715087411890385
-2.774229391662281,-1.9127443498976267
-2.7726139878462597,-2.0024148867649174
-2.7708401854278293,-1.9911521089961532
-2.7652576121256893,-1.966747265839727
-2.7480571578944692,-1.4927225072558499
-2.7459948228811797,-1.369164610702431
-2.7458119687960836,-1.3756494379221313
-2.7416088775821184,-1.1753956179525011
-2.729817479409216,-0.39757696105302265
-2.729340481142308,-0.35682569885596055
-2.7281054680435783,-0.27622860496781815
-2.7265763024433785,-0.16564587690072197
-2.7167789207947246,0.5808615125603898
-2.7022520408748942,1.696204756861188
-2.7002654492127185,1.7947183747312303
-2.696843267318952,2.07761397898375
-2.6957725907833447,2.134231261646872
-2.693131218417901,2.2931190566896444
-2.6911426635133955,2.418252431655874
-2.688585258577346,2.536493885072142
-2.6831138597911908,2.8004739296404404
-2.681420952666061,2.845768718281455
-2.6686956199062912,3.1629657035978207
-2.6669169456503647,3.1204162250479617
-2.6623934648522383,3.162184534175947
-2.6604380016441054,3.137491015818187
-2.6591432187777135,3.14424252781547
-2.6590859083348617,3.131050337952544
-2.6552914200940494,3.101848067779382
-2.627755142083619,1.8696536220261006
-2.6265224093902955,1.7687799391029708
-2.622489065203129,1.5229624977036507
-2.618697420664766,1.2763268955829932
-2.6177084277880986,1.2376546380450753
-2.613744622623681,1.0091593251833477
-2.6067085820669886,0.5447670129765324
-2.605654531160079,0.4895075576340722
-2.5965321474022907,-0.025844178641763364
-2.5957101742450686,-0.10105947712015603
-2.5932298093502224,-0.241174818092862
-2.5773923637725185,-0.727469156245703
-2.557950873039493,-0.6935854579555002
-2.5496089415882537,-0.42725783497927855
-2.5484820001804085,-0.3542004192668845
-2.54277485357901,-0.1348020352108677
-2.5418327766423627,-0.1396886653999519
-2.5312537421980754,0.5249463437552585
-2.5305594322936447,0.5117095529484343
-2.525232689478716,0.9280782729812198
-2.522135726831456,1.1606602415660685
-2.5138625892910644,1.7123539243592694
-2.5075865448869274,2.120007255544343
-2.50070004317664,2.572284478532657
-2.5002752380267466,2.6390095428942506
-2.4992901571715795,2.7114482677654594
-2.4897799139692287,3.2714818345150936
-2.4844472907623434,3.5515229372147505
-2.481545705958241,3.685765632200329
-2.4783296217891495,3.7828481175104933
-2.4770813289805336,3.8541836649276355
-2.468905619695564,4.126310527524176
-2.457181668751681,4.256065135960845
-2.4280142274603014,3.7428815366219768
-2.4224434461865663,3.488317251068778
-2.422304790922767,3.5424979348672845
-2.4099883024467994,2.903582674275344
-2.4078577615915138,2.7703467092529745
-2.4023023959462186,2.466861708374938
-2.3975084933622943,2.2283392549944208
-2.3936298991947176,2.0007628377859583
-2.3692358032873004,0.5510784978037656
-2.3689107866276755,0.5012656977935226
-2.3619015987384193,0.1655441082525093
-2.3579832988818237,-0.10590830141052307
-2.357485766642829,-0.15165865203104556
-2.34811116503197,-0.6218224385690134
-2.3461747677815925,-0.7128704377891067
-2.3327794064202148,-1.4269331143678747
-2.3321603110756897,-1.4559603969023553
-2.329597218008505,-1.5542781445890845
-2.3257786205104347,-1.742580200175856
-2.30831241869306,-2.566653130333884
-2.3032366020683863,-2.7938481490289244
-2.2966630362360205,-3.030129890624147
-2.2888387146661158,-3.278972180960396
-2.284995396651166,-3.3931237473544273
-2.277168223657473,-3.520620719051266
-2.264814991336525,-3.7585096904362594
-2.2471010386554147,-3.6515773463251784
-2.2444769151279886,-3.6430519778281036
-2.2438011604618797,-3.6236215475989964
-2.2367370645056326,-3.374721353577415
-2.233439956115341,-3.3154533666672594
-2.232589245408464,-3.2813413077026126
-2.224578022763404,-2.944093448036908
-2.222739544186128,-2.882000100332842
-2.2013847463474336,-1.7013614641023196
-2.194450116042936,-1.267915044867732
-2.1854725922109184,-0.7417187614405225
-2.1835337613815278,-0.5777513929024106
-2.181667832517849,-0.4881117609832213
-2.1739682858228875,-0.03370706265664315
-2.168653191464653,0.23228597295741876
-2.161439833850745,0.5872421946177349
-2.1596926558706757,0.6709333685310678
-2.1545314896895285,0.8915938819621794
-2.150678764134588,1.039986511400089
-2.147608088949456,1.0934945528199795
-2.1422322027420906,1.2120180016888153
-2.1292677326683567,1.3421468497094984
-2.1282527222790915,1.3472244900300314
-2.1189630382859885,1.2881245711179379
-2.102281507809117,0.9749583628612972
-2.1010158507833205,0.9314721425101968
-2.09744651066689,0.8075030583829298
-2.095791297521759,0.7670560380214706
-2.0939613546170497,0.7426206351343071
-2.080735189024266,0.34473000440334584
-2.0772366397989845,0.20909497059586735
-2.0768662585090274,0.15041324457320218
-2.066272175331942,-0.06239350344863898
-2.0573289047386263,-0.2724202627105703
-2.0564612791493095,-0.2875799704988804
-2.040258028093013,-0.43810903093110365
-2.021399521505705,-0.3500607737652709
-2.0039842372513195,-0.1052726904339853
-2.002332306412304,-0.08542882458060855
-1.994986141642242,0.014572521277351522
-1.9816695018808341,0.12426798581439198
-1.9754971559890229,0.15849793306764898
-1.9575884986523873,0.0932091971920688
-1.9542947571885723,0.08495951204554571
-1.9540008681804408,0.06764765960860766
-1.9511321665755594,0.012767707994631864
-1.949038539126951,-0.016451498484843757
-1.9399569803129848,-0.2192956921581875
-1.934211644906669,-0.3611795961305452
-1.9256463527366394,-0.5908589339318873
-1.9233256843200974,-0.6582165523158215
-1.9218304569987266,-0.6905281598677033
-1.9165539022200841,-0.826821423005611
-1.9144385933107881,-0.9348507671359285
-1.9107732494000182,-1.014205993030561
-1.8987709841382447,-1.3196676138847951
-1.897880718719538,-1.2940279946887678
-1.895770852798959,-1.3252230386662796
-1.8869978001108758,-1.5134879061876754
-1.8831773510451209,-1.4950281810628043
-1.8809803309855029,-1.5378246693337134
-1.8808530244048676,-1.5116248781750132
-1.8780280626231995,-1.4789577430215906
-1.8733418259506678,-1.4942458714165083
-1.8717824045020803,-1.4771202746772198
-1.8649633987618128,-1.4176619195274485
-1.8432090115198059,-0.8570075445374
-1.8375488468445014,-0.6600255144376507
-1.828087237381675,-0.32263785512411275
-1.8175930885021196,0.011626349616585967
-1.810562829456049,0.23213256854284056
-1.7911592713975772,0.5144612834055502
-1.7909095998098876,0.5397430553620557
-1.7812507832783921,0.43586669444122766
-1.7790118062202014,0.38782219111162447
-1.7776550537690716,0.39909416696763994
-1.7686817147038685,0.16962916096096944
-1.7646230746933482,0.07378017850168128
-1.7633685778678454,0.0028825586672294318
-1.7587815526066066,-0.21440033965634575
-1.7495072898811346,-0.6590552722622905
-1.7440092269557352,-0.9134786284136212
-1.7436274122270514,-0.988227211028371
-1.7418526242446633,-1.0496327732173432
-1.7309103369566299,-1.6316599804389733
-1.725301499543322,-1.9317517635158015
-1.7236127010582698,-1.9713117654908492
-1.7170592766705448,-2.2613631015321194
-1.7092359807995374,-2.5163504060233244
-1.7025420105692317,-2.669159522792898
-1.701643087924672,-2.6897934276919777
-1.6816674336038162,-2.615840821426564
-1.6673545388404747,-2.0435711115671644
-1.6631547413088539,-1.8587304642977074
-1.6576553384231432,-1.5526171823469443
-1.6425608029178562,-0.5273583490243351
-1.6409901256230297,-0.4194337712829589
-1.6408146951190428,-0.39440970226640953
-1.6310235157774369,0.2792703008990797
-1.6307342724124203,0.3232749558247254
-1.63019904562993,0.34363290690386744
-1.6180213595174324,1.112419190322765
-1.6176604007979136,1.110673153017996
-1.6136423746353088,1.3113653479476615
-1.606367329426198,1.639923495933477
-1.5963623365147808,1.8807270647122962
-1.5886101545849518,1.8680788842711247
-1.5855581836383545,1.915585242914916
-1.5821261366943011,1.8813763624606552
-1.580366518584062,1.790711914711974
-1.5799494549690545,1.7955344683580465
-1.57530668252967,1.6757546586630858
-1.5686934000356414,1.4421314607866553
-1.5668742892057037,1.3301412188236412
-1.5635969714580105,1.1696517209445068
-1.5569393939629368,0.846884717721894
-1.549343103328926,0.3587878422261249
-1.547857206751991,0.23142417349635142
-1.5435427666697068,-0.03854630831163697
-1.5403281610000195,-0.2503381116319693
-1.5331854026484448,-0.6498606514097064
-1.528013157496851,-0.989978983821989
-1.5201251226140162,-1.4139918093645736
-1.518577438528054,-1.491900437840442
-1.51612261172499,-1.618630597221075
-1.5160535726369295,-1.5392661025396595
-1.5126526497856472,-1.6950127350794781
-1.511279386180223,-1.7743183346197098
-1.5064605033060199,-1.8948750456467436
-1.4933275105949269,-1.982661484782772
-1.4818922995827102,-1.72287769589753
-1.4818911686400813,-1.6821789769834248
-1.4781610375890875,-1.5688231976005342
-1.4745962560491075,-1.407264421014752
-1.4687162544489276,-1.0595703337277909
-1.464504216903032,-0.840366982080491
-1.4551155041522896,-0.14599014186392476
-1.4407807611268566,0.957837604664113
-1.438414423268571,1.1035786375274703
-1.4337795482187847,1.4786668350413505
-1.426751046501789,1.9216422108090145
-1.4120814231760233,2.77011606070831
-1.4103319262701255,2.8044161446036866
-1.405934204174258,2.9576849444247477
-1.3853441411358798,3.110694972372606
-1.3746623494722896,2.7912321182778896
-1.3735692955284193,2.790983979727778
-1.3548750772742628,1.7695099699070251
-1.3461725815976158,1.2250585436299015
-1.3418782704386165,0.9983323325018458
-1.328091734463657,0.11586745543002656
-1.3196291546916008,-0.27816645984443167
-1.3167243588417212,-0.40465195605584686
-1.3164086504922075,-0.3988915762278874
-1.3058585539877459,-0.718835630894107
-1.2886876718950384,-0.7463949835723808
-1.2731030818691762,-0.2560805399077075
-1.2694435593114666,-0.053312967259167204
-1.2673335955618201,0.0419057180995908
-1.262163693923032,0.36102806107883995
-1.2598050401353396,0.5461702389600324
-1.2592675129187274,0.5520521571495397
-1.2489057737729654,1.2247782612954188
-1.247221587800878,1.3637011031365467
-1.2296055392433132,2.5889818294580067
-1.2199901045194166,3.1135599845972193
-1.2182253374912708,3.259878610060601
-1.210688842108747,3.647631030674776
-1.1972762194073796,4.135512221778077
-1.1851136756413754,4.269741361554293
-1.1824790140004229,4.2610775525594065
-1.1777021948770243,4.251692474580084
-1.1487300053631888,3.4030311155580124
-1.1441068992154169,3.2128751487354004
-1.1434871709551482,3.1794823905688987
-1.1383025110016745,2.915133834203029
-1.1361154449753847,2.7993746993207487
-1.1314383045740106,2.5000419368086075
-1.1256085814560177,2.2307374455975544
-1.1251074686989047,2.1551386653363207
-1.114481825068113,1.558979205564399
-1.1032012557166238,0.8746524452785013
-1.0948451390105314,0.4256728581285143
-1.0906519026026342,0.1548946149759356
-1.0777481593798646,-0.5479789338982772
-1.06291273554352,-1.341483642110155
-1.0610617999935217,-1.4302623685906943
-1.060797767244791,-1.4389161572204883
-1.0593348657957025,-1.5386903217051873
-1.0444527855556467,-2.2873719298054103
-1.0267433220700242,-2.9996063136711104
-1.0094115129321017,-3.4779350025799367
-1.0090767083820864,-3.4996812238675936
-1.0060976843518838,-3.587977206750907
-1.0060057183868265,-3.577390261155151
-1.0045407496459942,-3.602573922345702
-0.9970878562850571,-3.698553729350001
-0.9968086801247482,-3.683290987819489
-0.9747159982251885,-3.6868920628200477
-0.9711328092432883,-3.5898095972784447
-0.9683345611779544,-3.544634010534006
-0.962286529999469,-3.342904795217595
-0.9577432422413561,-3.2015794280253846
-0.9558642603199603,-3.109297409943406
-0.9495277307183771,-2.821834869599177
-0.9444578221929998,-2.589565864501006
-0.9331996669694167,-1.9050138264668492
-0.9288817357019585,-1.6793934692563943
-0.9242220753616981,-1.3529257553824576
-0.9033961305428857,-0.11181411749100112
-0.9010283561439572,0.06648736183911882
-0.8983434530135783,0.13693827961902855
-0.897409738106894,0.2505788184388521
-0.8966103572105197,0.2789001035601616
-0.8947936624102151,0.3427871355061935
-0.8946561826473172,0.34551611776086266
-0.8895580324119399,0.621405298934703
-0.8816143295381522,0.9507313333702205
-0.8739552400055248,1.15117015157727
-0.8726743094342058,1.19028073387048
-0.872662513613216,1.185374690189394
-0.867939487065323,1.2703743476462481
-0.8503492477525003,1.273279248813205
-0.8414442915995899,1.203816785008988
-0.8333060313343603,1.0232476645453752
-0.8321933957117702,0.9472929145804219
-0.8274974547776957,0.8629513653404803
-0.8072268604435537,0.2760706548856599
-0.8012493633809807,0.10250567447519676
-0.7983723310769895,0.022548874009319472
-0.7949872985978406,-0.08702594867616482
-0.7882806776893512,-0.2328809071470157
-0.7619623034897023,-0.4632220261506345
-0.7558088809365424,-0.43723042428220565
-0.7536063663477996,-0.38215735569882314
-0.7445008055170477,-0.3110089254714782
-0.739470211686263,-0.22699259225126464
-0.7310730171050297,-0.12285981736765264
-0.7253297027290646,-0.00668267719047512
-0.7249697950737439,-0.026970178816101795
-0.708897578181146,0.14216187911167186
-0.7026461231048158,0.18938359138481953
-0.7001646910579211,0.17850610531370034
-0.6890700796208389,0.11448470023072936
-0.6870255667840324,0.10272907674418326
-0.6865552340224506,0.09759594702287111
-0.6771547952653876,-0.041782606032796085
-0.6749894696785299,-0.06163391254862977
-0.672796019922798,-0.07957277239213587
-0.6555252632788955,-0.5483736976897732
-0.6460109803791707,-0.8114754724486533
-0.6433915461210682,-0.9005877670902415
-0.6412175303343917,-0.9573078007980722
-0.6244876194480886,-1.333810445041381
-0.6192514802783045,-1.4135431283961442
-0.6171238592106967,-1.4465062306741647
-0.6161953380131013,-1.4740926680419963
-0.6153582835961355,-1.4795359949433655
-0.6152133841944565,-1.4914169500748993
-0.6012206512112974,-1.4772784915205062
-0.5995718196386939,-1.5091769824991654
-0.5899106661412477,-1.337990230994631
-0.5767760588953168,-1.0128112663448312
-0.569489601789785,-0.8056623577235681
-0.5564235885028062,-0.30695901004162035
-0.554659471647228,-0.27044930947892387
-0.5545810854058528,-0.23420331827803023
-0.5540826133006407,-0.24587049935073335
-0.5398758736755682,0.22700347731826725
-0.5324610233360412,0.4028539683302694
-0.5305120694276981,0.41945849818944003
-0.5220820964734951,0.4793315865916778
-0.5207480763172065,0.506921560580366
-0.5126446016292121,0.49095504535232837
-0.5101060064013847,0.4309708406398738
-0.5039496849835792,0.36967875653730603
-0.49837618679648976,0.2043944210627973
-0.4890377491582676,-0.12973595418421202
-0.48705121025983455,-0.23473172774274745
-0.4841786750767998,-0.3566282886171705
-0.47765806043856873,-0.628267699930453
-0.4719987289626806,-0.927329759322756
-0.46760019274031706,-1.2057393273598365
-0.46552467330546055,-1.2809573890800836
-0.4537139058017079,-1.891491976340315
-0.44985977611825945,-2.065956848518156
-0.44162533166565154,-2.4008867053745195
-0.43631950104386696,-2.514593381169641
-0.4255626890310982,-2.714794022730566
-0.4139331729322109,-2.6923200687848525
-0.40020915399269086,-2.2473927703911465
-0.39264452686469875,-1.9397843473439393
-0.3875298852974467,-1.6129061245983143
-0.38324058633815383,-1.380071467576845
-0.37836606546557316,-1.0587543198819398
-0.37133209843121495,-0.5261295732731696
-0.36305772977257833,0.009611136134653225
-0.3441184130944137,1.2028316758775999
-0.3435453321959998,1.2112423638480758
-0.3416630961874878,1.3562633793954701
-0.3411540405352431,1.4088127442678327
-0.32981520370195927,1.7958570923946062
-0.3114951322246342,1.851950010150537
-0.3041874714329107,1.660619380061182
-0.3027699220869655,1.6237950736028222
-0.2919875043730249,1.1699551724671309
-0.2845828040964262,0.7655595799865728
-0.2842998387715987,0.7490952425221372
-0.2810875097482701,0.5403890669723953
-0.26917578833997213,-0.24103416967680424
-0.2629695367110543,-0.5738737144696808
-0.2622288592672777,-0.6183098594785208
-0.2618861585633008,-0.6596860867149127
-0.2521817253239984,-1.2162967090916876
-0.2478008472284916,-1.4469386703041374
-0.24421024952855852,-1.606921257303999
-0.23093178561373762,-1.9367005217639734
-0.2290159399275895,-1.946078981977143
-0.22061455913142858,-1.9423845303201903
