n_harmonics,base_freq,magnitudes,instruments
10,3.470509846761122,"[ 0.31018031  0.93001089 -0.06834433  0.41944459  1.42951817 -0.0487646
 -2.79998575  0.37520184  0.53983592 -1.27612293]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.989300419177267,-1.115757049635768
-2.9864053015378884,-0.9026196937328248
-2.9862100516571988,-0.8618640422294361
-2.985950716723143,-0.8833702563969943
-2.9856972426414394,-0.8892426473220815
-2.978433199250606,-0.3663645812450456
-2.972623911973527,-0.05876331802632465
-2.9693980808660614,0.12051367414573165
-2.9601946781162756,0.5321774795651814
-2.948456919760531,0.8022040444911492
-2.9480349649727255,0.8190393893524459
-2.942470628621062,0.7571215402478932
-2.9395653527009165,0.7351644993463603
-2.924202173899297,0.2068213829858619
-2.9192051895108673,-0.10195401866276185
-2.912519183107249,-0.5672992295483282
-2.9124137488638286,-0.5792310801926474
-2.9081428985567586,-0.8917743952309566
-2.8968025406396203,-1.9918034414668275
-2.8953820685709313,-2.0982574445872193
-2.8848820236193973,-3.08205814801677
-2.8799518710669725,-3.4980135060334914
-2.873959749719179,-4.035201900328011
-2.872511730296197,-4.081788102603301
-2.8676876524081543,-4.470637810700406
-2.8622116570005134,-4.77439239491193
-2.8616765803173774,-4.82933445014731
-2.8613839212448293,-4.856419363552034
-2.8523418686623545,-5.179618591814324
-2.8447473323143093,-5.265438686365109
-2.843619375993527,-5.295564307000279
-2.84199554730519,-5.27839877767402
-2.8378963111328073,-5.196974804442022
-2.8364696080620297,-5.165793929043836
-2.8216519354708676,-4.505567668535508
-2.800878188867957,-2.6407946966529767
-2.796586498940744,-2.1950912984575166
-2.7960050871384783,-2.140837010705311
-2.7951904391271496,-2.087108936415067
-2.7886400121565447,-1.2545464432025033
-2.78781251263713,-1.1787809508995546
-2.7874507665670882,-1.163601291246973
-2.7793611205983044,-0.2641925442837661
-2.7781777865160526,-0.11898633577801268
-2.774631607752201,0.2167477354210504
-2.7567840557969605,1.7323651630247474
-2.7553848221333137,1.8330523072661793
