n_harmonics,base_freq,magnitudes,instruments
10,1.2447582373203656,"[-0.64962672 -1.2582354  -0.70860264 -0.44517689  1.2570158   0.29913432
 -1.412656   -1.47091559 -0.37055131 -0.73316729]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.989266000699353,6.554047443934871
-2.9873671533906023,6.489482375354259
-2.987105183722795,6.456070518939008
-2.9837910931889318,6.311970031250115
-2.9812323420654394,6.238231028318256
-2.975832094345309,6.062127759858281
-2.9750327471292843,6.032313190929575
-2.965287561988223,5.65584076128373
-2.9603923432872006,5.403676586149393
-2.93754273662784,4.456037911154988
-2.926182097866574,3.8779767880455673
-2.9228894966051477,3.656090911886237
-2.920183059899199,3.6118048091028436
-2.918721546994982,3.4927297654057394
-2.914973414097849,3.300261907590901
-2.909950728478692,3.1263771101178106
-2.8565862750218205,0.6163765026251787
-2.8556799991730832,0.6075566947353874
-2.843290425411494,0.05739904219919298
-2.8418875182136407,0.024520678221592093
-2.8409418544487663,-0.03188667258934828
-2.83725226755438,-0.12408148043542257
-2.8361480625480837,-0.20713798533349315
-2.835046789971946,-0.22862946905912876
-2.8344842609914416,-0.24390156498567558
-2.8244262562757143,-0.6645697810953638
-2.818296600622923,-0.8110785549723438
-2.8047330496256917,-1.2601591152841758
-2.8003044696414614,-1.3822618584470405
-2.79382411492887,-1.5698597031590433
-2.790725326093816,-1.6458896879215785
-2.778562843600821,-1.914752310839467
-2.774143234106001,-2.0208103562294184
-2.773513833208993,-1.9998399784418972
-2.761981649688374,-2.289352474140018
-2.747710274002623,-2.4168796520014233
-2.7391720778036026,-2.4630196615663333
-2.7390664581897615,-2.5736427909316544
-2.7351758693909582,-2.590221282706206
-2.7094427641355434,-2.6150931830143938
-2.7041145863383544,-2.6357948287408863
-2.694995540838672,-2.621378820146877
-2.690244385106856,-2.611355676177203
-2.689451159092763,-2.585745278086486
-2.6865656173771724,-2.6248099714926028
-2.68577337484588,-2.5973790377186283
-2.6813243552529604,-2.6174085028417786
-2.6716044844834776,-2.6181947768178744
-2.670128563933574,-2.4991307644312486
-2.66592925432557,-2.4434205960483433
-2.6626924406487307,-2.417677955201147
-2.6511847629244514,-2.339025220544753
-2.644097942585252,-2.307638594963682
-2.6438684631365748,-2.2968668640602212
-2.640022662301727,-2.1808686302409743
-2.6291920188091646,-2.0483825579394215
-2.6162489276492717,-1.8707054937572924
-2.6023355926469622,-1.7414860503464444
-2.6004566032578786,-1.706132864457714
-2.5965334255045764,-1.6668136407877046
-2.589611892361095,-1.4872572978774121
-2.5872522884885885,-1.4902885096812166
-2.5870951702563825,-1.496580470204595
-2.576349638425287,-1.363607559122037
-2.5629187882466384,-1.1777522580694295
-2.560484936610913,-1.1257152793685103
-2.556922021235489,-1.0904926235941852
-2.5539237516555824,-1.047245902547759
-2.5538832553505744,-0.9663586361871223
-2.54372982996713,-0.9412214297743973
-2.533419968970571,-0.7616044295203835
-2.5269171399276775,-0.6899214434330964
-2.514104274370135,-0.5546734854763751
-2.5097757834164307,-0.5246026644709716
-2.5092683348429383,-0.5401166029393368
-2.4994605862037385,-0.3648236559149256
-2.4990185081239096,-0.3946862489921199
-2.4860806840564162,-0.24859820611846245
-2.483949349824202,-0.2415297106872098
-2.483141865352464,-0.19915848133568104
-2.471343677841532,-0.18463316434897487
-2.468141265385492,-0.13569451776227057
-2.4666763006705077,-0.1430472257428038
-2.441271887270587,-0.013566888839850851
-2.4217814700275233,0.1236376622694744
-2.4215024293673073,0.13742712096674725
-2.419199096471603,0.06776474227323152
-2.412501921228864,0.19501544084059744
-2.4070008118941413,0.12114861833112982
-2.4041255925550016,0.16355633789987806
-2.4012828359684644,0.13771287183920278
-2.39322252995028,0.17365187465840554
-2.3928160720815894,0.2844753512116336
-2.3908424862891726,0.259593529423539
-2.3900217228428104,0.23817392578593372
-2.388443008790154,0.2681920239346264
-2.3797495711246057,0.2755001967321947
-2.372028995668636,0.3124055221782566
-2.368586458545577,0.3141900890331418
-2.3668818873726387,0.337656935516156
-2.3667834795474025,0.3673248968642143
-2.36483387126765,0.3744763103579724
-2.3647472990981315,0.381171499564261
-2.3643640598684748,0.30362261866896556
-2.3619005843820453,0.4084598142762836
-2.354903260998755,0.3433372982773167
-2.3536115542313882,0.4042710383958661
-2.3412170150738953,0.40626515287279635
-2.332382265033555,0.4400481232460417
-2.3265253167167144,0.4919749853759338
-2.3254702409227335,0.492475044278873
-2.324587097980363,0.4701208182630884
-2.324137208368556,0.47944094713296953
