n_harmonics,base_freq,magnitudes,instruments
10,1.385049787619518,"[-0.73388047 -0.26743979  1.19443267  0.25272181 -0.548668   -0.87763861
  0.63494201 -1.06604776  0.50421478  0.66798557]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.993558895071296,-1.5344864698739984
-2.988467378563807,-1.557753045116548
-2.9855327630888384,-1.5880470742969333
-2.979038021238552,-1.6085198021251559
-2.9624777110084657,-1.645682505414088
-2.956364223196232,-1.6304358206208138
-2.941848137988387,-1.5654416055881644
-2.909843758013068,-1.2725494801927277
-2.8983098830033143,-1.0705354043881843
-2.8916372763233458,-0.9747785553460191
-2.8783430043193734,-0.7145617542146836
-2.877719927343742,-0.7311140079188161
-2.877626428303218,-0.7245456931797193
-2.869578270849402,-0.5462601058547104
-2.865695849229665,-0.4787875679421093
-2.862721629033115,-0.399156247168328
-2.8532615182881824,-0.19087781079386132
-2.852234828521427,-0.1804490536086211
-2.8455353035156086,-0.0029807031224418495
-2.843442425248974,0.04765877233391709
-2.8183736386190086,0.6443174611486496
-2.7945588608020944,1.2302829713191783
-2.7904261819096488,1.3377047979582195
-2.7892271913036204,1.3498689111979005
-2.7861503571215502,1.4203806987603829
-2.761097046561372,1.8567821693829847
-2.7609223742749545,1.8676667576143131
-2.7565435623761374,1.9323153431324234
-2.7558932732437262,1.9344592298327312
-2.755589783973387,1.934169672900425
-2.7555717318165787,1.9370450664778707
-2.752374650002229,1.9876917687853504
-2.7472711092407756,2.045038334778448
-2.7467057744470402,2.054534456373323
-2.745408663663401,2.0753896153762263
-2.733098032605861,2.1717682406194134
-2.7318269630579923,2.192470603255985
-2.731680127460684,2.18894484948229
-2.7271740666800106,2.207845005992156
-2.7173935709909935,2.213579996516017
-2.711872843121724,2.23603306466414
-2.696778000443752,2.1723309191397675
-2.6964824048249696,2.173021513898083
-2.6877457801812126,2.0818055140537726
-2.675714662446662,1.9304650431098471
-2.6716008389848076,1.8761203668999757
-2.6593263847257695,1.6341854666587396
-2.65771589926593,1.614337346751436
-2.6539482723700907,1.5213379658550539
-2.647503975922361,1.3646085458859483
-2.643645938460824,1.2805228450573194
-2.643318719761192,1.267838212061811
-2.6418605904999,1.1947714752910203
-2.641253121841609,1.1738752867831872
-2.63862838313186,1.1142989305827742
-2.630214573780162,0.8676336282071204
-2.6100887108618247,0.17752121133849255
-2.6044963399089305,-0.02192411807150968
-2.6010472884628335,-0.18205589226397934
-2.599640451076065,-0.22421003242011353
-2.5749426092301055,-1.2238969471455345
-2.5698452805091683,-1.451991747796867
-2.561197226557737,-1.8096578259107439
-2.5593415516041573,-1.8962760534681005
-2.5490222659415775,-2.333633537113658
-2.539940924935585,-2.716747054910623
-2.539475085947635,-2.742777943437372
-2.5217018749074973,-3.476152073921699
-2.5205557716299345,-3.5326417675056243
-2.519845598076919,-3.5505700193741223
-2.5185343894265015,-3.591274821498227
-2.518060577595749,-3.6416399637136565
-2.516634244414809,-3.6509801722131416
-2.502029126798617,-4.201248809745718
-2.49895929446106,-4.327427948635431
-2.4512566983058948,-5.611749841431624
-2.446207924739098,-5.697193700839941
-2.445530024463989,-5.715901187349717
-2.438331856759035,-5.806546561401993
-2.434017707147337,-5.883660890447603
-2.429716472680938,-5.878049345623879
