n_harmonics,base_freq,magnitudes,instruments
9,3.9699894980935237,"[ 1.35937116 -0.24489539 -1.17272103 -0.38622097 -1.70017228 -0.51535091
  0.46931598 -0.93255095 -0.36222739]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9908595963925535,2.656986736232223
-2.9903482920973894,2.6636365683691543
-2.9767671999549705,2.2091980289311652
-2.9678793492569766,1.8770663615615837
-2.9642629503585516,1.749934819105284
-2.9590210628473512,1.5437941718939991
-2.9482474046786455,1.113553534725434
-2.9452191215206875,1.0360168595521642
-2.9432879871359443,0.9048963721071097
-2.938444377867784,0.749823616130156
-2.9333327729411742,0.5889507278580393
-2.930965212729309,0.4888067156993906
-2.919278888634814,0.18205438310380018
-2.9190682771190635,0.17040417444905007
-2.91349046739348,0.018281074789189375
-2.9082955089770026,-0.08091948248848066
-2.9011852374817666,-0.19102954547675
-2.8917973881994223,-0.23484080316615238
-2.8863481541160887,-0.20882745775827335
-2.885597148677146,-0.20997490262484375
-2.881796219106798,-0.18483328503752208
-2.8809166295840773,-0.20775408750900964
-2.8606225889319177,0.21329423307115997
-2.85978737373997,0.21231375725948037
-2.8584610319113257,0.25033287495536555
-2.855505841883863,0.38004948221700297
-2.852609783280764,0.45638915086521403
-2.8439807565268485,0.8241577397515436
-2.8406305628971986,0.9635305756638622
-2.8237145710763563,1.7546825669636683
-2.821519210876052,1.8503681827569864
-2.8189932030496605,1.9549851070799589
-2.804997383502675,2.5784582154214255
-2.802667291426176,2.67921429558982
-2.799016717619031,2.7756503790314677
-2.7936999973980767,2.9303298277919705
-2.779616340867201,3.1771430890710577
-2.775979870536823,3.2031504853681447
-2.762739651998615,3.0137248476147858
-2.758919882548457,2.828575620511254
-2.7491628659489202,2.4557109742675154
-2.739253555138011,1.9088895314755023
-2.739231014845771,1.8467921488196588
-2.7264156974688856,0.9347352580011757
-2.726160126664714,0.9140549595625983
-2.7239953764182374,0.7028619682126801
-2.7211288698010554,0.5026190477049465
-2.7156741614429114,0.03884238615789739
-2.71207631966817,-0.2354847310877397
-2.7108316437358697,-0.362020387000517
-2.6991743732565876,-1.3026112458213728
-2.697718146418948,-1.4345933251927214
-2.6969699091763366,-1.494713480702779
-2.6969271167175455,-1.483684854325245
-2.6941472151755077,-1.7215207333999143
-2.693394129004446,-1.7628805512234103
-2.6912885206939103,-1.8878139700594019
-2.6909436006833554,-1.9442152881677148
-2.6903540332866855,-1.9400725638566958
-2.6762265899519946,-2.7513120313975152
-2.6724739725938242,-2.877584943088316
-2.6704195732665865,-3.001898049955613
-2.6627639961311145,-3.123806428907566
-2.6592351285821296,-3.164937344643488
-2.6535823738497752,-3.153908352193861
-2.6503007804456926,-3.1661736716654962
-2.6501994357087293,-3.1641232930977417
-2.6470988705167784,-3.117106114095941
-2.6394896951048157,-2.8962136372573135
-2.6389167618419007,-2.862003695092397
