n_harmonics,base_freq,magnitudes,instruments
9,2.827513260865728,"[-0.00180246  1.22203394  0.63220799  0.14105394 -1.42678335  0.59573081
 -1.12489037 -1.60303844  0.3402295 ]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9985783403404884,0.9129032446659907
-2.965541598170254,-0.37509792997323393
-2.9601863825251424,-0.6563974634157329
-2.957558878894421,-0.7920646997922287
-2.952793974430665,-1.0109515438126295
-2.950509775469537,-1.1505131829206632
-2.9256020073837448,-2.357726115413025
-2.916254399080338,-2.7019671192487205
-2.916171582452265,-2.708192902343435
-2.907538105711235,-2.9860844725799
-2.894542426279436,-3.260830095822923
-2.8922373463885727,-3.289269783450046
-2.891598411365967,-3.2542925839488177
-2.8880165987053115,-3.286143828509173
-2.8845754356700883,-3.323657700530944
-2.8738515896511405,-3.2084230313432185
-2.8732874695803003,-3.230325554998735
-2.8704734682555326,-3.199993149361942
-2.8559364688148543,-2.7967115523649975
-2.8518745494722104,-2.679075374099167
-2.8515684808395787,-2.6671388420956057
-2.850089280723421,-2.608167750004968
-2.8475251471464986,-2.4774746632884996
-2.826338713335379,-1.3868807218888357
-2.824549301956912,-1.3383951389669186
-2.818631425501952,-0.9780180651259411
-2.8162804457428687,-0.8573504050330036
-2.8049492241635368,-0.1529625406126438
-2.7969535552780336,0.2530783176695382
-2.7847972986641807,0.8702438574851005
-2.768113322591674,1.4931597379412287
-2.748313190283664,1.9239117117426374
-2.7440270668738487,1.9613062210137158
-2.743833481874171,1.9104243908123495
-2.7404903498648117,1.9336412446752536
-2.738045872352437,1.9593491938314354
-2.735635463456285,1.9035916657227923
-2.733756432943431,1.864706493921906
-2.731939056590292,1.8769273657450531
-2.7286064839666437,1.8158834587460198
-2.720789558318398,1.7117863758393723
-2.717062771219722,1.5511648763795738
-2.7141220920472895,1.533329672786533
-2.7126198423248615,1.4641181790277014
-2.711228515340344,1.421643293867595
-2.7076821977419026,1.2759985925632364
-2.7042698578933857,1.1717120726265844
-2.6981374510281,0.9887526735444763
-2.6980243318634916,0.9429006999712457
-2.6799424515006973,0.20048628760452408
-2.676504060605085,0.08162643230101616
-2.6692811195979913,-0.2370889500565839
