n_harmonics,base_freq,magnitudes,instruments
7,3.8558354905885657,"[ 0.18390299  0.33204079  0.29134974 -0.47986742  0.37400119  0.29580439
 -0.18885561]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9905655350029154,2.508336971916102
-2.9889423626147815,2.445193792273685
-2.9800931847229855,2.376374116120113
-2.9669325155661648,2.0989142784670847
-2.9611550311814057,1.9278477207918607
-2.9611465909294394,1.9799802075755781
-2.9610414289059745,1.9575953192818354
-2.958170336168565,1.8483253592488857
-2.956253659954274,1.8197965549654307
-2.9540194862178915,1.7538750371754666
-2.9509771962712588,1.6313333102446086
-2.947300857776118,1.478229627606475
-2.9291072639220643,0.8643957704377236
-2.9282027144265874,0.8022862724893965
-2.9249547137495204,0.690688537524645
-2.924078163770727,0.6737320441030958
-2.9228797049599224,0.5790183813879402
-2.922793219328115,0.5887730102960473
-2.9199438134444238,0.4926368620500723
-2.9165623411612045,0.3584150845437956
-2.9128116048853343,0.22481655432490905
-2.908489308937105,0.08944598860615385
-2.904870958787976,-0.11203875206898728
-2.8758940050643043,-1.0584207031291788
-2.8758032134926097,-1.0888014820685643
-2.8729675893058078,-1.148260474198953
-2.8687481845630627,-1.233263650300478
-2.8660766157376822,-1.3521658673012962
-2.864057341203048,-1.392348942284803
-2.853184336154343,-1.6731692571142749
-2.8493453362240757,-1.765591551585643
-2.844742768342667,-1.8685367833426199
-2.834894975731717,-2.0644657717034613
-2.832179677014143,-2.1161415404448616
-2.8253380653654645,-2.2112471265370357
-2.823990346172068,-2.225341288818356
-2.8226779348092563,-2.27165208029427
-2.819637457323042,-2.2961579203622096
-2.817676102791469,-2.3387229094391655
-2.815839675420313,-2.3804795880595266
-2.8062821337420183,-2.47891071007239
-2.798299685706545,-2.5532267740106414
-2.795400959779455,-2.5667040130688616
-2.783006054448058,-2.6138502078386785
-2.7567026511242796,-2.502445748245995
-2.7536452055946774,-2.482992469489978
-2.74472972886928,-2.3531740920743642
-2.7414398150263417,-2.271522686311955
-2.7366578369844037,-2.1854204381753033
-2.7353223998585885,-2.18615673047956
-2.7334478745613815,-2.1307177518921288
-2.720811344136124,-1.7887663953160746
-2.7205521033816495,-1.7786179033995446
-2.7184749170235056,-1.7307696851130712
-2.717590101805528,-1.7011598381830446
-2.7161175567508984,-1.6240460147261835
-2.7080583959034197,-1.3867322334634336
-2.7060291100239233,-1.3037872451937247
-2.693336831206671,-0.814832815752702
-2.692658430155558,-0.7934414676720601
-2.6841859117366234,-0.4407695627722595
-2.675513894355492,-0.10320258647673286
-2.6724349738298097,0.051325190966135005
-2.6691029539438667,0.19487075717442687
-2.667647581099799,0.23786080503594073
-2.661370637942916,0.48706164031534077
-2.661010401398669,0.5219477214504229
-2.6578461895948053,0.6503359645547638
-2.649380693689385,0.9735050502466411
-2.648738839136053,0.9639543807017089
-2.6445449321669727,1.100894834802447
-2.637063373043995,1.3555560650935718
-2.6237934242850796,1.6662614873248043
-2.618321333189842,1.7593654096425486
-2.611760852878453,1.8209148108481785
-2.6075039264131457,1.8284835518540032
-2.60675440652549,1.8864141715117553
