n_harmonics,base_freq,magnitudes,instruments
7,1.8865638549854724,"[ 0.37460003  0.18064837  0.16217154  0.82010621 -1.5744929   0.01200401
  1.25511109]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.989534531001942,1.175001208299619
-2.9864376981739986,1.1415329084395516
-2.9861615247069686,1.145023890376271
-2.9652601717667584,0.9426868519317276
-2.959591712523037,0.893236118122711
-2.953864787758928,0.8298003700479996
-2.95096812414047,0.8087448663382615
-2.9504180780839535,0.7953453224562081
-2.9488571639242838,0.7967916270131014
-2.930432336748769,0.6065662426197712
-2.922029046457873,0.5237313053877397
-2.9166086995424445,0.4555322344572668
-2.8928518282693507,0.20068476824524434
-2.8814072387032725,0.07677876419899221
-2.8797241861658085,0.04819727160121767
-2.8766918187707686,0.018771207111328757
-2.8722801578669235,-0.015936622426700194
-2.8714415451118023,-0.04528473569895686
-2.8625351440439433,-0.1401191411252736
-2.8618063626229198,-0.16326834211851157
-2.86144179461077,-0.16545135910309747
-2.8587171014942077,-0.19621815078155358
-2.8524596651549343,-0.27490972252560447
-2.8500880787745237,-0.31008916438521544
-2.849579873507766,-0.3181600229959176
-2.84385870885061,-0.39271088705958623
-2.837693547538692,-0.46427391766369214
-2.8357576552201436,-0.49314315728541847
-2.8305036439636106,-0.5527947470466081
-2.825820751672632,-0.6115401691232543
-2.8164707572899426,-0.736384158102758
-2.801705915230407,-0.923038065245763
-2.7915201811408936,-1.082375029361133
-2.7883874556051964,-1.1109208011837883
-2.786748575017374,-1.1401540804452746
-2.7794912671585763,-1.2309706327191572
-2.7791753582359817,-1.2395640152256704
-2.776166965258958,-1.2731042557893326
-2.775196365537039,-1.295391290833352
-2.7703193761848244,-1.3651414991972044
-2.7681747557196026,-1.39107995328899
-2.7654010671954192,-1.4326097220256102
-2.7568353922467477,-1.5264674147030903
-2.7490963567255653,-1.6291138091876565
-2.742493690216654,-1.7194214316116856
-2.738356573313302,-1.7709391853346916
-2.7377085595869928,-1.7807938281867306
-2.737145047398272,-1.784409202523938
-2.7348035899709746,-1.821696271241051
-2.7234482742221697,-1.944978575438105
-2.6932321612627774,-2.244156401846498
-2.6928295304562875,-2.2639575330834356
-2.683637034152939,-2.3249416340030318
-2.6765916290322256,-2.366968178000218
-2.668585065010779,-2.406124145945674
-2.6650650294044747,-2.425464563500172
-2.6548013139001547,-2.4687462210993747
-2.6539815017739152,-2.475862868631948
-2.6462576703987324,-2.487257443710602
-2.6459739629973367,-2.4856854091991845
-2.6360152392603062,-2.492779367919526
-2.6352346228518244,-2.5023272896484725
-2.628096228053424,-2.4980301697077194
-2.613472319792914,-2.454733849625457
-2.600053410482907,-2.388578265572606
-2.597955922484704,-2.3888897273109153
-2.597667993715598,-2.370721993636344
-2.597149458908371,-2.3805888697621844
-2.5834518931041686,-2.2822685593221115
-2.578227179243732,-2.219753334316166
-2.57127295665134,-2.1618003416583993
