n_harmonics,base_freq,magnitudes,instruments
7,3.1826010321781815,"[-0.73266593  0.21219761 -1.46449428 -1.02261552  0.24601075  0.23454336
 -0.51465419]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9946607587361873,1.948407553464355
-2.9772754367038656,1.4762504490299586
-2.9680853187741896,1.218747100887706
-2.9582728280062223,0.9380847455237197
-2.954610586440071,0.8097599345234108
-2.9506794974377373,0.7082862801607717
-2.949223710905345,0.6770298054266839
-2.937993689440565,0.43228545574028976
-2.9369328456972723,0.4094447185607763
-2.933240344521108,0.3107089478016177
-2.9134939193351137,0.050298546779280376
-2.910873132480119,0.060372071591838966
-2.9044271359348848,-0.027966570128950735
-2.8941182934815965,-0.04971982319194816
-2.8921322063756363,-0.05499484033037911
-2.8815221213999678,-0.047347592242918284
-2.8685504810757116,0.0860001087710452
-2.8626259050301313,0.11030003231939195
-2.859368705405571,0.1290576009073587
-2.8517361447677523,0.19745471524234
-2.851529900373289,0.23077082593282397
-2.8423976217536415,0.30967321944201787
-2.8401239405930028,0.35291576375134975
-2.8361066481872608,0.3602132675653505
-2.8342539315577975,0.4354316818572029
-2.8240664095715724,0.4619287136748155
-2.8231463351086927,0.45831248244546796
-2.809089315672952,0.5314345496109041
-2.8043965328806237,0.5289094444141934
-2.803353263434955,0.5361021471290098
-2.8016889208801956,0.5160807164071927
-2.7977427225132683,0.5294349658162928
-2.7808556061536165,0.3450165472178759
-2.77291858605177,0.2515795593359326
-2.7716450210039945,0.2648025163063478
-2.7672021207583697,0.16240554987576786
-2.762312783236914,0.10050570597220171
-2.760891214010516,0.05124156546687833
-2.756817449995224,-0.05299579238064466
-2.7566266665875183,-0.03848126009574401
-2.7509770313540503,-0.18610497806975485
-2.748836438305906,-0.24263040034325242
-2.74859568304793,-0.24956631114694333
-2.7410837527539202,-0.5023304404540381
-2.7353179316300706,-0.6570091079909198
-2.714987671496339,-1.3715254816948825
-2.7078451393649168,-1.6057302211742552
-2.6999540513482225,-1.8468686315548684
-2.698347743529416,-1.9106583013602667
-2.6976327505006186,-1.9333774151541214
-2.6946295159739035,-2.015391367138216
-2.681188501997924,-2.4241139227708297
-2.663048777185364,-2.865659003233174
-2.659580924325671,-2.891951671885844
-2.6563304890277624,-2.955563344233075
-2.656143506194714,-2.9258858653984046
-2.6348380506844533,-3.037277161254747
-2.625991279451627,-3.0370391096340152
-2.6163037196773296,-2.903113741029969
-2.596986340934758,-2.5683407863276857
-2.596755723204394,-2.575946144787809
-2.595774956938797,-2.5445832797085886
-2.5834233773932977,-2.237142520410354
-2.582363724481575,-2.1643802291487546
-2.5798918760257,-2.1169230090186835
-2.5774990190103626,-2.0242658638460753
-2.575093233671454,-1.9232525534659501
-2.5739921813176716,-1.883603424648991
-2.57098063338152,-1.8663752256186183
-2.570555134997758,-1.8378026589020524
-2.562070874521062,-1.5868289782849418
-2.561022403578116,-1.5343665251652139
-2.5498239804271083,-1.1873727394423543
-2.5278976771973953,-0.6637514632164222
-2.524411858729783,-0.6019096344548988
-2.512812290788193,-0.4681287465981237
-2.5116897456160743,-0.45562527030860195
-2.50817900875891,-0.4024731666507828
-2.501646627936039,-0.37068834031248066
-2.4906518969830316,-0.3866824206721869
-2.4814958301345067,-0.48114699670008326
-2.4780632348130602,-0.5667659398272104
-2.4760958796464463,-0.6028297157718348
-2.467869798844592,-0.725675729869929
-2.466895861501898,-0.7626078317777972
-2.466208689597851,-0.7662465394517567
-2.4587572363270396,-0.941981399899925
-2.457824046899435,-0.9684920975824225
-2.449455599859993,-1.2165511552873993
-2.447356749620761,-1.3135507058177516
