n_harmonics,base_freq,magnitudes,instruments
9,2.3479349363954234,"[ 0.42028114  0.29632703  0.73973143 -0.75904123  0.29593749  1.49017006
 -1.96122392  1.14501743  1.08505547]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9936388023697855,2.1203517476388374
-2.979386538768907,1.8836152144807203
-2.9706846122804977,1.6744616142225934
-2.9673977139045453,1.5826332453554546
-2.965468989344039,1.5293208118132955
-2.964580899796313,1.5009045660561329
-2.9625645578267115,1.4428852000224897
-2.958464083410843,1.3161382547601375
-2.9430985730550763,0.7962461822434044
-2.9405826227897114,0.7043824213373236
-2.9404556730332168,0.7014916841380167
-2.9402654404565514,0.6950331127773994
-2.935592216232959,0.526814499296036
-2.9181905794189165,-0.07532814186120072
-2.9179907178505227,-0.08168630178644327
-2.9096053323505964,-0.344720484184012
-2.906022213794152,-0.4470351753457096
-2.89904494110572,-0.6318973969152915
-2.8965725486964002,-0.6952413584006445
-2.886722578403602,-0.8918210725829433
-2.8846593610459292,-0.9281866018509259
-2.884547968517485,-0.9290011899065472
-2.8815940779028075,-0.9716960311588909
-2.872937852626147,-1.059192347893303
-2.8696499049349975,-1.0773310691470406
-2.8644841197776474,-1.0919127910081652
-2.864235742947198,-1.0902558614521578
-2.8504911159172637,-1.0165678970625363
-2.8462106259623776,-0.9653958640577451
-2.8453964080137166,-0.9534365732693083
-2.8448336604628564,-0.9436691250543812
-2.8387429033169376,-0.8412848597296277
-2.838184001406338,-0.8287199034786256
-2.833792184518436,-0.732593241106444
-2.828779962310783,-0.6107961957631471
-2.8287766402461343,-0.6079856283488263
-2.8118248173214786,-0.07671619751935471
-2.806170652953928,0.13121650536386378
-2.8027706651153155,0.2619194759475248
-2.7981989956700826,0.4438359906902531
-2.7968278773696422,0.49960790431677177
-2.791460810748806,0.7219515293264867
-2.7908103994847746,0.7481416446862172
-2.7896759506888804,0.7952543166971487
-2.7879896940344624,0.8684283717068857
-2.7755678379328614,1.3934830156915614
-2.773325682537725,1.4872325413607839
-2.7681264084405846,1.700029940041832
-2.759514849209788,2.0394571027299206
-2.7344379756410904,2.8447412482490138
-2.7274074806265,2.995459884723125
-2.7255903221963598,3.0310845884927575
-2.7202694158874396,3.119217350660701
-2.712354422695963,3.201660243957775
-2.708433259149211,3.2267880610835693
-2.68829297611878,3.1397120319495344
-2.6811729717070385,3.0276674907858214
-2.676220490465658,2.9256508542013795
-2.6702481640146845,2.779336492909905
-2.669522776502865,2.7588471929390805
-2.663212461524011,2.573417858003603
-2.662108695217495,2.5407938352789055
-2.661355019014084,2.5161233677448576
-2.6555906736569375,2.318580755316442
-2.6538693604083505,2.2552239088891137
-2.653509233404813,2.242625884444994
-2.6461931654779707,1.960620566460313
-2.636802320911433,1.5634692037381153
-2.629003199957409,1.2153379311147172
-2.6253934081977746,1.0516444570655705
-2.625082782179278,1.036310778943897
-2.618741491668681,0.7461435028496519
-2.614281613691486,0.5388157680802496
-2.6118457727247626,0.42791483757857035
-2.6102205104503176,0.3529979174528917
-2.609004742642342,0.298301872123529
-2.6008221886974408,-0.06614189979758106
-2.598730994359771,-0.1520048471067039
-2.5924021814222558,-0.41856387286632074
-2.5907662502651014,-0.48532080084552104
-2.590710039381364,-0.48852528871859824
-2.5847781987677556,-0.7190277382646851
-2.578651700394139,-0.9337467616664362
-2.573525689300567,-1.1007139080457726
-2.57342230973976,-1.1028349934965949
-2.573229042277466,-1.1093260051103924
-2.567741152542146,-1.2709157713015031
-2.558586691788353,-1.485769541403225
-2.5555495849005663,-1.5440501200886223
-2.553068911258813,-1.5902006615976552
-2.545555253581762,-1.6869204925896124
-2.538824147271243,-1.7397494728138574
-2.5313134739651546,-1.75460284602701
-2.5235414736489084,-1.7203875022223756
-2.516015209026267,-1.6441538442388737
