n_harmonics,base_freq,magnitudes,instruments
7,2.2327695154158786,"[ 1.62544726  0.79911009 -1.34640467  0.39739593  0.99074439 -1.51746814
 -0.71352282]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9922703750734896,-2.266297209967031
-2.9917410999223244,-2.2748078611644704
-2.9916580561106034,-2.2773091956577307
-2.9899467089251455,-2.355203625785802
-2.986349598833356,-2.448892997653553
-2.984497164654165,-2.573136718117737
-2.973797762427986,-2.786723480339169
-2.953429114678212,-3.2893448642801184
-2.9346259623133264,-3.4754620724049823
-2.9290311559162996,-3.4923721636044966
-2.9216186599051825,-3.472652514700204
-2.92028215437532,-3.4853931945488807
-2.9173150276796616,-3.4695392769650764
-2.916567299916453,-3.4376518944537424
-2.915260399504538,-3.444427925477091
-2.910670978160433,-3.370827433160861
-2.895899729964788,-3.1036794419695664
-2.891513138896162,-3.047271034966219
-2.8911760608419366,-2.9920391754488755
-2.8906561294224655,-3.045546608527064
-2.8803959397130363,-2.765788216239838
-2.866883677490038,-2.3990328723273824
-2.8615238053980314,-2.1586503655821025
-2.857494847209522,-1.9431555796658753
-2.8558941162889973,-1.9259163344477512
-2.852887790773531,-1.8661166013397366
-2.8522624906017686,-1.804208955176872
-2.8504714396660087,-1.7018514931228534
-2.847392605599922,-1.595531056234901
-2.843489617175162,-1.4231453340658424
-2.839528213495168,-1.3321464384456596
-2.836793563424239,-1.1888794502047138
-2.829343519824091,-0.8608004631688967
-2.825688612511272,-0.7390190049991225
-2.8252883740952783,-0.6460479207655369
-2.816042451648879,-0.28919074630481223
-2.815757265974984,-0.2291094373224543
-2.8155136257604694,-0.25903354993759387
-2.772458660818881,1.5284625760905504
-2.771167032649787,1.5006759701728227
-2.760266811842885,1.9351262132226081
-2.7551056307942465,2.079800251758367
-2.750132925799277,2.216321820651907
-2.7318476568756234,2.6495367781581587
-2.7311326093329376,2.645517454287655
-2.721630055660932,2.7640642863462914
-2.7206658315586223,2.76006676915577
-2.7157319078408806,2.8861010162036567
-2.70651156802716,2.981030262914062
-2.7023621496687356,2.9495741670852413
-2.695378511450447,3.004379815564236
-2.6948718320698486,3.000793639149487
-2.6835468758921968,2.938673761501101
-2.67985832534199,2.959295286669804
-2.6748858876085317,2.863672057395147
-2.6622624396870194,2.705487665222644
-2.6504487418090896,2.489164846663204
-2.643084309236242,2.3686279972218043
-2.6270665307127956,2.0086393963638214
-2.623056263470909,1.8547586954402142
-2.619751361154984,1.770131870614842
-2.6182055108619515,1.7495738942609074
-2.613068102390269,1.6721455226646487
-2.6068158797719034,1.460543090939507
-2.6055719633358896,1.3048989891363691
-2.5981376039323587,1.168472651139522
-2.5772991118447504,0.4594535119243991
-2.5621871797216578,0.01147828817132469
-2.559242893075123,-0.1288851950935285
-2.543438078302394,-0.513348732074929
-2.539703808910529,-0.5798757792516533
-2.531427001849365,-0.8133752753433493
-2.529012244541502,-0.91578609973651
-2.525522746920873,-0.9362486772613878
-2.5035318392629295,-1.393848015976309
-2.5023489501931624,-1.4231764867845864
-2.5008800569280725,-1.463272611416806
-2.500627791537254,-1.431713712399748
-2.4973159238130282,-1.469405565183558
-2.4634996458713916,-1.7926921824732853
-2.461718466593222,-1.8048719157502315
-2.454479856396744,-1.8337290720327657
-2.444509573811354,-1.8635877699013574
-2.4431890045663662,-1.8207060436928173
-2.442478414319348,-1.798205545579487
-2.4310426493310624,-1.8231486061207793
-2.4138986958323976,-1.7206121396432679
-2.4124200478201194,-1.6709364560015054
-2.4123580028550564,-1.709801768177523
-2.40747345800374,-1.6141802025605705
-2.3936136617385446,-1.497953513083626
-2.391622886496705,-1.551495302142931
-2.3849918858874752,-1.4279147698523835
-2.3834631795724386,-1.4814007277926453
-2.3736907865512884,-1.3739980605703752
-2.3730429351295,-1.3823991281286445
